setid,"Temperature, K","MolaLity of 1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
uzoMW,293.15,0.2744,101,1101.5,Liu et al. (2020d),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
uzoMW,293.15,0.3051,101,1104.7,Liu et al. (2020d),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
uzoMW,293.15,0.3101,101,1105.2,Liu et al. (2020d),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
uzoMW,293.15,0.3799,101,1112.3,Liu et al. (2020d),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
uzoMW,293.15,0.4139,101,1115.6,Liu et al. (2020d),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
uzoMW,293.15,0.4283,101,1117.1,Liu et al. (2020d),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
uzoMW,293.15,0.4686,101,1120.9,Liu et al. (2020d),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
uzoMW,293.15,0.5706,101,1130.2,Liu et al. (2020d),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
uzoMW,298.15,0.0349,101,1067.7,Liu et al. (2020d),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
uzoMW,298.15,0.0403,101,1068.4,Liu et al. (2020d),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
uzoMW,298.15,0.0521,101,1069.9,Liu et al. (2020d),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
uzoMW,298.15,0.0574,101,1070.5,Liu et al. (2020d),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
uzoMW,298.15,0.0842,101,1073.8,Liu et al. (2020d),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
uzoMW,298.15,0.0948,101,1075,Liu et al. (2020d),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
uzoMW,298.15,0.114,101,1077.3,Liu et al. (2020d),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
uzoMW,298.15,0.1173,101,1077.7,Liu et al. (2020d),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
uzoMW,298.15,0.1312,101,1079.4,Liu et al. (2020d),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
uzoMW,298.15,0.1589,101,1082.5,Liu et al. (2020d),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
uzoMW,298.15,0.1737,101,1084.2,Liu et al. (2020d),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
uzoMW,298.15,0.1781,101,1084.6,Liu et al. (2020d),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
uzoMW,298.15,0.1835,101,1085.3,Liu et al. (2020d),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
uzoMW,298.15,0.1925,101,1086.3,Liu et al. (2020d),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
uzoMW,298.15,0.2205,101,1089.4,Liu et al. (2020d),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
uzoMW,298.15,0.223,101,1089.7,Liu et al. (2020d),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
uzoMW,298.15,0.2704,101,1094.8,Liu et al. (2020d),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
uzoMW,298.15,0.2744,101,1095.2,Liu et al. (2020d),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
uzoMW,298.15,0.3051,101,1098.3,Liu et al. (2020d),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
uzoMW,298.15,0.3101,101,1098.8,Liu et al. (2020d),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
uzoMW,298.15,0.3799,101,1106,Liu et al. (2020d),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
uzoMW,298.15,0.4139,101,1109.3,Liu et al. (2020d),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
uzoMW,298.15,0.4283,101,1110.8,Liu et al. (2020d),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
uzoMW,298.15,0.4686,101,1114.7,Liu et al. (2020d),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
uzoMW,298.15,0.5706,101,1124,Liu et al. (2020d),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
uzoMW,303.15,0.0349,101,1061.1,Liu et al. (2020d),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
uzoMW,303.15,0.0403,101,1061.8,Liu et al. (2020d),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
