setid,"Temperature, K",Mole fraction of 2-hydroxyethylammonium lactate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
UQoku,298.15,0.6945,101,1166.47,Kurnia et al. (2011b),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
UQoku,298.15,0.8031,101,1185.6,Kurnia et al. (2011b),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
UQoku,298.15,0.9056,101,1200,Kurnia et al. (2011b),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
UQoku,298.15,0.9607,101,1206.3,Kurnia et al. (2011b),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
UQoku,298.15,1,101,1210.2,Kurnia et al. (2011b),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
UQoku,303.15,0,101,781.76,Kurnia et al. (2011b),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
UQoku,303.15,0.0557,101,855.89,Kurnia et al. (2011b),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
UQoku,303.15,0.1024,101,905.77,Kurnia et al. (2011b),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
UQoku,303.15,0.2136,101,994.05,Kurnia et al. (2011b),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
UQoku,303.15,0.3015,101,1043.16,Kurnia et al. (2011b),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
UQoku,303.15,0.4024,101,1085.5,Kurnia et al. (2011b),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
UQoku,303.15,0.5151,101,1121.35,Kurnia et al. (2011b),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
UQoku,303.15,0.6009,101,1143.25,Kurnia et al. (2011b),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
UQoku,303.15,0.6945,101,1163.27,Kurnia et al. (2011b),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
UQoku,303.15,0.8031,101,1182.5,Kurnia et al. (2011b),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
UQoku,303.15,0.9056,101,1196.9,Kurnia et al. (2011b),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
UQoku,303.15,0.9607,101,1203.1,Kurnia et al. (2011b),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
UQoku,303.15,1,101,1206.9,Kurnia et al. (2011b),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
UQoku,308.15,0,101,777.03,Kurnia et al. (2011b),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
UQoku,308.15,0.0557,101,851.54,Kurnia et al. (2011b),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
UQoku,308.15,0.1024,101,901.72,Kurnia et al. (2011b),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
UQoku,308.15,0.2136,101,990.54,Kurnia et al. (2011b),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
UQoku,308.15,0.3015,101,1039.94,Kurnia et al. (2011b),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
UQoku,308.15,0.4024,101,1082.53,Kurnia et al. (2011b),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
UQoku,308.15,0.5151,101,1118.6,Kurnia et al. (2011b),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
UQoku,308.15,0.6009,101,1140.67,Kurnia et al. (2011b),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
UQoku,308.15,0.6945,101,1160.84,Kurnia et al. (2011b),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
UQoku,308.15,0.8031,101,1180.2,Kurnia et al. (2011b),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
UQoku,308.15,0.9056,101,1194.6,Kurnia et al. (2011b),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
UQoku,308.15,0.9607,101,1200.8,Kurnia et al. (2011b),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
UQoku,308.15,1,101,1204.5,Kurnia et al. (2011b),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
UQoku,313.15,0,101,772.26,Kurnia et al. (2011b),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
UQoku,313.15,0.0557,101,847.11,Kurnia et al. (2011b),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
UQoku,313.15,0.1024,101,897.54,Kurnia et al. (2011b),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
UQoku,313.15,0.2136,101,986.79,Kurnia et al. (2011b),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
UQoku,313.15,0.3015,101,1036.41,Kurnia et al. (2011b),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
UQoku,313.15,0.4024,101,1079.18,Kurnia et al. (2011b),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
UQoku,313.15,0.5151,101,1115.43,Kurnia et al. (2011b),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
UQoku,313.15,0.6009,101,1137.62,Kurnia et al. (2011b),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
UQoku,313.15,0.6945,101,1157.91,Kurnia et al. (2011b),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
UQoku,313.15,0.8031,101,1177.3,Kurnia et al. (2011b),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
UQoku,313.15,0.9056,101,1191.8,Kurnia et al. (2011b),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
UQoku,313.15,0.9607,101,1197.9,Kurnia et al. (2011b),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
UQoku,313.15,1,101,1201.5,Kurnia et al. (2011b),Density,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
