setid,"Temperature, K","MolaLity of 1-butyl-3-methylimidazolium taurate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
hyPzl,298.15,0.02555,100,998.1,Tot et al. (2016),Density,Liquid,AADYJk,O,water,AAyhgg,CCCC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-butyl-3-methylimidazolium taurate,,,
hyPzl,298.15,0.02746,100,998.2,Tot et al. (2016),Density,Liquid,AADYJk,O,water,AAyhgg,CCCC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-butyl-3-methylimidazolium taurate,,,
hyPzl,303.15,0,100,995.6,Tot et al. (2016),Density,Liquid,AADYJk,O,water,AAyhgg,CCCC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-butyl-3-methylimidazolium taurate,,,
hyPzl,303.15,0.00511,100,995.7,Tot et al. (2016),Density,Liquid,AADYJk,O,water,AAyhgg,CCCC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-butyl-3-methylimidazolium taurate,,,
hyPzl,303.15,0.00752,100,995.8,Tot et al. (2016),Density,Liquid,AADYJk,O,water,AAyhgg,CCCC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-butyl-3-methylimidazolium taurate,,,
hyPzl,303.15,0.00917,100,995.8,Tot et al. (2016),Density,Liquid,AADYJk,O,water,AAyhgg,CCCC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-butyl-3-methylimidazolium taurate,,,
hyPzl,303.15,0.01078,100,995.9,Tot et al. (2016),Density,Liquid,AADYJk,O,water,AAyhgg,CCCC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-butyl-3-methylimidazolium taurate,,,
hyPzl,303.15,0.01261,100,995.9,Tot et al. (2016),Density,Liquid,AADYJk,O,water,AAyhgg,CCCC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-butyl-3-methylimidazolium taurate,,,
hyPzl,303.15,0.01552,100,996.1,Tot et al. (2016),Density,Liquid,AADYJk,O,water,AAyhgg,CCCC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-butyl-3-methylimidazolium taurate,,,
hyPzl,303.15,0.01938,100,996.2,Tot et al. (2016),Density,Liquid,AADYJk,O,water,AAyhgg,CCCC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-butyl-3-methylimidazolium taurate,,,
hyPzl,303.15,0.02239,100,996.4,Tot et al. (2016),Density,Liquid,AADYJk,O,water,AAyhgg,CCCC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-butyl-3-methylimidazolium taurate,,,
hyPzl,303.15,0.02555,100,996.5,Tot et al. (2016),Density,Liquid,AADYJk,O,water,AAyhgg,CCCC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-butyl-3-methylimidazolium taurate,,,
hyPzl,303.15,0.02746,100,996.6,Tot et al. (2016),Density,Liquid,AADYJk,O,water,AAyhgg,CCCC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-butyl-3-methylimidazolium taurate,,,
hyPzl,308.15,0,100,994,Tot et al. (2016),Density,Liquid,AADYJk,O,water,AAyhgg,CCCC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-butyl-3-methylimidazolium taurate,,,
hyPzl,308.15,0.00511,100,994.1,Tot et al. (2016),Density,Liquid,AADYJk,O,water,AAyhgg,CCCC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-butyl-3-methylimidazolium taurate,,,
hyPzl,308.15,0.00752,100,994.1,Tot et al. (2016),Density,Liquid,AADYJk,O,water,AAyhgg,CCCC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-butyl-3-methylimidazolium taurate,,,
hyPzl,308.15,0.00917,100,994.1,Tot et al. (2016),Density,Liquid,AADYJk,O,water,AAyhgg,CCCC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-butyl-3-methylimidazolium taurate,,,
hyPzl,308.15,0.01078,100,994.2,Tot et al. (2016),Density,Liquid,AADYJk,O,water,AAyhgg,CCCC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-butyl-3-methylimidazolium taurate,,,
hyPzl,308.15,0.01261,100,994.2,Tot et al. (2016),Density,Liquid,AADYJk,O,water,AAyhgg,CCCC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-butyl-3-methylimidazolium taurate,,,
hyPzl,308.15,0.01552,100,994.3,Tot et al. (2016),Density,Liquid,AADYJk,O,water,AAyhgg,CCCC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-butyl-3-methylimidazolium taurate,,,
hyPzl,308.15,0.01938,100,994.5,Tot et al. (2016),Density,Liquid,AADYJk,O,water,AAyhgg,CCCC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-butyl-3-methylimidazolium taurate,,,
hyPzl,308.15,0.02239,100,994.6,Tot et al. (2016),Density,Liquid,AADYJk,O,water,AAyhgg,CCCC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-butyl-3-methylimidazolium taurate,,,
hyPzl,308.15,0.02555,100,994.8,Tot et al. (2016),Density,Liquid,AADYJk,O,water,AAyhgg,CCCC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-butyl-3-methylimidazolium taurate,,,
hyPzl,308.15,0.02746,100,994.9,Tot et al. (2016),Density,Liquid,AADYJk,O,water,AAyhgg,CCCC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-butyl-3-methylimidazolium taurate,,,
hyPzl,313.15,0,100,992.2,Tot et al. (2016),Density,Liquid,AADYJk,O,water,AAyhgg,CCCC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-butyl-3-methylimidazolium taurate,,,
hyPzl,313.15,0.00511,100,992.2,Tot et al. (2016),Density,Liquid,AADYJk,O,water,AAyhgg,CCCC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-butyl-3-methylimidazolium taurate,,,
hyPzl,313.15,0.00752,100,992.2,Tot et al. (2016),Density,Liquid,AADYJk,O,water,AAyhgg,CCCC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-butyl-3-methylimidazolium taurate,,,
hyPzl,313.15,0.00917,100,992.3,Tot et al. (2016),Density,Liquid,AADYJk,O,water,AAyhgg,CCCC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-butyl-3-methylimidazolium taurate,,,
hyPzl,313.15,0.01078,100,992.3,Tot et al. (2016),Density,Liquid,AADYJk,O,water,AAyhgg,CCCC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-butyl-3-methylimidazolium taurate,,,
hyPzl,313.15,0.01261,100,992.3,Tot et al. (2016),Density,Liquid,AADYJk,O,water,AAyhgg,CCCC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-butyl-3-methylimidazolium taurate,,,
hyPzl,313.15,0.01552,100,992.4,Tot et al. (2016),Density,Liquid,AADYJk,O,water,AAyhgg,CCCC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-butyl-3-methylimidazolium taurate,,,
hyPzl,313.15,0.01938,100,992.5,Tot et al. (2016),Density,Liquid,AADYJk,O,water,AAyhgg,CCCC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-butyl-3-methylimidazolium taurate,,,
hyPzl,313.15,0.02239,100,992.7,Tot et al. (2016),Density,Liquid,AADYJk,O,water,AAyhgg,CCCC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-butyl-3-methylimidazolium taurate,,,
hyPzl,313.15,0.02555,100,992.8,Tot et al. (2016),Density,Liquid,AADYJk,O,water,AAyhgg,CCCC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-butyl-3-methylimidazolium taurate,,,
hyPzl,313.15,0.02746,100,992.9,Tot et al. (2016),Density,Liquid,AADYJk,O,water,AAyhgg,CCCC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-butyl-3-methylimidazolium taurate,,,
