setid,"Temperature, K",Mole fraction of butylammonium acetate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
ZRQpq,293.15,0.6511,93.2,935.21,Bittencourt et al. (2018),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AAIsrh,CCO,ethanol,,,
ZRQpq,293.15,0.7008,93.2,940.062,Bittencourt et al. (2018),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AAIsrh,CCO,ethanol,,,
ZRQpq,293.15,0.7495,93.2,944.437,Bittencourt et al. (2018),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AAIsrh,CCO,ethanol,,,
ZRQpq,293.15,0.7988,93.2,948.632,Bittencourt et al. (2018),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AAIsrh,CCO,ethanol,,,
ZRQpq,293.15,0.8496,93.2,952.534,Bittencourt et al. (2018),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AAIsrh,CCO,ethanol,,,
ZRQpq,293.15,0.9015,93.2,956.331,Bittencourt et al. (2018),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AAIsrh,CCO,ethanol,,,
ZRQpq,293.15,0.9493,93.2,959.627,Bittencourt et al. (2018),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AAIsrh,CCO,ethanol,,,
ZRQpq,293.15,1,93.2,962.92,Bittencourt et al. (2018),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AAIsrh,CCO,ethanol,,,
ZRQpq,298.15,0.0501,93.2,809.1,Bittencourt et al. (2018),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AAIsrh,CCO,ethanol,,,
ZRQpq,298.15,0.0992,93.2,828.1,Bittencourt et al. (2018),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AAIsrh,CCO,ethanol,,,
ZRQpq,298.15,0.15,93.2,844.6,Bittencourt et al. (2018),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AAIsrh,CCO,ethanol,,,
ZRQpq,298.15,0.2001,93.2,858.6,Bittencourt et al. (2018),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AAIsrh,CCO,ethanol,,,
ZRQpq,298.15,0.2511,93.2,871,Bittencourt et al. (2018),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AAIsrh,CCO,ethanol,,,
ZRQpq,298.15,0.3001,93.2,881.5,Bittencourt et al. (2018),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AAIsrh,CCO,ethanol,,,
ZRQpq,298.15,0.35,93.2,891.1,Bittencourt et al. (2018),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AAIsrh,CCO,ethanol,,,
ZRQpq,298.15,0.3999,93.2,899.7,Bittencourt et al. (2018),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AAIsrh,CCO,ethanol,,,
ZRQpq,298.15,0.4483,93.2,907.093,Bittencourt et al. (2018),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AAIsrh,CCO,ethanol,,,
ZRQpq,298.15,0.4987,93.2,914.128,Bittencourt et al. (2018),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AAIsrh,CCO,ethanol,,,
ZRQpq,298.15,0.5503,93.2,920.659,Bittencourt et al. (2018),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AAIsrh,CCO,ethanol,,,
ZRQpq,298.15,0.6002,93.2,926.429,Bittencourt et al. (2018),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AAIsrh,CCO,ethanol,,,
ZRQpq,298.15,0.6511,93.2,931.853,Bittencourt et al. (2018),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AAIsrh,CCO,ethanol,,,
ZRQpq,298.15,0.7008,93.2,936.738,Bittencourt et al. (2018),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AAIsrh,CCO,ethanol,,,
ZRQpq,298.15,0.7495,93.2,941.147,Bittencourt et al. (2018),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AAIsrh,CCO,ethanol,,,
ZRQpq,298.15,0.7988,93.2,945.376,Bittencourt et al. (2018),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AAIsrh,CCO,ethanol,,,
ZRQpq,298.15,0.8496,93.2,949.301,Bittencourt et al. (2018),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AAIsrh,CCO,ethanol,,,
ZRQpq,298.15,0.9015,93.2,953.098,Bittencourt et al. (2018),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AAIsrh,CCO,ethanol,,,
ZRQpq,298.15,0.9493,93.2,956.375,Bittencourt et al. (2018),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AAIsrh,CCO,ethanol,,,
ZRQpq,298.15,1,93.2,959.722,Bittencourt et al. (2018),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AAIsrh,CCO,ethanol,,,
ZRQpq,303.15,0.0501,93.2,805,Bittencourt et al. (2018),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AAIsrh,CCO,ethanol,,,
ZRQpq,303.15,0.0992,93.2,824.1,Bittencourt et al. (2018),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AAIsrh,CCO,ethanol,,,
ZRQpq,303.15,0.15,93.2,840.7,Bittencourt et al. (2018),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AAIsrh,CCO,ethanol,,,
ZRQpq,303.15,0.2001,93.2,854.8,Bittencourt et al. (2018),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AAIsrh,CCO,ethanol,,,
ZRQpq,303.15,0.2511,93.2,867.3,Bittencourt et al. (2018),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AAIsrh,CCO,ethanol,,,
ZRQpq,303.15,0.3001,93.2,877.9,Bittencourt et al. (2018),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AAIsrh,CCO,ethanol,,,
ZRQpq,303.15,0.35,93.2,887.5,Bittencourt et al. (2018),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AAIsrh,CCO,ethanol,,,
ZRQpq,303.15,0.3999,93.2,896.2,Bittencourt et al. (2018),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AAIsrh,CCO,ethanol,,,
ZRQpq,303.15,0.4483,93.2,903.597,Bittencourt et al. (2018),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AAIsrh,CCO,ethanol,,,
ZRQpq,303.15,0.4987,93.2,910.676,Bittencourt et al. (2018),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AAIsrh,CCO,ethanol,,,
ZRQpq,303.15,0.5503,93.2,917.244,Bittencourt et al. (2018),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AAIsrh,CCO,ethanol,,,
ZRQpq,303.15,0.6002,93.2,923.046,Bittencourt et al. (2018),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AAIsrh,CCO,ethanol,,,
ZRQpq,303.15,0.6511,93.2,928.497,Bittencourt et al. (2018),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AAIsrh,CCO,ethanol,,,
ZRQpq,303.15,0.7008,93.2,933.416,Bittencourt et al. (2018),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AAIsrh,CCO,ethanol,,,
ZRQpq,303.15,0.7495,93.2,937.856,Bittencourt et al. (2018),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AAIsrh,CCO,ethanol,,,
ZRQpq,303.15,0.7988,93.2,942.119,Bittencourt et al. (2018),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AAIsrh,CCO,ethanol,,,
ZRQpq,303.15,0.8496,93.2,946.073,Bittencourt et al. (2018),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AAIsrh,CCO,ethanol,,,
ZRQpq,303.15,0.9015,93.2,949.893,Bittencourt et al. (2018),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AAIsrh,CCO,ethanol,,,
ZRQpq,303.15,0.9493,93.2,953.173,Bittencourt et al. (2018),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AAIsrh,CCO,ethanol,,,
ZRQpq,303.15,1,93.2,956.492,Bittencourt et al. (2018),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AAIsrh,CCO,ethanol,,,
ZRQpq,308.15,0.0501,93.2,800.8,Bittencourt et al. (2018),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AAIsrh,CCO,ethanol,,,
ZRQpq,308.15,0.0992,93.2,820,Bittencourt et al. (2018),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AAIsrh,CCO,ethanol,,,
ZRQpq,308.15,0.15,93.2,836.8,Bittencourt et al. (2018),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AAIsrh,CCO,ethanol,,,
ZRQpq,308.15,0.2001,93.2,851,Bittencourt et al. (2018),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AAIsrh,CCO,ethanol,,,
ZRQpq,308.15,0.2511,93.2,863.5,Bittencourt et al. (2018),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AAIsrh,CCO,ethanol,,,
ZRQpq,308.15,0.3001,93.2,874.2,Bittencourt et al. (2018),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AAIsrh,CCO,ethanol,,,
ZRQpq,308.15,0.35,93.2,883.9,Bittencourt et al. (2018),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AAIsrh,CCO,ethanol,,,
ZRQpq,308.15,0.3999,93.2,892.6,Bittencourt et al. (2018),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AAIsrh,CCO,ethanol,,,
ZRQpq,308.15,0.4483,93.2,900.097,Bittencourt et al. (2018),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AAIsrh,CCO,ethanol,,,
ZRQpq,308.15,0.4987,93.2,907.224,Bittencourt et al. (2018),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AAIsrh,CCO,ethanol,,,
ZRQpq,308.15,0.5503,93.2,913.83,Bittencourt et al. (2018),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AAIsrh,CCO,ethanol,,,
ZRQpq,308.15,0.6002,93.2,919.666,Bittencourt et al. (2018),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AAIsrh,CCO,ethanol,,,
ZRQpq,308.15,0.6511,93.2,925.146,Bittencourt et al. (2018),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AAIsrh,CCO,ethanol,,,
ZRQpq,308.15,0.7008,93.2,930.097,Bittencourt et al. (2018),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AAIsrh,CCO,ethanol,,,
ZRQpq,308.15,0.7495,93.2,934.564,Bittencourt et al. (2018),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AAIsrh,CCO,ethanol,,,
ZRQpq,308.15,0.7988,93.2,938.857,Bittencourt et al. (2018),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AAIsrh,CCO,ethanol,,,
ZRQpq,308.15,0.8496,93.2,942.846,Bittencourt et al. (2018),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AAIsrh,CCO,ethanol,,,
ZRQpq,308.15,0.9015,93.2,946.696,Bittencourt et al. (2018),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AAIsrh,CCO,ethanol,,,
ZRQpq,308.15,0.9493,93.2,949.996,Bittencourt et al. (2018),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AAIsrh,CCO,ethanol,,,
ZRQpq,308.15,1,93.2,953.321,Bittencourt et al. (2018),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AAIsrh,CCO,ethanol,,,
ZRQpq,313.15,0.0501,93.2,796.6,Bittencourt et al. (2018),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AAIsrh,CCO,ethanol,,,
ZRQpq,313.15,0.0992,93.2,816,Bittencourt et al. (2018),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AAIsrh,CCO,ethanol,,,
ZRQpq,313.15,0.15,93.2,832.8,Bittencourt et al. (2018),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AAIsrh,CCO,ethanol,,,
ZRQpq,313.15,0.2001,93.2,847.2,Bittencourt et al. (2018),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AAIsrh,CCO,ethanol,,,
ZRQpq,313.15,0.2511,93.2,859.8,Bittencourt et al. (2018),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AAIsrh,CCO,ethanol,,,
ZRQpq,313.15,0.3001,93.2,870.6,Bittencourt et al. (2018),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AAIsrh,CCO,ethanol,,,
ZRQpq,313.15,0.35,93.2,880.3,Bittencourt et al. (2018),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AAIsrh,CCO,ethanol,,,
ZRQpq,313.15,0.3999,93.2,889.1,Bittencourt et al. (2018),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AAIsrh,CCO,ethanol,,,
ZRQpq,313.15,0.4483,93.2,896.587,Bittencourt et al. (2018),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AAIsrh,CCO,ethanol,,,
ZRQpq,313.15,0.4987,93.2,903.761,Bittencourt et al. (2018),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AAIsrh,CCO,ethanol,,,
ZRQpq,313.15,0.5503,93.2,910.416,Bittencourt et al. (2018),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AAIsrh,CCO,ethanol,,,
ZRQpq,313.15,0.6002,93.2,916.285,Bittencourt et al. (2018),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AAIsrh,CCO,ethanol,,,
ZRQpq,313.15,0.6511,93.2,921.79,Bittencourt et al. (2018),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AAIsrh,CCO,ethanol,,,
ZRQpq,313.15,0.7008,93.2,926.775,Bittencourt et al. (2018),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AAIsrh,CCO,ethanol,,,
ZRQpq,313.15,0.7495,93.2,931.259,Bittencourt et al. (2018),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AAIsrh,CCO,ethanol,,,
ZRQpq,313.15,0.7988,93.2,935.592,Bittencourt et al. (2018),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AAIsrh,CCO,ethanol,,,
ZRQpq,313.15,0.8496,93.2,939.614,Bittencourt et al. (2018),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AAIsrh,CCO,ethanol,,,
ZRQpq,313.15,0.9015,93.2,943.49,Bittencourt et al. (2018),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AAIsrh,CCO,ethanol,,,
ZRQpq,313.15,0.9493,93.2,946.824,Bittencourt et al. (2018),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AAIsrh,CCO,ethanol,,,
ZRQpq,313.15,1,93.2,950.169,Bittencourt et al. (2018),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AAIsrh,CCO,ethanol,,,
