setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium trifluoromethanesulfonate,Mole fraction of dimethyl sulfoxide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
badCR,318.15,0.3091,0.5059,100,1218.9,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,318.15,0.3343,0.4656,100,1226,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,318.15,0.361,0.4229,100,1233.2,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,318.15,0.3948,0,100,1191.8,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,318.15,0.4023,0.5977,100,1268.1,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,318.15,0.4096,0.3523,100,1245.8,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,318.15,0.4353,0.3096,100,1250.8,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,318.15,0.4741,0.2498,100,1258.9,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,318.15,0.4933,0.5067,100,1290.2,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,318.15,0.498,0,100,1238.2,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,318.15,0.5094,0.1935,100,1265.2,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,318.15,0.5368,0.1703,100,1272.1,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,318.15,0.5656,0.1458,100,1278.6,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,318.15,0.595,0,100,1272.3,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,318.15,0.5961,0.12,100,1285.3,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,318.15,0.6022,0.3978,100,1312,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,318.15,0.6284,0.0927,100,1291.9,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,318.15,0.6565,0.0845,100,1298.7,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,318.15,0.686,0.076,100,1305.8,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,318.15,0.6936,0,100,1300.5,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,318.15,0.6993,0.3007,100,1327.9,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,318.15,0.7058,0.0663,100,1310,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,318.15,0.7476,0.0458,100,1318.2,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,318.15,0.7929,0.2071,100,1341,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,318.15,0.801,0,100,1325.9,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,318.15,0.9005,0,100,1345.7,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,318.15,0.9008,0.0992,100,1354,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,318.15,1,0,100,1363.2,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,318.15,1,0,100,1363.2,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,323.15,0,0,100,749.2,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,323.15,0,0,100,749.2,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,323.15,0,0.0995,100,793.3,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,323.15,0,0.2061,100,836.2,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,323.15,0,0.2936,100,869.9,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,323.15,0,0.4055,100,909.2,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,323.15,0,0.5051,100,941.1,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,323.15,0,0.6001,100,969.4,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,323.15,0,0.7006,100,997.7,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,323.15,0,0.8072,100,1025.4,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,323.15,0,0.8947,100,1047,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,323.15,0,1,100,1070.7,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,323.15,0,1,100,1070.7,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,323.15,0.0313,0.8985,100,1084.9,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,323.15,0.0628,0.8526,100,1105.3,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,323.15,0.0996,0.8035,100,1126.8,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,323.15,0.1026,0,100,939.5,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,323.15,0.1068,0.8932,100,1145,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,323.15,0.1328,0.7578,100,1144.7,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,323.15,0.1693,0.7074,100,1162.4,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,323.15,0.2015,0.7985,100,1194.7,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,323.15,0.2053,0,100,1056.5,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,323.15,0.2065,0.6555,100,1178,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,323.15,0.2333,0.6152,100,1188.4,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,323.15,0.2695,0.5629,100,1201.8,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,323.15,0.3044,0,100,1134.8,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,323.15,0.3077,0.6923,100,1235.7,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,323.15,0.3091,0.5059,100,1214.5,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,323.15,0.3343,0.4656,100,1221.7,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,323.15,0.361,0.4229,100,1228.7,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,323.15,0.3948,0,100,1187.3,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,323.15,0.4023,0.5977,100,1264,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,323.15,0.4096,0.3523,100,1241.5,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,323.15,0.4353,0.3096,100,1246.4,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,323.15,0.4741,0.2498,100,1254.5,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,323.15,0.4933,0.5067,100,1286.2,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,323.15,0.498,0,100,1233.8,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,323.15,0.5094,0.1935,100,1260.8,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,323.15,0.5368,0.1703,100,1267.6,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,323.15,0.5656,0.1458,100,1274.2,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,323.15,0.595,0,100,1268,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,323.15,0.5961,0.12,100,1280.9,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,323.15,0.6022,0.3978,100,1308,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,323.15,0.6284,0.0927,100,1287.5,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,323.15,0.6565,0.0845,100,1294.2,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,323.15,0.686,0.076,100,1301.4,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,323.15,0.6936,0,100,1296.2,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,323.15,0.6993,0.3007,100,1324,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,323.15,0.7058,0.0663,100,1305.6,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,323.15,0.7476,0.0458,100,1313.9,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,323.15,0.7929,0.2071,100,1337,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,323.15,0.801,0,100,1321.8,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,323.15,0.9005,0,100,1341.6,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,323.15,0.9008,0.0992,100,1349.9,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,323.15,1,0,100,1359.1,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
