setid,"Pressure, kPa",Mole fraction of benzene,"Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
dBaCW,5000,0.0999,413.2,1256,Qiao et al. (2011),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
dBaCW,5000,0.2002,313.2,1318,Qiao et al. (2011),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
dBaCW,5000,0.2002,333.2,1300,Qiao et al. (2011),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
dBaCW,5000,0.2002,353.2,1284,Qiao et al. (2011),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
dBaCW,5000,0.3003,313.2,1293,Qiao et al. (2011),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
dBaCW,5000,0.3003,333.2,1276,Qiao et al. (2011),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
dBaCW,5000,0.3003,353.2,1260,Qiao et al. (2011),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
dBaCW,5000,0.3953,313.2,1265,Qiao et al. (2011),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
dBaCW,5000,0.3953,333.2,1247,Qiao et al. (2011),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
dBaCW,5000,0.3953,353.2,1231,Qiao et al. (2011),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
dBaCW,5000,0.5001,313.2,1231,Qiao et al. (2011),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
dBaCW,5000,0.5001,333.2,1213,Qiao et al. (2011),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
dBaCW,5000,0.6008,313.2,1190,Qiao et al. (2011),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
dBaCW,5000,0.6008,333.2,1174,Qiao et al. (2011),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
dBaCW,5000,0.6779,313.2,1153,Qiao et al. (2011),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
dBaCW,10000,0.0999,313.2,1342,Qiao et al. (2011),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
dBaCW,10000,0.0999,333.2,1324,Qiao et al. (2011),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
dBaCW,10000,0.0999,353.2,1306,Qiao et al. (2011),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
dBaCW,10000,0.0999,373.2,1290,Qiao et al. (2011),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
dBaCW,10000,0.0999,393.2,1274,Qiao et al. (2011),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
dBaCW,10000,0.0999,413.2,1259,Qiao et al. (2011),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
dBaCW,10000,0.2002,313.2,1320,Qiao et al. (2011),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
dBaCW,10000,0.2002,333.2,1303,Qiao et al. (2011),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
dBaCW,10000,0.2002,353.2,1286,Qiao et al. (2011),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
dBaCW,10000,0.3003,313.2,1296,Qiao et al. (2011),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
dBaCW,10000,0.3003,333.2,1279,Qiao et al. (2011),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
dBaCW,10000,0.3003,353.2,1262,Qiao et al. (2011),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
dBaCW,10000,0.3953,313.2,1268,Qiao et al. (2011),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
dBaCW,10000,0.3953,333.2,1250,Qiao et al. (2011),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
dBaCW,10000,0.3953,353.2,1233,Qiao et al. (2011),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
dBaCW,10000,0.5001,313.2,1233,Qiao et al. (2011),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
dBaCW,10000,0.5001,333.2,1216,Qiao et al. (2011),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
dBaCW,10000,0.6008,313.2,1193,Qiao et al. (2011),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
dBaCW,10000,0.6008,333.2,1177,Qiao et al. (2011),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
dBaCW,10000,0.6779,313.2,1156,Qiao et al. (2011),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
dBaCW,15000,0.0999,313.2,1344,Qiao et al. (2011),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
dBaCW,15000,0.0999,333.2,1326,Qiao et al. (2011),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
dBaCW,15000,0.0999,353.2,1308,Qiao et al. (2011),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
dBaCW,15000,0.0999,373.2,1292,Qiao et al. (2011),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
dBaCW,15000,0.0999,393.2,1277,Qiao et al. (2011),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
dBaCW,15000,0.0999,413.2,1261,Qiao et al. (2011),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
dBaCW,15000,0.2002,313.2,1322,Qiao et al. (2011),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
dBaCW,15000,0.2002,333.2,1305,Qiao et al. (2011),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
dBaCW,15000,0.2002,353.2,1288,Qiao et al. (2011),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
dBaCW,15000,0.3003,313.2,1298,Qiao et al. (2011),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
dBaCW,15000,0.3003,333.2,1281,Qiao et al. (2011),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
dBaCW,15000,0.3003,353.2,1265,Qiao et al. (2011),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
dBaCW,15000,0.3953,313.2,1270,Qiao et al. (2011),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
dBaCW,15000,0.3953,333.2,1253,Qiao et al. (2011),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
dBaCW,15000,0.3953,353.2,1236,Qiao et al. (2011),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
dBaCW,15000,0.5001,313.2,1236,Qiao et al. (2011),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
dBaCW,15000,0.5001,333.2,1219,Qiao et al. (2011),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
dBaCW,15000,0.6008,313.2,1196,Qiao et al. (2011),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
dBaCW,15000,0.6008,333.2,1179,Qiao et al. (2011),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
dBaCW,15000,0.6779,313.2,1158,Qiao et al. (2011),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
dBaCW,20000,0.0999,313.2,1346,Qiao et al. (2011),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
dBaCW,20000,0.0999,333.2,1328,Qiao et al. (2011),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
dBaCW,20000,0.0999,353.2,1310,Qiao et al. (2011),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
dBaCW,20000,0.0999,373.2,1294,Qiao et al. (2011),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
dBaCW,20000,0.0999,393.2,1278,Qiao et al. (2011),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
dBaCW,20000,0.0999,413.2,1263,Qiao et al. (2011),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
dBaCW,20000,0.2002,313.2,1324,Qiao et al. (2011),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
dBaCW,20000,0.2002,333.2,1307,Qiao et al. (2011),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
dBaCW,20000,0.2002,353.2,1290,Qiao et al. (2011),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
dBaCW,20000,0.3003,313.2,1300,Qiao et al. (2011),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
dBaCW,20000,0.3003,333.2,1283,Qiao et al. (2011),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
dBaCW,20000,0.3003,353.2,1267,Qiao et al. (2011),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
dBaCW,20000,0.3953,313.2,1272,Qiao et al. (2011),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
dBaCW,20000,0.3953,333.2,1254,Qiao et al. (2011),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
dBaCW,20000,0.3953,353.2,1238,Qiao et al. (2011),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
dBaCW,20000,0.5001,313.2,1237,Qiao et al. (2011),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
dBaCW,20000,0.5001,333.2,1221,Qiao et al. (2011),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
dBaCW,20000,0.6008,313.2,1198,Qiao et al. (2011),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
dBaCW,20000,0.6008,333.2,1182,Qiao et al. (2011),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
dBaCW,20000,0.6779,313.2,1160,Qiao et al. (2011),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
dBaCW,25000,0.0999,313.2,1347,Qiao et al. (2011),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
dBaCW,25000,0.0999,333.2,1330,Qiao et al. (2011),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
dBaCW,25000,0.0999,353.2,1312,Qiao et al. (2011),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
dBaCW,25000,0.0999,373.2,1296,Qiao et al. (2011),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
dBaCW,25000,0.0999,393.2,1281,Qiao et al. (2011),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
dBaCW,25000,0.0999,413.2,1266,Qiao et al. (2011),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
dBaCW,25000,0.2002,313.2,1325,Qiao et al. (2011),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
dBaCW,25000,0.2002,333.2,1309,Qiao et al. (2011),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
dBaCW,25000,0.2002,353.2,1292,Qiao et al. (2011),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
dBaCW,25000,0.3003,313.2,1302,Qiao et al. (2011),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
dBaCW,25000,0.3003,333.2,1285,Qiao et al. (2011),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
dBaCW,25000,0.3003,353.2,1268,Qiao et al. (2011),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
dBaCW,25000,0.3953,313.2,1274,Qiao et al. (2011),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
dBaCW,25000,0.3953,333.2,1256,Qiao et al. (2011),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
