setid,"Temperature, K","MolaLity of dodecyltrimethylammonium bromide, mol/kg","Pressure, kPa","Solvent: MolaLity of tetrabutylammonium bromide, mol/kg","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
yfJNZ,303.15,0.015,100,0.01,996.27,Chauhan et al. (2016),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
yfJNZ,303.15,0.018,100,0.01,996.31,Chauhan et al. (2016),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
yfJNZ,303.15,0.021,100,0.01,996.34,Chauhan et al. (2016),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
yfJNZ,303.15,0.024,100,0.01,996.39,Chauhan et al. (2016),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
yfJNZ,303.15,0.027,100,0.01,996.44,Chauhan et al. (2016),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
yfJNZ,303.15,0.03,100,0.01,996.49,Chauhan et al. (2016),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
yfJNZ,303.15,0.033,100,0.01,996.52,Chauhan et al. (2016),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
yfJNZ,308.15,0,100,0.01,994.29,Chauhan et al. (2016),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
yfJNZ,308.15,0.003,100,0.01,994.45,Chauhan et al. (2016),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
yfJNZ,308.15,0.006,100,0.01,994.49,Chauhan et al. (2016),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
yfJNZ,308.15,0.009,100,0.01,994.53,Chauhan et al. (2016),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
yfJNZ,308.15,0.012,100,0.01,994.58,Chauhan et al. (2016),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
yfJNZ,308.15,0.015,100,0.01,994.62,Chauhan et al. (2016),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
yfJNZ,308.15,0.018,100,0.01,994.66,Chauhan et al. (2016),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
yfJNZ,308.15,0.021,100,0.01,994.7,Chauhan et al. (2016),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
yfJNZ,308.15,0.024,100,0.01,994.74,Chauhan et al. (2016),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
yfJNZ,308.15,0.027,100,0.01,994.79,Chauhan et al. (2016),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
yfJNZ,308.15,0.03,100,0.01,994.83,Chauhan et al. (2016),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
yfJNZ,308.15,0.033,100,0.01,994.87,Chauhan et al. (2016),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
yfJNZ,313.15,0,100,0.01,992.33,Chauhan et al. (2016),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
yfJNZ,313.15,0.003,100,0.01,992.58,Chauhan et al. (2016),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
yfJNZ,313.15,0.006,100,0.01,992.64,Chauhan et al. (2016),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
yfJNZ,313.15,0.009,100,0.01,992.69,Chauhan et al. (2016),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
yfJNZ,313.15,0.012,100,0.01,992.74,Chauhan et al. (2016),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
yfJNZ,313.15,0.015,100,0.01,992.79,Chauhan et al. (2016),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
yfJNZ,313.15,0.018,100,0.01,992.82,Chauhan et al. (2016),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
yfJNZ,313.15,0.021,100,0.01,992.86,Chauhan et al. (2016),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
yfJNZ,313.15,0.024,100,0.01,992.89,Chauhan et al. (2016),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
yfJNZ,313.15,0.027,100,0.01,992.94,Chauhan et al. (2016),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
yfJNZ,313.15,0.03,100,0.01,992.96,Chauhan et al. (2016),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
yfJNZ,313.15,0.033,100,0.01,993,Chauhan et al. (2016),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
yfJNZ,318.15,0,100,0.01,990.43,Chauhan et al. (2016),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
yfJNZ,318.15,0.003,100,0.01,990.57,Chauhan et al. (2016),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
yfJNZ,318.15,0.006,100,0.01,990.62,Chauhan et al. (2016),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
yfJNZ,318.15,0.009,100,0.01,990.66,Chauhan et al. (2016),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
yfJNZ,318.15,0.012,100,0.01,990.71,Chauhan et al. (2016),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
yfJNZ,318.15,0.015,100,0.01,990.75,Chauhan et al. (2016),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
yfJNZ,318.15,0.018,100,0.01,990.79,Chauhan et al. (2016),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
yfJNZ,318.15,0.021,100,0.01,990.83,Chauhan et al. (2016),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
yfJNZ,318.15,0.024,100,0.01,990.86,Chauhan et al. (2016),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
yfJNZ,318.15,0.027,100,0.01,990.89,Chauhan et al. (2016),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
yfJNZ,318.15,0.03,100,0.01,990.92,Chauhan et al. (2016),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
yfJNZ,318.15,0.033,100,0.01,990.97,Chauhan et al. (2016),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
