setid,"MolaLity of lithium bis((trifluoromethyl)sulfonyl)amide, mol/kg","Pressure, kPa","Temperature, K","Specific density<SUP>*</SUP>, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
tUzXK,1.56471,101,308,0.215,Brouillette et al. (1998),Density,Liquid,AARRYu,COCCOC,"1,2-dimethoxyethane",ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
tUzXK,1.8634,101,308,0.245,Brouillette et al. (1998),Density,Liquid,AARRYu,COCCOC,"1,2-dimethoxyethane",ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
tUzXK,1.89881,101,308,0.25,Brouillette et al. (1998),Density,Liquid,AARRYu,COCCOC,"1,2-dimethoxyethane",ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
tUzXK,1.90338,101,308,0.244,Brouillette et al. (1998),Density,Liquid,AARRYu,COCCOC,"1,2-dimethoxyethane",ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
tUzXK,2.13046,101,308,0.276,Brouillette et al. (1998),Density,Liquid,AARRYu,COCCOC,"1,2-dimethoxyethane",ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
tUzXK,2.28544,101,308,0.288,Brouillette et al. (1998),Density,Liquid,AARRYu,COCCOC,"1,2-dimethoxyethane",ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
tUzXK,2.45316,101,308,0.304,Brouillette et al. (1998),Density,Liquid,AARRYu,COCCOC,"1,2-dimethoxyethane",ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
tUzXK,2.45333,101,308,0.303,Brouillette et al. (1998),Density,Liquid,AARRYu,COCCOC,"1,2-dimethoxyethane",ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
tUzXK,2.76372,101,308,0.33,Brouillette et al. (1998),Density,Liquid,AARRYu,COCCOC,"1,2-dimethoxyethane",ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
tUzXK,2.79662,101,308,0.337,Brouillette et al. (1998),Density,Liquid,AARRYu,COCCOC,"1,2-dimethoxyethane",ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
tUzXK,3.1892,101,308,0.368,Brouillette et al. (1998),Density,Liquid,AARRYu,COCCOC,"1,2-dimethoxyethane",ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
tUzXK,3.24688,101,308,0.373,Brouillette et al. (1998),Density,Liquid,AARRYu,COCCOC,"1,2-dimethoxyethane",ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
tUzXK,3.55361,101,308,0.393,Brouillette et al. (1998),Density,Liquid,AARRYu,COCCOC,"1,2-dimethoxyethane",ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
tUzXK,4.16322,101,308,0.431,Brouillette et al. (1998),Density,Liquid,AARRYu,COCCOC,"1,2-dimethoxyethane",ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
tUzXK,4.23268,101,308,0.434,Brouillette et al. (1998),Density,Liquid,AARRYu,COCCOC,"1,2-dimethoxyethane",ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
tUzXK,4.50515,101,308,0.449,Brouillette et al. (1998),Density,Liquid,AARRYu,COCCOC,"1,2-dimethoxyethane",ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
tUzXK,4.81809,101,308,0.463,Brouillette et al. (1998),Density,Liquid,AARRYu,COCCOC,"1,2-dimethoxyethane",ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
tUzXK,4.9022,101,308,0.469,Brouillette et al. (1998),Density,Liquid,AARRYu,COCCOC,"1,2-dimethoxyethane",ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
tUzXK,4.9358,101,308,0.469,Brouillette et al. (1998),Density,Liquid,AARRYu,COCCOC,"1,2-dimethoxyethane",ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
tUzXK,5.29585,101,308,0.485,Brouillette et al. (1998),Density,Liquid,AARRYu,COCCOC,"1,2-dimethoxyethane",ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
tUzXK,5.31205,101,308,0.486,Brouillette et al. (1998),Density,Liquid,AARRYu,COCCOC,"1,2-dimethoxyethane",ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
tUzXK,5.5264,101,308,0.497,Brouillette et al. (1998),Density,Liquid,AARRYu,COCCOC,"1,2-dimethoxyethane",ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
tUzXK,5.69351,101,308,0.5,Brouillette et al. (1998),Density,Liquid,AARRYu,COCCOC,"1,2-dimethoxyethane",ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
