setid,"MolaLity of N,N'-bis(2-hydroxybenzylidene)-1,3-propanediamine, mol/kg","Solvent: MolaLity of 1-pentyl-3-methylimidazolium bromide, mol/kg","Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
BQkHx,0.0879,0.0308,101,298.15,949.99,Shekaari et al. (2012d),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABCPZN,Oc1ccccc1C=NCCCN=Cc1ccccc1O,"N,N'-bis(2-hydroxybenzylidene)-1,3-propanediamine",AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
BQkHx,0.1036,0.0308,101,298.15,950.66,Shekaari et al. (2012d),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABCPZN,Oc1ccccc1C=NCCCN=Cc1ccccc1O,"N,N'-bis(2-hydroxybenzylidene)-1,3-propanediamine",AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
BQkHx,0.1049,0.4252,101,298.15,974.16,Shekaari et al. (2012d),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABCPZN,Oc1ccccc1C=NCCCN=Cc1ccccc1O,"N,N'-bis(2-hydroxybenzylidene)-1,3-propanediamine",AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
BQkHx,0.1052,0.2224,101,298.15,962.76,Shekaari et al. (2012d),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABCPZN,Oc1ccccc1C=NCCCN=Cc1ccccc1O,"N,N'-bis(2-hydroxybenzylidene)-1,3-propanediamine",AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
BQkHx,0.1089,0,101,298.15,948.84,Shekaari et al. (2012d),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABCPZN,Oc1ccccc1C=NCCCN=Cc1ccccc1O,"N,N'-bis(2-hydroxybenzylidene)-1,3-propanediamine",AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
BQkHx,0.1224,0.0308,101,298.15,951.47,Shekaari et al. (2012d),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABCPZN,Oc1ccccc1C=NCCCN=Cc1ccccc1O,"N,N'-bis(2-hydroxybenzylidene)-1,3-propanediamine",AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
BQkHx,0.1229,0.4252,101,298.15,974.85,Shekaari et al. (2012d),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABCPZN,Oc1ccccc1C=NCCCN=Cc1ccccc1O,"N,N'-bis(2-hydroxybenzylidene)-1,3-propanediamine",AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
BQkHx,0.1243,0.2224,101,298.15,963.53,Shekaari et al. (2012d),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABCPZN,Oc1ccccc1C=NCCCN=Cc1ccccc1O,"N,N'-bis(2-hydroxybenzylidene)-1,3-propanediamine",AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
BQkHx,0.1257,0,101,298.15,949.56,Shekaari et al. (2012d),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABCPZN,Oc1ccccc1C=NCCCN=Cc1ccccc1O,"N,N'-bis(2-hydroxybenzylidene)-1,3-propanediamine",AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
BQkHx,0.1427,0.0308,101,298.15,952.34,Shekaari et al. (2012d),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABCPZN,Oc1ccccc1C=NCCCN=Cc1ccccc1O,"N,N'-bis(2-hydroxybenzylidene)-1,3-propanediamine",AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
BQkHx,0.143,0,101,298.15,950.3,Shekaari et al. (2012d),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABCPZN,Oc1ccccc1C=NCCCN=Cc1ccccc1O,"N,N'-bis(2-hydroxybenzylidene)-1,3-propanediamine",AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
BQkHx,0.143,0.4252,101,298.15,975.62,Shekaari et al. (2012d),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABCPZN,Oc1ccccc1C=NCCCN=Cc1ccccc1O,"N,N'-bis(2-hydroxybenzylidene)-1,3-propanediamine",AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
BQkHx,0.146,0.2224,101,298.15,964.4,Shekaari et al. (2012d),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABCPZN,Oc1ccccc1C=NCCCN=Cc1ccccc1O,"N,N'-bis(2-hydroxybenzylidene)-1,3-propanediamine",AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
BQkHx,0.1595,0.0308,101,298.15,953.04,Shekaari et al. (2012d),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABCPZN,Oc1ccccc1C=NCCCN=Cc1ccccc1O,"N,N'-bis(2-hydroxybenzylidene)-1,3-propanediamine",AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
BQkHx,0.1615,0,101,298.15,951.09,Shekaari et al. (2012d),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABCPZN,Oc1ccccc1C=NCCCN=Cc1ccccc1O,"N,N'-bis(2-hydroxybenzylidene)-1,3-propanediamine",AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
BQkHx,0.1635,0.4252,101,298.15,976.39,Shekaari et al. (2012d),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABCPZN,Oc1ccccc1C=NCCCN=Cc1ccccc1O,"N,N'-bis(2-hydroxybenzylidene)-1,3-propanediamine",AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
BQkHx,0.1659,0.2224,101,298.15,965.19,Shekaari et al. (2012d),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABCPZN,Oc1ccccc1C=NCCCN=Cc1ccccc1O,"N,N'-bis(2-hydroxybenzylidene)-1,3-propanediamine",AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
BQkHx,0.175,0.0308,101,298.15,953.7,Shekaari et al. (2012d),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABCPZN,Oc1ccccc1C=NCCCN=Cc1ccccc1O,"N,N'-bis(2-hydroxybenzylidene)-1,3-propanediamine",AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
BQkHx,0.177,0.2224,101,298.15,965.63,Shekaari et al. (2012d),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABCPZN,Oc1ccccc1C=NCCCN=Cc1ccccc1O,"N,N'-bis(2-hydroxybenzylidene)-1,3-propanediamine",AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
BQkHx,0.1787,0.4252,101,298.15,976.97,Shekaari et al. (2012d),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABCPZN,Oc1ccccc1C=NCCCN=Cc1ccccc1O,"N,N'-bis(2-hydroxybenzylidene)-1,3-propanediamine",AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
BQkHx,0.1807,0,101,298.15,951.92,Shekaari et al. (2012d),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABCPZN,Oc1ccccc1C=NCCCN=Cc1ccccc1O,"N,N'-bis(2-hydroxybenzylidene)-1,3-propanediamine",AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
