setid,"MolaLity of 1-hexadecylpyridinium bromide, mol/kg","Temperature, K","Solvent: MolaLity of L-ascorbic acid, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
oppDG,0.05,303.15,0.00356,100,997.5,Harutyunyan et al. (2013),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,ABVwnS,CCCCCCCCCCCCCCCC[n+]1ccccc1.[Br-],1-hexadecylpyridinium bromide,AADYJk,O,water
oppDG,0.05,303.15,0.00445,100,997.54,Harutyunyan et al. (2013),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,ABVwnS,CCCCCCCCCCCCCCCC[n+]1ccccc1.[Br-],1-hexadecylpyridinium bromide,AADYJk,O,water
oppDG,0.05,303.15,0.00623,100,997.63,Harutyunyan et al. (2013),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,ABVwnS,CCCCCCCCCCCCCCCC[n+]1ccccc1.[Br-],1-hexadecylpyridinium bromide,AADYJk,O,water
oppDG,0.05,303.15,0.00712,100,997.67,Harutyunyan et al. (2013),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,ABVwnS,CCCCCCCCCCCCCCCC[n+]1ccccc1.[Br-],1-hexadecylpyridinium bromide,AADYJk,O,water
oppDG,0.05,308.15,0,100,996.34,Harutyunyan et al. (2013),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,ABVwnS,CCCCCCCCCCCCCCCC[n+]1ccccc1.[Br-],1-hexadecylpyridinium bromide,AADYJk,O,water
oppDG,0.05,308.15,0.00089,100,996.38,Harutyunyan et al. (2013),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,ABVwnS,CCCCCCCCCCCCCCCC[n+]1ccccc1.[Br-],1-hexadecylpyridinium bromide,AADYJk,O,water
oppDG,0.05,308.15,0.00178,100,996.43,Harutyunyan et al. (2013),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,ABVwnS,CCCCCCCCCCCCCCCC[n+]1ccccc1.[Br-],1-hexadecylpyridinium bromide,AADYJk,O,water
oppDG,0.05,308.15,0.00267,100,996.47,Harutyunyan et al. (2013),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,ABVwnS,CCCCCCCCCCCCCCCC[n+]1ccccc1.[Br-],1-hexadecylpyridinium bromide,AADYJk,O,water
oppDG,0.05,308.15,0.00356,100,996.52,Harutyunyan et al. (2013),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,ABVwnS,CCCCCCCCCCCCCCCC[n+]1ccccc1.[Br-],1-hexadecylpyridinium bromide,AADYJk,O,water
oppDG,0.05,308.15,0.00445,100,996.57,Harutyunyan et al. (2013),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,ABVwnS,CCCCCCCCCCCCCCCC[n+]1ccccc1.[Br-],1-hexadecylpyridinium bromide,AADYJk,O,water
oppDG,0.05,308.15,0.00623,100,996.67,Harutyunyan et al. (2013),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,ABVwnS,CCCCCCCCCCCCCCCC[n+]1ccccc1.[Br-],1-hexadecylpyridinium bromide,AADYJk,O,water
oppDG,0.05,308.15,0.00712,100,996.72,Harutyunyan et al. (2013),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,ABVwnS,CCCCCCCCCCCCCCCC[n+]1ccccc1.[Br-],1-hexadecylpyridinium bromide,AADYJk,O,water
oppDG,0.05,313.15,0,100,995.46,Harutyunyan et al. (2013),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,ABVwnS,CCCCCCCCCCCCCCCC[n+]1ccccc1.[Br-],1-hexadecylpyridinium bromide,AADYJk,O,water
oppDG,0.05,313.15,0.00089,100,995.5,Harutyunyan et al. (2013),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,ABVwnS,CCCCCCCCCCCCCCCC[n+]1ccccc1.[Br-],1-hexadecylpyridinium bromide,AADYJk,O,water
oppDG,0.05,313.15,0.00178,100,995.54,Harutyunyan et al. (2013),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,ABVwnS,CCCCCCCCCCCCCCCC[n+]1ccccc1.[Br-],1-hexadecylpyridinium bromide,AADYJk,O,water
oppDG,0.05,313.15,0.00267,100,995.58,Harutyunyan et al. (2013),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,ABVwnS,CCCCCCCCCCCCCCCC[n+]1ccccc1.[Br-],1-hexadecylpyridinium bromide,AADYJk,O,water
oppDG,0.05,313.15,0.00356,100,995.61,Harutyunyan et al. (2013),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,ABVwnS,CCCCCCCCCCCCCCCC[n+]1ccccc1.[Br-],1-hexadecylpyridinium bromide,AADYJk,O,water
oppDG,0.05,313.15,0.00445,100,995.65,Harutyunyan et al. (2013),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,ABVwnS,CCCCCCCCCCCCCCCC[n+]1ccccc1.[Br-],1-hexadecylpyridinium bromide,AADYJk,O,water
oppDG,0.05,313.15,0.00623,100,995.72,Harutyunyan et al. (2013),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,ABVwnS,CCCCCCCCCCCCCCCC[n+]1ccccc1.[Br-],1-hexadecylpyridinium bromide,AADYJk,O,water
oppDG,0.05,313.15,0.00712,100,995.76,Harutyunyan et al. (2013),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,ABVwnS,CCCCCCCCCCCCCCCC[n+]1ccccc1.[Br-],1-hexadecylpyridinium bromide,AADYJk,O,water
