setid,"Temperature, K",Mole fraction of 1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
OOHbc,298.15,0.2814,100,1320.1,Xing et al. (2019b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
OOHbc,298.15,0.4004,100,1383.7,Xing et al. (2019b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
OOHbc,298.15,0.4987,100,1418.6,Xing et al. (2019b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
OOHbc,298.15,0.5949,100,1444.1,Xing et al. (2019b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
OOHbc,298.15,0.704,100,1466.1,Xing et al. (2019b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
OOHbc,298.15,0.8042,100,1482,Xing et al. (2019b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
OOHbc,298.15,0.9003,100,1494.4,Xing et al. (2019b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
OOHbc,298.15,1,100,1505,Xing et al. (2019b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
OOHbc,303.15,0,100,781.9,Xing et al. (2019b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
OOHbc,303.15,0.1004,100,1105.7,Xing et al. (2019b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
OOHbc,303.15,0.2003,100,1247.5,Xing et al. (2019b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
OOHbc,303.15,0.2814,100,1314.9,Xing et al. (2019b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
OOHbc,303.15,0.4004,100,1378.5,Xing et al. (2019b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
OOHbc,303.15,0.4987,100,1413.4,Xing et al. (2019b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
OOHbc,303.15,0.5949,100,1438.9,Xing et al. (2019b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
OOHbc,303.15,0.704,100,1460.9,Xing et al. (2019b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
OOHbc,303.15,0.8042,100,1476.9,Xing et al. (2019b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
OOHbc,303.15,0.9003,100,1489.3,Xing et al. (2019b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
OOHbc,303.15,1,100,1499.9,Xing et al. (2019b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
OOHbc,308.15,0,100,777.2,Xing et al. (2019b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
OOHbc,308.15,0.1004,100,1100.6,Xing et al. (2019b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
OOHbc,308.15,0.2003,100,1242.3,Xing et al. (2019b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
OOHbc,308.15,0.2814,100,1309.7,Xing et al. (2019b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
OOHbc,308.15,0.4004,100,1373.3,Xing et al. (2019b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
OOHbc,308.15,0.4987,100,1408.3,Xing et al. (2019b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
OOHbc,308.15,0.5949,100,1433.7,Xing et al. (2019b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
OOHbc,308.15,0.704,100,1455.8,Xing et al. (2019b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
OOHbc,308.15,0.8042,100,1471.7,Xing et al. (2019b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
OOHbc,308.15,0.9003,100,1484.2,Xing et al. (2019b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
OOHbc,308.15,1,100,1494.8,Xing et al. (2019b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
OOHbc,313.15,0,100,772.4,Xing et al. (2019b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
OOHbc,313.15,0.1004,100,1095.4,Xing et al. (2019b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
OOHbc,313.15,0.2003,100,1237.1,Xing et al. (2019b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
OOHbc,313.15,0.2814,100,1304.5,Xing et al. (2019b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
OOHbc,313.15,0.4004,100,1368.1,Xing et al. (2019b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
OOHbc,313.15,0.4987,100,1403.1,Xing et al. (2019b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
OOHbc,313.15,0.5949,100,1428.6,Xing et al. (2019b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
OOHbc,313.15,0.704,100,1450.6,Xing et al. (2019b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
OOHbc,313.15,0.8042,100,1466.6,Xing et al. (2019b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
OOHbc,313.15,0.9003,100,1479.1,Xing et al. (2019b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
OOHbc,313.15,1,100,1489.8,Xing et al. (2019b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
OOHbc,318.15,0,100,767.6,Xing et al. (2019b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
OOHbc,318.15,0.1004,100,1090.3,Xing et al. (2019b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
OOHbc,318.15,0.2003,100,1231.9,Xing et al. (2019b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
OOHbc,318.15,0.2814,100,1299.3,Xing et al. (2019b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
OOHbc,318.15,0.4004,100,1362.9,Xing et al. (2019b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
OOHbc,318.15,0.4987,100,1397.9,Xing et al. (2019b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
OOHbc,318.15,0.5949,100,1423.4,Xing et al. (2019b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
OOHbc,318.15,0.704,100,1445.5,Xing et al. (2019b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
OOHbc,318.15,0.8042,100,1461.5,Xing et al. (2019b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
OOHbc,318.15,0.9003,100,1474.1,Xing et al. (2019b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
OOHbc,318.15,1,100,1484.7,Xing et al. (2019b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
