setid,"Temperature, K","MolaLity of 1,3-dimethylimidazolium chloride, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
kYNeR,283.15,0.01938,101.3,1132.83,Vranes et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
kYNeR,283.15,0.02978,101.3,1133.13,Vranes et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
kYNeR,283.15,0.0406,101.3,1133.37,Vranes et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
kYNeR,283.15,0.04958,101.3,1133.55,Vranes et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
kYNeR,283.15,0.06035,101.3,1133.76,Vranes et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
kYNeR,283.15,0.07529,101.3,1133.96,Vranes et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
kYNeR,283.15,0.09685,101.3,1134.21,Vranes et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
kYNeR,288.15,0.00529,101.3,1128.36,Vranes et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
kYNeR,288.15,0.00996,101.3,1128.53,Vranes et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
kYNeR,288.15,0.01938,101.3,1128.81,Vranes et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
kYNeR,288.15,0.02978,101.3,1129.08,Vranes et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
kYNeR,288.15,0.0406,101.3,1129.34,Vranes et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
kYNeR,288.15,0.04958,101.3,1129.53,Vranes et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
kYNeR,288.15,0.06035,101.3,1129.71,Vranes et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
kYNeR,288.15,0.07529,101.3,1129.95,Vranes et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
kYNeR,288.15,0.09685,101.3,1130.18,Vranes et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
kYNeR,293.15,0.00529,101.3,1124.35,Vranes et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
kYNeR,293.15,0.00996,101.3,1124.5,Vranes et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
kYNeR,293.15,0.01938,101.3,1124.77,Vranes et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
kYNeR,293.15,0.02978,101.3,1125.04,Vranes et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
kYNeR,293.15,0.0406,101.3,1125.3,Vranes et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
kYNeR,293.15,0.04958,101.3,1125.47,Vranes et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
kYNeR,293.15,0.06035,101.3,1125.67,Vranes et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
kYNeR,293.15,0.07529,101.3,1125.89,Vranes et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
kYNeR,293.15,0.09685,101.3,1126.18,Vranes et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
kYNeR,298.15,0.00529,101.3,1120.25,Vranes et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
kYNeR,298.15,0.00996,101.3,1120.41,Vranes et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
kYNeR,298.15,0.01938,101.3,1120.74,Vranes et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
kYNeR,298.15,0.02978,101.3,1121.05,Vranes et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
kYNeR,298.15,0.0406,101.3,1121.33,Vranes et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
kYNeR,298.15,0.04958,101.3,1121.53,Vranes et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
kYNeR,298.15,0.06035,101.3,1121.78,Vranes et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
kYNeR,298.15,0.07529,101.3,1122.06,Vranes et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
kYNeR,298.15,0.09685,101.3,1122.4,Vranes et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
kYNeR,308.15,0.00529,101.3,1112.32,Vranes et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
kYNeR,308.15,0.00996,101.3,1112.5,Vranes et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
kYNeR,308.15,0.01938,101.3,1112.74,Vranes et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
kYNeR,308.15,0.02978,101.3,1113.02,Vranes et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
kYNeR,308.15,0.0406,101.3,1113.29,Vranes et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
kYNeR,308.15,0.04958,101.3,1113.46,Vranes et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
kYNeR,308.15,0.06035,101.3,1113.67,Vranes et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
kYNeR,308.15,0.07529,101.3,1113.9,Vranes et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
kYNeR,308.15,0.09685,101.3,1114.22,Vranes et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
kYNeR,313.15,0.00529,101.3,1108.35,Vranes et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
kYNeR,313.15,0.00996,101.3,1108.49,Vranes et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
kYNeR,313.15,0.01938,101.3,1108.79,Vranes et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
kYNeR,313.15,0.02978,101.3,1109.06,Vranes et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
kYNeR,313.15,0.0406,101.3,1109.34,Vranes et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
kYNeR,313.15,0.04958,101.3,1109.52,Vranes et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
kYNeR,313.15,0.06035,101.3,1109.72,Vranes et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
kYNeR,313.15,0.07529,101.3,1110,Vranes et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
kYNeR,313.15,0.09685,101.3,1110.3,Vranes et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
