setid,"Temperature, K","MolaLity of 1-butyl-2,3-dimethylimidazolium chloride, mol/kg","Solvent: MolaLity of tetrabutylammonium bromide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
tTIdv,308.15,0.001,0.0126,100,994.308,Sailaja et al. (2020),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
tTIdv,308.15,0.001,0.0253,100,994.568,Sailaja et al. (2020),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
tTIdv,308.15,0.001,0.0509,100,995.057,Sailaja et al. (2020),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
tTIdv,308.15,0.00502,0,100,994.11,Sailaja et al. (2020),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
tTIdv,308.15,0.00502,0.0126,100,994.346,Sailaja et al. (2020),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
tTIdv,308.15,0.00502,0.0253,100,994.602,Sailaja et al. (2020),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
tTIdv,308.15,0.00502,0.0509,100,995.084,Sailaja et al. (2020),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
tTIdv,308.15,0.01004,0.0126,100,994.393,Sailaja et al. (2020),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
tTIdv,308.15,0.01004,0.0253,100,994.645,Sailaja et al. (2020),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
tTIdv,308.15,0.01004,0.0509,100,995.117,Sailaja et al. (2020),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
tTIdv,308.15,0.01005,0,100,994.18,Sailaja et al. (2020),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
tTIdv,308.15,0.02012,0.0253,100,994.73,Sailaja et al. (2020),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
tTIdv,308.15,0.02012,0.0509,100,995.184,Sailaja et al. (2020),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
tTIdv,308.15,0.02013,0,100,994.313,Sailaja et al. (2020),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
tTIdv,308.15,0.02013,0.0126,100,994.486,Sailaja et al. (2020),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
tTIdv,308.15,0.04038,0.0509,100,995.314,Sailaja et al. (2020),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
tTIdv,308.15,0.04039,0.0253,100,994.897,Sailaja et al. (2020),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
tTIdv,308.15,0.0404,0.0126,100,994.669,Sailaja et al. (2020),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
tTIdv,308.15,0.04041,0,100,994.571,Sailaja et al. (2020),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
tTIdv,308.15,0.06079,0.0509,100,995.442,Sailaja et al. (2020),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
tTIdv,308.15,0.0608,0.0253,100,995.061,Sailaja et al. (2020),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
tTIdv,308.15,0.06082,0.0126,100,994.848,Sailaja et al. (2020),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
tTIdv,308.15,0.06084,0,100,994.81,Sailaja et al. (2020),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
tTIdv,308.15,0.08135,0.0509,100,995.568,Sailaja et al. (2020),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
tTIdv,308.15,0.08136,0.0253,100,995.222,Sailaja et al. (2020),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
tTIdv,308.15,0.08139,0.0126,100,995.026,Sailaja et al. (2020),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
tTIdv,308.15,0.08141,0,100,995.047,Sailaja et al. (2020),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
tTIdv,308.15,0.10207,0.0509,100,995.692,Sailaja et al. (2020),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
tTIdv,308.15,0.10208,0.0253,100,995.381,Sailaja et al. (2020),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
tTIdv,308.15,0.10211,0.0126,100,995.2,Sailaja et al. (2020),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
tTIdv,308.15,0.10214,0,100,995.282,Sailaja et al. (2020),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
tTIdv,308.15,0.12294,0.0509,100,995.813,Sailaja et al. (2020),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
tTIdv,308.15,0.12295,0.0253,100,995.538,Sailaja et al. (2020),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
tTIdv,308.15,0.12298,0.0126,100,995.371,Sailaja et al. (2020),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
tTIdv,308.15,0.12302,0,100,995.51,Sailaja et al. (2020),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
tTIdv,313.15,0,0,100,992.21,Sailaja et al. (2020),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
tTIdv,313.15,0,0.0126,100,992.471,Sailaja et al. (2020),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
tTIdv,313.15,0,0.0253,100,992.715,Sailaja et al. (2020),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
tTIdv,313.15,0,0.0509,100,993.187,Sailaja et al. (2020),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
tTIdv,313.15,0.001,0,100,992.256,Sailaja et al. (2020),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
tTIdv,313.15,0.001,0.0126,100,992.48,Sailaja et al. (2020),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
tTIdv,313.15,0.001,0.0253,100,992.718,Sailaja et al. (2020),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
tTIdv,313.15,0.001,0.0509,100,993.192,Sailaja et al. (2020),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
tTIdv,313.15,0.00502,0,100,992.315,Sailaja et al. (2020),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
tTIdv,313.15,0.00502,0.0126,100,992.518,Sailaja et al. (2020),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
tTIdv,313.15,0.00502,0.0253,100,992.752,Sailaja et al. (2020),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
tTIdv,313.15,0.00502,0.0509,100,993.218,Sailaja et al. (2020),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
tTIdv,313.15,0.01004,0.0126,100,992.565,Sailaja et al. (2020),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
tTIdv,313.15,0.01004,0.0253,100,992.793,Sailaja et al. (2020),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
tTIdv,313.15,0.01004,0.0509,100,993.25,Sailaja et al. (2020),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
tTIdv,313.15,0.01005,0,100,992.383,Sailaja et al. (2020),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
tTIdv,313.15,0.02012,0.0253,100,992.875,Sailaja et al. (2020),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
tTIdv,313.15,0.02012,0.0509,100,993.314,Sailaja et al. (2020),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
tTIdv,313.15,0.02013,0,100,992.513,Sailaja et al. (2020),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
tTIdv,313.15,0.02013,0.0126,100,992.658,Sailaja et al. (2020),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
tTIdv,313.15,0.04038,0.0509,100,993.438,Sailaja et al. (2020),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
tTIdv,313.15,0.04039,0.0253,100,993.037,Sailaja et al. (2020),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
tTIdv,313.15,0.0404,0.0126,100,992.841,Sailaja et al. (2020),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
tTIdv,313.15,0.04041,0,100,992.76,Sailaja et al. (2020),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
tTIdv,313.15,0.06079,0.0509,100,993.56,Sailaja et al. (2020),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
tTIdv,313.15,0.0608,0.0253,100,993.195,Sailaja et al. (2020),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
tTIdv,313.15,0.06082,0.0126,100,993.021,Sailaja et al. (2020),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
tTIdv,313.15,0.06084,0,100,992.988,Sailaja et al. (2020),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
tTIdv,313.15,0.08135,0.0509,100,993.68,Sailaja et al. (2020),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
tTIdv,313.15,0.08136,0.0253,100,993.351,Sailaja et al. (2020),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
tTIdv,313.15,0.08139,0.0126,100,993.199,Sailaja et al. (2020),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
tTIdv,313.15,0.08141,0,100,993.216,Sailaja et al. (2020),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
tTIdv,313.15,0.10207,0.0509,100,993.798,Sailaja et al. (2020),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
tTIdv,313.15,0.10208,0.0253,100,993.505,Sailaja et al. (2020),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
tTIdv,313.15,0.10211,0.0126,100,993.374,Sailaja et al. (2020),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
tTIdv,313.15,0.10214,0,100,993.433,Sailaja et al. (2020),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
tTIdv,313.15,0.12294,0.0509,100,993.914,Sailaja et al. (2020),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
tTIdv,313.15,0.12295,0.0253,100,993.655,Sailaja et al. (2020),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
tTIdv,313.15,0.12298,0.0126,100,993.547,Sailaja et al. (2020),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
tTIdv,313.15,0.12302,0,100,993.66,Sailaja et al. (2020),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
