setid,"Temperature, K","MolaLity of tetrabutylphosphonium bromide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
SmALU,308.15,0.9998,101,1012.75,Yang et al. (2014),Density,Liquid,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,AADYJk,O,water,,,
SmALU,308.15,1.9986,101,1023.52,Yang et al. (2014),Density,Liquid,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,AADYJk,O,water,,,
SmALU,308.15,2.9989,101,1029.96,Yang et al. (2014),Density,Liquid,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,AADYJk,O,water,,,
SmALU,308.15,4.0037,101,1034.07,Yang et al. (2014),Density,Liquid,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,AADYJk,O,water,,,
SmALU,308.15,4.9938,101,1036.87,Yang et al. (2014),Density,Liquid,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,AADYJk,O,water,,,
SmALU,308.15,6.0016,101,1039.15,Yang et al. (2014),Density,Liquid,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,AADYJk,O,water,,,
SmALU,308.15,6.5026,101,1039.91,Yang et al. (2014),Density,Liquid,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,AADYJk,O,water,,,
SmALU,308.15,7.0063,101,1040.68,Yang et al. (2014),Density,Liquid,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,AADYJk,O,water,,,
SmALU,308.15,7.9998,101,1041.87,Yang et al. (2014),Density,Liquid,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,AADYJk,O,water,,,
SmALU,308.15,8.9962,101,1042.93,Yang et al. (2014),Density,Liquid,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,AADYJk,O,water,,,
