setid,"Temperature, K","MolaLity of 1-decyl-3-methylimidazolium bromide, mol/kg","Pressure, kPa","Solvent: MolaLity of L-proline, mol/kg","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
OgvtX,293.15,0.06132,86,0.7,1021.9,Naderi and Sadeghi (2019),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water
OgvtX,293.15,0.0735,86,0.7,1022.3,Naderi and Sadeghi (2019),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water
OgvtX,293.15,0.10596,86,0.7,1023.2,Naderi and Sadeghi (2019),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water
OgvtX,293.15,0.14109,86,0.7,1024.2,Naderi and Sadeghi (2019),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water
OgvtX,293.15,0.19885,86,0.7,1025.7,Naderi and Sadeghi (2019),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water
OgvtX,293.15,0.27083,86,0.7,1027.6,Naderi and Sadeghi (2019),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water
OgvtX,293.15,0.36651,86,0.7,1030,Naderi and Sadeghi (2019),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water
OgvtX,298.15,0,86,0.7,1018.5,Naderi and Sadeghi (2019),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water
OgvtX,298.15,0.02216,86,0.7,1019.2,Naderi and Sadeghi (2019),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water
OgvtX,298.15,0.02776,86,0.7,1019.4,Naderi and Sadeghi (2019),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water
OgvtX,298.15,0.0321,86,0.7,1019.6,Naderi and Sadeghi (2019),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water
OgvtX,298.15,0.03575,86,0.7,1019.7,Naderi and Sadeghi (2019),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water
OgvtX,298.15,0.03984,86,0.7,1019.8,Naderi and Sadeghi (2019),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water
OgvtX,298.15,0.04331,86,0.7,1020,Naderi and Sadeghi (2019),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water
OgvtX,298.15,0.04591,86,0.7,1020,Naderi and Sadeghi (2019),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water
OgvtX,298.15,0.06132,86,0.7,1020.5,Naderi and Sadeghi (2019),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water
OgvtX,298.15,0.0735,86,0.7,1020.8,Naderi and Sadeghi (2019),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water
OgvtX,298.15,0.10596,86,0.7,1021.7,Naderi and Sadeghi (2019),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water
OgvtX,298.15,0.14109,86,0.7,1022.6,Naderi and Sadeghi (2019),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water
OgvtX,298.15,0.19885,86,0.7,1024.1,Naderi and Sadeghi (2019),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water
OgvtX,298.15,0.27083,86,0.7,1025.9,Naderi and Sadeghi (2019),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water
OgvtX,298.15,0.36651,86,0.7,1028.3,Naderi and Sadeghi (2019),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water
OgvtX,303.15,0,86,0.7,1016.9,Naderi and Sadeghi (2019),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water
OgvtX,303.15,0.02216,86,0.7,1017.6,Naderi and Sadeghi (2019),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water
OgvtX,303.15,0.02776,86,0.7,1017.8,Naderi and Sadeghi (2019),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water
OgvtX,303.15,0.0321,86,0.7,1017.9,Naderi and Sadeghi (2019),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water
OgvtX,303.15,0.03575,86,0.7,1018.1,Naderi and Sadeghi (2019),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water
OgvtX,303.15,0.03984,86,0.7,1018.2,Naderi and Sadeghi (2019),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water
OgvtX,303.15,0.04331,86,0.7,1018.3,Naderi and Sadeghi (2019),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water
OgvtX,303.15,0.04591,86,0.7,1018.4,Naderi and Sadeghi (2019),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water
OgvtX,303.15,0.06132,86,0.7,1018.8,Naderi and Sadeghi (2019),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water
OgvtX,303.15,0.0735,86,0.7,1019.1,Naderi and Sadeghi (2019),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water
OgvtX,303.15,0.10596,86,0.7,1020,Naderi and Sadeghi (2019),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water
OgvtX,303.15,0.14109,86,0.7,1020.9,Naderi and Sadeghi (2019),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water
OgvtX,303.15,0.19885,86,0.7,1022.3,Naderi and Sadeghi (2019),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water
OgvtX,303.15,0.27083,86,0.7,1024.1,Naderi and Sadeghi (2019),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water
OgvtX,303.15,0.36651,86,0.7,1026.4,Naderi and Sadeghi (2019),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water
OgvtX,308.15,0,86,0.7,1015.1,Naderi and Sadeghi (2019),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water
OgvtX,308.15,0.02216,86,0.7,1015.8,Naderi and Sadeghi (2019),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water
OgvtX,308.15,0.02776,86,0.7,1016,Naderi and Sadeghi (2019),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water
OgvtX,308.15,0.0321,86,0.7,1016.1,Naderi and Sadeghi (2019),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water
OgvtX,308.15,0.03575,86,0.7,1016.2,Naderi and Sadeghi (2019),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water
OgvtX,308.15,0.03984,86,0.7,1016.4,Naderi and Sadeghi (2019),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water
OgvtX,308.15,0.04331,86,0.7,1016.5,Naderi and Sadeghi (2019),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water
OgvtX,308.15,0.04591,86,0.7,1016.5,Naderi and Sadeghi (2019),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water
OgvtX,308.15,0.06132,86,0.7,1016.9,Naderi and Sadeghi (2019),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water
OgvtX,308.15,0.0735,86,0.7,1017.3,Naderi and Sadeghi (2019),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water
OgvtX,308.15,0.10596,86,0.7,1018.1,Naderi and Sadeghi (2019),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water
OgvtX,308.15,0.14109,86,0.7,1019,Naderi and Sadeghi (2019),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water
OgvtX,308.15,0.19885,86,0.7,1020.4,Naderi and Sadeghi (2019),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water
OgvtX,308.15,0.27083,86,0.7,1022.1,Naderi and Sadeghi (2019),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water
OgvtX,308.15,0.36651,86,0.7,1024.3,Naderi and Sadeghi (2019),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,AADYJk,O,water
