setid,"Temperature, K","Solvent: MolaLity of N,N-dimethylbenzylammonium acetate, mol/kg","MolaLity of D-cellobiose, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
cCpte,288.15,0.1,0,101,1001.06,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,288.15,0.1,0.04844,101,1007.34,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,288.15,0.1,0.06493,101,1009.44,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,288.15,0.1,0.08801,101,1012.37,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,288.15,0.1,0.11483,101,1015.73,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,288.15,0.1,0.1218,101,1016.59,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,288.15,0.1,0.16228,101,1021.57,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,288.15,0.15,0,101,1001.82,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,288.15,0.15,0.05241,101,1008.64,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,288.15,0.15,0.06799,101,1010.64,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,288.15,0.15,0.09529,101,1014.11,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,288.15,0.15,0.12182,101,1017.44,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,288.15,0.15,0.13153,101,1018.65,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,288.15,0.15,0.13879,101,1019.55,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,288.15,0.2,0,101,1002.85,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,288.15,0.2,0.05368,101,1009.87,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,288.15,0.2,0.07104,101,1012.11,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,288.15,0.2,0.08947,101,1014.46,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,288.15,0.2,0.11243,101,1017.37,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,288.15,0.2,0.12371,101,1018.78,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,288.15,0.2,0.13982,101,1020.8,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,298.15,0,0,101,997.049,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,298.15,0,0.04565,101,1002.98,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,298.15,0,0.07217,101,1006.37,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,298.15,0,0.08095,101,1007.48,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,298.15,0,0.10052,101,1009.94,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,298.15,0,0.11911,101,1012.26,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,298.15,0,0.14,101,1014.84,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,298.15,0.05,0,101,997.958,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,298.15,0.05,0.04137,101,1003.24,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,298.15,0.05,0.06856,101,1006.67,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,298.15,0.05,0.07664,101,1007.67,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,298.15,0.05,0.1072,101,1011.46,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,298.15,0.05,0.13185,101,1014.47,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,298.15,0.05,0.15504,101,1017.28,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,298.15,0.1,0,101,999.043,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,298.15,0.1,0.04844,101,1005.25,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,298.15,0.1,0.06493,101,1007.33,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,298.15,0.1,0.08801,101,1010.22,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,298.15,0.1,0.11483,101,1013.54,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,298.15,0.1,0.1218,101,1014.39,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,298.15,0.1,0.16228,101,1019.31,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,298.15,0.15,0,101,999.682,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,298.15,0.15,0.05241,101,1006.45,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,298.15,0.15,0.06799,101,1008.42,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,298.15,0.15,0.09529,101,1011.86,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,298.15,0.15,0.12182,101,1015.16,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,298.15,0.15,0.13153,101,1016.36,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,298.15,0.15,0.13879,101,1017.25,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,298.15,0.2,0,101,1000.71,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,298.15,0.2,0.05368,101,1007.69,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,298.15,0.2,0.07104,101,1009.91,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,298.15,0.2,0.08947,101,1012.24,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,298.15,0.2,0.11243,101,1015.13,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
