setid,"Solvent: MolaLity of lithium bromide, mol/kg","MolaLity of 1-butyl-3-methylimidazolium thiocyanate, mol/kg","Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
JvMTy,0.192,0.0107,86,298.15,1008.2,Shekaari et al. (2020a),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AADYJk,O,water,AAQklV,[Br-].[Li+],lithium bromide
JvMTy,0.192,0.0152,86,298.15,1008.3,Shekaari et al. (2020a),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AADYJk,O,water,AAQklV,[Br-].[Li+],lithium bromide
JvMTy,0.192,0.0167,86,298.15,1008.3,Shekaari et al. (2020a),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AADYJk,O,water,AAQklV,[Br-].[Li+],lithium bromide
JvMTy,0.192,0.0196,86,298.15,1008.4,Shekaari et al. (2020a),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AADYJk,O,water,AAQklV,[Br-].[Li+],lithium bromide
JvMTy,0.192,0.0225,86,298.15,1008.4,Shekaari et al. (2020a),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AADYJk,O,water,AAQklV,[Br-].[Li+],lithium bromide
JvMTy,0.192,0.0257,86,298.15,1008.4,Shekaari et al. (2020a),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AADYJk,O,water,AAQklV,[Br-].[Li+],lithium bromide
JvMTy,0.192,0.028,86,298.15,1008.5,Shekaari et al. (2020a),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AADYJk,O,water,AAQklV,[Br-].[Li+],lithium bromide
JvMTy,0.192,0.0325,86,298.15,1008.5,Shekaari et al. (2020a),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AADYJk,O,water,AAQklV,[Br-].[Li+],lithium bromide
JvMTy,0.298,0,86,298.15,1012.5,Shekaari et al. (2020a),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AADYJk,O,water,AAQklV,[Br-].[Li+],lithium bromide
JvMTy,0.298,0.0055,86,298.15,1012.6,Shekaari et al. (2020a),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AADYJk,O,water,AAQklV,[Br-].[Li+],lithium bromide
JvMTy,0.298,0.0098,86,298.15,1012.6,Shekaari et al. (2020a),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AADYJk,O,water,AAQklV,[Br-].[Li+],lithium bromide
JvMTy,0.298,0.013,86,298.15,1012.7,Shekaari et al. (2020a),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AADYJk,O,water,AAQklV,[Br-].[Li+],lithium bromide
JvMTy,0.298,0.016,86,298.15,1012.7,Shekaari et al. (2020a),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AADYJk,O,water,AAQklV,[Br-].[Li+],lithium bromide
JvMTy,0.298,0.0188,86,298.15,1012.8,Shekaari et al. (2020a),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AADYJk,O,water,AAQklV,[Br-].[Li+],lithium bromide
JvMTy,0.298,0.0207,86,298.15,1012.8,Shekaari et al. (2020a),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AADYJk,O,water,AAQklV,[Br-].[Li+],lithium bromide
JvMTy,0.298,0.0239,86,298.15,1012.8,Shekaari et al. (2020a),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AADYJk,O,water,AAQklV,[Br-].[Li+],lithium bromide
JvMTy,0.298,0.0263,86,298.15,1012.9,Shekaari et al. (2020a),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AADYJk,O,water,AAQklV,[Br-].[Li+],lithium bromide
JvMTy,0.298,0.0293,86,298.15,1012.9,Shekaari et al. (2020a),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AADYJk,O,water,AAQklV,[Br-].[Li+],lithium bromide
JvMTy,0.392,0,86,298.15,1018.8,Shekaari et al. (2020a),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AADYJk,O,water,AAQklV,[Br-].[Li+],lithium bromide
JvMTy,0.392,0.0047,86,298.15,1018.9,Shekaari et al. (2020a),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AADYJk,O,water,AAQklV,[Br-].[Li+],lithium bromide
JvMTy,0.392,0.0067,86,298.15,1018.9,Shekaari et al. (2020a),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AADYJk,O,water,AAQklV,[Br-].[Li+],lithium bromide
JvMTy,0.392,0.0121,86,298.15,1019,Shekaari et al. (2020a),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AADYJk,O,water,AAQklV,[Br-].[Li+],lithium bromide
JvMTy,0.392,0.0139,86,298.15,1019,Shekaari et al. (2020a),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AADYJk,O,water,AAQklV,[Br-].[Li+],lithium bromide
JvMTy,0.392,0.016,86,298.15,1019,Shekaari et al. (2020a),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AADYJk,O,water,AAQklV,[Br-].[Li+],lithium bromide
JvMTy,0.392,0.0182,86,298.15,1019,Shekaari et al. (2020a),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AADYJk,O,water,AAQklV,[Br-].[Li+],lithium bromide
JvMTy,0.392,0.0203,86,298.15,1019.1,Shekaari et al. (2020a),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AADYJk,O,water,AAQklV,[Br-].[Li+],lithium bromide
JvMTy,0.392,0.0219,86,298.15,1019.1,Shekaari et al. (2020a),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AADYJk,O,water,AAQklV,[Br-].[Li+],lithium bromide
JvMTy,0.392,0.0263,86,298.15,1019.1,Shekaari et al. (2020a),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AADYJk,O,water,AAQklV,[Br-].[Li+],lithium bromide
