setid,"Temperature, K","MolaLity of dodecyltrimethylammonium bromide, mol/kg","Pressure, kPa","Solvent: MolaLity of tetrapropylammonium iodide, mol/kg","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
tzvWF,313.15,0.012,100,0.01,992.83,Chauhan et al. (2016),Density,Liquid,ABIMfR,CCC[N+](CCC)(CCC)CCC.[I-],tetrapropylammonium iodide,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
tzvWF,313.15,0.015,100,0.01,992.87,Chauhan et al. (2016),Density,Liquid,ABIMfR,CCC[N+](CCC)(CCC)CCC.[I-],tetrapropylammonium iodide,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
tzvWF,313.15,0.018,100,0.01,992.9,Chauhan et al. (2016),Density,Liquid,ABIMfR,CCC[N+](CCC)(CCC)CCC.[I-],tetrapropylammonium iodide,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
tzvWF,313.15,0.021,100,0.01,992.92,Chauhan et al. (2016),Density,Liquid,ABIMfR,CCC[N+](CCC)(CCC)CCC.[I-],tetrapropylammonium iodide,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
tzvWF,313.15,0.024,100,0.01,992.96,Chauhan et al. (2016),Density,Liquid,ABIMfR,CCC[N+](CCC)(CCC)CCC.[I-],tetrapropylammonium iodide,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
tzvWF,313.15,0.027,100,0.01,993.01,Chauhan et al. (2016),Density,Liquid,ABIMfR,CCC[N+](CCC)(CCC)CCC.[I-],tetrapropylammonium iodide,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
tzvWF,313.15,0.03,100,0.01,992.98,Chauhan et al. (2016),Density,Liquid,ABIMfR,CCC[N+](CCC)(CCC)CCC.[I-],tetrapropylammonium iodide,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
tzvWF,313.15,0.033,100,0.01,992.99,Chauhan et al. (2016),Density,Liquid,ABIMfR,CCC[N+](CCC)(CCC)CCC.[I-],tetrapropylammonium iodide,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
tzvWF,318.15,0,100,0.01,990.53,Chauhan et al. (2016),Density,Liquid,ABIMfR,CCC[N+](CCC)(CCC)CCC.[I-],tetrapropylammonium iodide,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
tzvWF,318.15,0.003,100,0.01,990.68,Chauhan et al. (2016),Density,Liquid,ABIMfR,CCC[N+](CCC)(CCC)CCC.[I-],tetrapropylammonium iodide,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
tzvWF,318.15,0.006,100,0.01,990.74,Chauhan et al. (2016),Density,Liquid,ABIMfR,CCC[N+](CCC)(CCC)CCC.[I-],tetrapropylammonium iodide,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
tzvWF,318.15,0.009,100,0.01,990.79,Chauhan et al. (2016),Density,Liquid,ABIMfR,CCC[N+](CCC)(CCC)CCC.[I-],tetrapropylammonium iodide,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
tzvWF,318.15,0.012,100,0.01,990.81,Chauhan et al. (2016),Density,Liquid,ABIMfR,CCC[N+](CCC)(CCC)CCC.[I-],tetrapropylammonium iodide,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
tzvWF,318.15,0.015,100,0.01,990.84,Chauhan et al. (2016),Density,Liquid,ABIMfR,CCC[N+](CCC)(CCC)CCC.[I-],tetrapropylammonium iodide,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
tzvWF,318.15,0.018,100,0.01,990.87,Chauhan et al. (2016),Density,Liquid,ABIMfR,CCC[N+](CCC)(CCC)CCC.[I-],tetrapropylammonium iodide,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
tzvWF,318.15,0.021,100,0.01,990.89,Chauhan et al. (2016),Density,Liquid,ABIMfR,CCC[N+](CCC)(CCC)CCC.[I-],tetrapropylammonium iodide,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
tzvWF,318.15,0.024,100,0.01,990.93,Chauhan et al. (2016),Density,Liquid,ABIMfR,CCC[N+](CCC)(CCC)CCC.[I-],tetrapropylammonium iodide,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
tzvWF,318.15,0.027,100,0.01,990.97,Chauhan et al. (2016),Density,Liquid,ABIMfR,CCC[N+](CCC)(CCC)CCC.[I-],tetrapropylammonium iodide,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
tzvWF,318.15,0.03,100,0.01,990.98,Chauhan et al. (2016),Density,Liquid,ABIMfR,CCC[N+](CCC)(CCC)CCC.[I-],tetrapropylammonium iodide,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
tzvWF,318.15,0.033,100,0.01,991.02,Chauhan et al. (2016),Density,Liquid,ABIMfR,CCC[N+](CCC)(CCC)CCC.[I-],tetrapropylammonium iodide,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
