setid,"MolaLity of 1-methyl-3-propylimidazolium bromide, mol/kg","Solvent: MolaLity of N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine, mol/kg","Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
QURHW,0.0865,0.1508,101,298.15,954.52,Shekaari et al. (2011),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide
QURHW,0.1015,0.0484,101,298.15,952.61,Shekaari et al. (2011),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide
QURHW,0.1029,0.0941,101,298.15,954.07,Shekaari et al. (2011),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide
QURHW,0.103,0,101,298.15,951.26,Shekaari et al. (2011),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide
QURHW,0.1031,0.1553,101,298.15,956.59,Shekaari et al. (2011),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide
QURHW,0.1043,0.1508,101,298.15,955.72,Shekaari et al. (2011),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide
QURHW,0.1221,0.1508,101,298.15,956.91,Shekaari et al. (2011),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide
QURHW,0.1251,0.0484,101,298.15,954.21,Shekaari et al. (2011),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide
QURHW,0.1256,0,101,298.15,952.76,Shekaari et al. (2011),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide
QURHW,0.1262,0.1553,101,298.15,958.14,Shekaari et al. (2011),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide
QURHW,0.1263,0.0941,101,298.15,955.65,Shekaari et al. (2011),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide
QURHW,0.1396,0,101,298.15,953.7,Shekaari et al. (2011),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide
QURHW,0.1403,0.0484,101,298.15,955.21,Shekaari et al. (2011),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide
QURHW,0.1439,0.0941,101,298.15,956.85,Shekaari et al. (2011),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide
QURHW,0.1442,0.1553,101,298.15,959.33,Shekaari et al. (2011),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide
QURHW,0.1447,0.1508,101,298.15,958.35,Shekaari et al. (2011),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide
QURHW,0.1558,0.0484,101,298.15,956.23,Shekaari et al. (2011),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide
QURHW,0.1603,0.1508,101,298.15,959.43,Shekaari et al. (2011),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide
QURHW,0.162,0.1553,101,298.15,960.46,Shekaari et al. (2011),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide
QURHW,0.1639,0.0941,101,298.15,958.07,Shekaari et al. (2011),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide
QURHW,0.1656,0,101,298.15,955.41,Shekaari et al. (2011),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide
QURHW,0.18,0.0484,101,298.15,957.8,Shekaari et al. (2011),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide
QURHW,0.1826,0,101,298.15,956.49,Shekaari et al. (2011),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide
QURHW,0.1829,0.0941,101,298.15,959.24,Shekaari et al. (2011),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide
QURHW,0.183,0.1553,101,298.15,961.82,Shekaari et al. (2011),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide
QURHW,0.1864,0.1508,101,298.15,961.14,Shekaari et al. (2011),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide
QURHW,0.2017,0.0941,101,298.15,960.57,Shekaari et al. (2011),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide
QURHW,0.2024,0.1553,101,298.15,962.98,Shekaari et al. (2011),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide
QURHW,0.2033,0.0484,101,298.15,959.28,Shekaari et al. (2011),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide
QURHW,0.2057,0,101,298.15,957.93,Shekaari et al. (2011),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide
QURHW,0.2104,0.1508,101,298.15,962.61,Shekaari et al. (2011),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide
