setid,"Temperature, K","MolaRity of 1-hexyl-3-methylimidazolium chloride, mol/dm3","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
eMYYw,313.2,0.0005,101,992.22,Asadabadi et al. (2013),Density,Liquid mixture 1,Liquid mixture 2,,70,AARlpN,Cc1ccccc1,toluene,AADYJk,O,water
eMYYw,313.2,0.001,101,992.64,Asadabadi et al. (2013),Density,Liquid mixture 1,Liquid mixture 2,,70,AARlpN,Cc1ccccc1,toluene,AADYJk,O,water
eMYYw,313.2,0.0025,101,992.7,Asadabadi et al. (2013),Density,Liquid mixture 1,Liquid mixture 2,,70,AARlpN,Cc1ccccc1,toluene,AADYJk,O,water
eMYYw,313.2,0.01,101,993.05,Asadabadi et al. (2013),Density,Liquid mixture 1,Liquid mixture 2,,70,AARlpN,Cc1ccccc1,toluene,AADYJk,O,water
eMYYw,313.2,0.03,101,993.17,Asadabadi et al. (2013),Density,Liquid mixture 1,Liquid mixture 2,,70,AARlpN,Cc1ccccc1,toluene,AADYJk,O,water
eMYYw,313.2,0.08,101,993.36,Asadabadi et al. (2013),Density,Liquid mixture 1,Liquid mixture 2,,70,AARlpN,Cc1ccccc1,toluene,AADYJk,O,water
eMYYw,313.2,0.2,101,993.59,Asadabadi et al. (2013),Density,Liquid mixture 1,Liquid mixture 2,,70,AARlpN,Cc1ccccc1,toluene,AADYJk,O,water
eMYYw,313.2,0.3,101,993.7,Asadabadi et al. (2013),Density,Liquid mixture 1,Liquid mixture 2,,70,AARlpN,Cc1ccccc1,toluene,AADYJk,O,water
eMYYw,313.2,0.4,101,993.86,Asadabadi et al. (2013),Density,Liquid mixture 1,Liquid mixture 2,,70,AARlpN,Cc1ccccc1,toluene,AADYJk,O,water
eMYYw,313.2,0.5,101,993.91,Asadabadi et al. (2013),Density,Liquid mixture 1,Liquid mixture 2,,70,AARlpN,Cc1ccccc1,toluene,AADYJk,O,water
eMYYw,313.2,0.6,101,994,Asadabadi et al. (2013),Density,Liquid mixture 1,Liquid mixture 2,,70,AARlpN,Cc1ccccc1,toluene,AADYJk,O,water
