setid,"Temperature, K","MolaLity of N-decyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)-imide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
fhDSe,303.15,0.0198,100,941.74,Marcinkowski et al. (2018),Density,Liquid,ABwZoY,CCCCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-decyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)-imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
fhDSe,303.15,0.0346,100,943.659,Marcinkowski et al. (2018),Density,Liquid,ABwZoY,CCCCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-decyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)-imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
fhDSe,303.15,0.0462,100,945.14,Marcinkowski et al. (2018),Density,Liquid,ABwZoY,CCCCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-decyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)-imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
fhDSe,303.15,0.0656,100,947.603,Marcinkowski et al. (2018),Density,Liquid,ABwZoY,CCCCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-decyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)-imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
fhDSe,303.15,0.0746,100,948.728,Marcinkowski et al. (2018),Density,Liquid,ABwZoY,CCCCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-decyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)-imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
fhDSe,303.15,0.0993,100,951.782,Marcinkowski et al. (2018),Density,Liquid,ABwZoY,CCCCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-decyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)-imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
fhDSe,303.15,0.1208,100,954.379,Marcinkowski et al. (2018),Density,Liquid,ABwZoY,CCCCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-decyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)-imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
fhDSe,303.15,0.1556,100,958.523,Marcinkowski et al. (2018),Density,Liquid,ABwZoY,CCCCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-decyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)-imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
fhDSe,308.15,0,100,934.335,Marcinkowski et al. (2018),Density,Liquid,ABwZoY,CCCCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-decyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)-imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
fhDSe,308.15,0.008,100,935.397,Marcinkowski et al. (2018),Density,Liquid,ABwZoY,CCCCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-decyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)-imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
fhDSe,308.15,0.0146,100,936.273,Marcinkowski et al. (2018),Density,Liquid,ABwZoY,CCCCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-decyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)-imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
fhDSe,308.15,0.0198,100,936.959,Marcinkowski et al. (2018),Density,Liquid,ABwZoY,CCCCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-decyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)-imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
fhDSe,308.15,0.0346,100,938.882,Marcinkowski et al. (2018),Density,Liquid,ABwZoY,CCCCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-decyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)-imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
fhDSe,308.15,0.0462,100,940.364,Marcinkowski et al. (2018),Density,Liquid,ABwZoY,CCCCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-decyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)-imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
fhDSe,308.15,0.0656,100,942.828,Marcinkowski et al. (2018),Density,Liquid,ABwZoY,CCCCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-decyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)-imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
fhDSe,308.15,0.0746,100,943.956,Marcinkowski et al. (2018),Density,Liquid,ABwZoY,CCCCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-decyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)-imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
fhDSe,308.15,0.0993,100,947.008,Marcinkowski et al. (2018),Density,Liquid,ABwZoY,CCCCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-decyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)-imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
fhDSe,308.15,0.1208,100,949.613,Marcinkowski et al. (2018),Density,Liquid,ABwZoY,CCCCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-decyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)-imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
fhDSe,308.15,0.1556,100,953.759,Marcinkowski et al. (2018),Density,Liquid,ABwZoY,CCCCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-decyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)-imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
fhDSe,313.15,0,100,929.537,Marcinkowski et al. (2018),Density,Liquid,ABwZoY,CCCCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-decyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)-imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
fhDSe,313.15,0.008,100,930.601,Marcinkowski et al. (2018),Density,Liquid,ABwZoY,CCCCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-decyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)-imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
fhDSe,313.15,0.0146,100,931.479,Marcinkowski et al. (2018),Density,Liquid,ABwZoY,CCCCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-decyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)-imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
fhDSe,313.15,0.0198,100,932.166,Marcinkowski et al. (2018),Density,Liquid,ABwZoY,CCCCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-decyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)-imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
fhDSe,313.15,0.0346,100,934.093,Marcinkowski et al. (2018),Density,Liquid,ABwZoY,CCCCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-decyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)-imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
fhDSe,313.15,0.0462,100,935.578,Marcinkowski et al. (2018),Density,Liquid,ABwZoY,CCCCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-decyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)-imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
fhDSe,313.15,0.0656,100,938.045,Marcinkowski et al. (2018),Density,Liquid,ABwZoY,CCCCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-decyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)-imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
fhDSe,313.15,0.0746,100,939.173,Marcinkowski et al. (2018),Density,Liquid,ABwZoY,CCCCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-decyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)-imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
fhDSe,313.15,0.0993,100,942.233,Marcinkowski et al. (2018),Density,Liquid,ABwZoY,CCCCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-decyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)-imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
fhDSe,313.15,0.1208,100,944.841,Marcinkowski et al. (2018),Density,Liquid,ABwZoY,CCCCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-decyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)-imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
fhDSe,313.15,0.1556,100,948.993,Marcinkowski et al. (2018),Density,Liquid,ABwZoY,CCCCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-decyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)-imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
fhDSe,318.15,0,100,924.725,Marcinkowski et al. (2018),Density,Liquid,ABwZoY,CCCCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-decyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)-imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
fhDSe,318.15,0.008,100,925.792,Marcinkowski et al. (2018),Density,Liquid,ABwZoY,CCCCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-decyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)-imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
fhDSe,318.15,0.0146,100,926.672,Marcinkowski et al. (2018),Density,Liquid,ABwZoY,CCCCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-decyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)-imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
fhDSe,318.15,0.0198,100,927.362,Marcinkowski et al. (2018),Density,Liquid,ABwZoY,CCCCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-decyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)-imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
fhDSe,318.15,0.0346,100,929.292,Marcinkowski et al. (2018),Density,Liquid,ABwZoY,CCCCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-decyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)-imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
fhDSe,318.15,0.0462,100,930.778,Marcinkowski et al. (2018),Density,Liquid,ABwZoY,CCCCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-decyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)-imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
fhDSe,318.15,0.0656,100,933.252,Marcinkowski et al. (2018),Density,Liquid,ABwZoY,CCCCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-decyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)-imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
fhDSe,318.15,0.0746,100,934.381,Marcinkowski et al. (2018),Density,Liquid,ABwZoY,CCCCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-decyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)-imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
fhDSe,318.15,0.0993,100,937.445,Marcinkowski et al. (2018),Density,Liquid,ABwZoY,CCCCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-decyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)-imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
fhDSe,318.15,0.1208,100,940.058,Marcinkowski et al. (2018),Density,Liquid,ABwZoY,CCCCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-decyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)-imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
fhDSe,318.15,0.1556,100,944.206,Marcinkowski et al. (2018),Density,Liquid,ABwZoY,CCCCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-decyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)-imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
