setid,"Temperature, K","MolaLity of L-phenylalanine, mol/kg","Solvent: MolaLity of 1-hexyl-3-methylimidazolium chloride, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
oFUTg,288.15,0.04028,0.03,101,1001.76,Chadha et al. (2016),Density,Liquid,AAfnoT,N[C@@H](Cc1ccccc1)C(=O)O,L-phenylalanine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oFUTg,288.15,0.04058,0.01,101,1001.07,Chadha et al. (2016),Density,Liquid,AAfnoT,N[C@@H](Cc1ccccc1)C(=O)O,L-phenylalanine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oFUTg,288.15,0.04928,0.01,101,1001.45,Chadha et al. (2016),Density,Liquid,AAfnoT,N[C@@H](Cc1ccccc1)C(=O)O,L-phenylalanine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oFUTg,288.15,0.05026,0.03,101,1002.2,Chadha et al. (2016),Density,Liquid,AAfnoT,N[C@@H](Cc1ccccc1)C(=O)O,L-phenylalanine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oFUTg,288.15,0.05055,0,101,1001.4,Chadha et al. (2016),Density,Liquid,AAfnoT,N[C@@H](Cc1ccccc1)C(=O)O,L-phenylalanine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oFUTg,288.15,0.05843,0.03,101,1002.55,Chadha et al. (2016),Density,Liquid,AAfnoT,N[C@@H](Cc1ccccc1)C(=O)O,L-phenylalanine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oFUTg,288.15,0.05965,0,101,1001.8,Chadha et al. (2016),Density,Liquid,AAfnoT,N[C@@H](Cc1ccccc1)C(=O)O,L-phenylalanine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oFUTg,288.15,0.05975,0.01,101,1001.9,Chadha et al. (2016),Density,Liquid,AAfnoT,N[C@@H](Cc1ccccc1)C(=O)O,L-phenylalanine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oFUTg,288.15,0.06923,0,101,1002.22,Chadha et al. (2016),Density,Liquid,AAfnoT,N[C@@H](Cc1ccccc1)C(=O)O,L-phenylalanine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oFUTg,288.15,0.07014,0.01,101,1002.35,Chadha et al. (2016),Density,Liquid,AAfnoT,N[C@@H](Cc1ccccc1)C(=O)O,L-phenylalanine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oFUTg,288.15,0.07072,0.03,101,1003.08,Chadha et al. (2016),Density,Liquid,AAfnoT,N[C@@H](Cc1ccccc1)C(=O)O,L-phenylalanine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oFUTg,288.15,0.07901,0,101,1002.64,Chadha et al. (2016),Density,Liquid,AAfnoT,N[C@@H](Cc1ccccc1)C(=O)O,L-phenylalanine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oFUTg,288.15,0.07938,0.01,101,1002.75,Chadha et al. (2016),Density,Liquid,AAfnoT,N[C@@H](Cc1ccccc1)C(=O)O,L-phenylalanine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oFUTg,288.15,0.08013,0.03,101,1003.48,Chadha et al. (2016),Density,Liquid,AAfnoT,N[C@@H](Cc1ccccc1)C(=O)O,L-phenylalanine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oFUTg,288.15,0.09034,0.01,101,1003.21,Chadha et al. (2016),Density,Liquid,AAfnoT,N[C@@H](Cc1ccccc1)C(=O)O,L-phenylalanine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oFUTg,288.15,0.0908,0,101,1003.15,Chadha et al. (2016),Density,Liquid,AAfnoT,N[C@@H](Cc1ccccc1)C(=O)O,L-phenylalanine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oFUTg,288.15,0.09116,0.03,101,1003.94,Chadha et al. (2016),Density,Liquid,AAfnoT,N[C@@H](Cc1ccccc1)C(=O)O,L-phenylalanine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oFUTg,288.15,0.09614,0,101,1003.37,Chadha et al. (2016),Density,Liquid,AAfnoT,N[C@@H](Cc1ccccc1)C(=O)O,L-phenylalanine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oFUTg,288.15,0.09927,0.03,101,1004.27,Chadha et al. (2016),Density,Liquid,AAfnoT,N[C@@H](Cc1ccccc1)C(=O)O,L-phenylalanine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oFUTg,288.15,0.09958,0.01,101,1003.6,Chadha et al. (2016),Density,Liquid,AAfnoT,N[C@@H](Cc1ccccc1)C(=O)O,L-phenylalanine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oFUTg,293.15,0.01021,0.03,101,999.49,Chadha et al. (2016),Density,Liquid,AAfnoT,N[C@@H](Cc1ccccc1)C(=O)O,L-phenylalanine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oFUTg,293.15,0.01031,0.01,101,998.805,Chadha et al. (2016),Density,Liquid,AAfnoT,N[C@@H](Cc1ccccc1)C(=O)O,L-phenylalanine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oFUTg,293.15,0.01072,0,101,998.699,Chadha et al. (2016),Density,Liquid,AAfnoT,N[C@@H](Cc1ccccc1)C(=O)O,L-phenylalanine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oFUTg,293.15,0.01965,0.03,101,999.906,Chadha et al. (2016),Density,Liquid,AAfnoT,N[C@@H](Cc1ccccc1)C(=O)O,L-phenylalanine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oFUTg,293.15,0.02034,0.01,101,999.251,Chadha et al. (2016),Density,Liquid,AAfnoT,N[C@@H](Cc1ccccc1)C(=O)O,L-phenylalanine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oFUTg,293.15,0.02044,0,101,999.137,Chadha et al. (2016),Density,Liquid,AAfnoT,N[C@@H](Cc1ccccc1)C(=O)O,L-phenylalanine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oFUTg,293.15,0.02873,0,101,999.508,Chadha et al. (2016),Density,Liquid,AAfnoT,N[C@@H](Cc1ccccc1)C(=O)O,L-phenylalanine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oFUTg,293.15,0.03001,0.01,101,999.677,Chadha et al. (2016),Density,Liquid,AAfnoT,N[C@@H](Cc1ccccc1)C(=O)O,L-phenylalanine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oFUTg,293.15,0.03021,0.03,101,1000.37,Chadha et al. (2016),Density,Liquid,AAfnoT,N[C@@H](Cc1ccccc1)C(=O)O,L-phenylalanine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oFUTg,293.15,0.03953,0,101,999.987,Chadha et al. (2016),Density,Liquid,AAfnoT,N[C@@H](Cc1ccccc1)C(=O)O,L-phenylalanine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oFUTg,293.15,0.04028,0.03,101,1000.8,Chadha et al. (2016),Density,Liquid,AAfnoT,N[C@@H](Cc1ccccc1)C(=O)O,L-phenylalanine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oFUTg,293.15,0.04058,0.01,101,1000.14,Chadha et al. (2016),Density,Liquid,AAfnoT,N[C@@H](Cc1ccccc1)C(=O)O,L-phenylalanine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oFUTg,293.15,0.04928,0.01,101,1000.52,Chadha et al. (2016),Density,Liquid,AAfnoT,N[C@@H](Cc1ccccc1)C(=O)O,L-phenylalanine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oFUTg,293.15,0.05026,0.03,101,1001.23,Chadha et al. (2016),Density,Liquid,AAfnoT,N[C@@H](Cc1ccccc1)C(=O)O,L-phenylalanine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oFUTg,293.15,0.05055,0,101,1000.47,Chadha et al. (2016),Density,Liquid,AAfnoT,N[C@@H](Cc1ccccc1)C(=O)O,L-phenylalanine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oFUTg,293.15,0.05843,0.03,101,1001.58,Chadha et al. (2016),Density,Liquid,AAfnoT,N[C@@H](Cc1ccccc1)C(=O)O,L-phenylalanine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oFUTg,293.15,0.05965,0,101,1000.87,Chadha et al. (2016),Density,Liquid,AAfnoT,N[C@@H](Cc1ccccc1)C(=O)O,L-phenylalanine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oFUTg,293.15,0.05975,0.01,101,1000.97,Chadha et al. (2016),Density,Liquid,AAfnoT,N[C@@H](Cc1ccccc1)C(=O)O,L-phenylalanine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oFUTg,293.15,0.06923,0,101,1001.28,Chadha et al. (2016),Density,Liquid,AAfnoT,N[C@@H](Cc1ccccc1)C(=O)O,L-phenylalanine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oFUTg,293.15,0.07014,0.01,101,1001.41,Chadha et al. (2016),Density,Liquid,AAfnoT,N[C@@H](Cc1ccccc1)C(=O)O,L-phenylalanine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oFUTg,293.15,0.07072,0.03,101,1002.1,Chadha et al. (2016),Density,Liquid,AAfnoT,N[C@@H](Cc1ccccc1)C(=O)O,L-phenylalanine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oFUTg,293.15,0.07901,0,101,1001.7,Chadha et al. (2016),Density,Liquid,AAfnoT,N[C@@H](Cc1ccccc1)C(=O)O,L-phenylalanine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oFUTg,293.15,0.07938,0.01,101,1001.8,Chadha et al. (2016),Density,Liquid,AAfnoT,N[C@@H](Cc1ccccc1)C(=O)O,L-phenylalanine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oFUTg,293.15,0.08013,0.03,101,1002.49,Chadha et al. (2016),Density,Liquid,AAfnoT,N[C@@H](Cc1ccccc1)C(=O)O,L-phenylalanine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oFUTg,293.15,0.09034,0.01,101,1002.25,Chadha et al. (2016),Density,Liquid,AAfnoT,N[C@@H](Cc1ccccc1)C(=O)O,L-phenylalanine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oFUTg,293.15,0.0908,0,101,1002.21,Chadha et al. (2016),Density,Liquid,AAfnoT,N[C@@H](Cc1ccccc1)C(=O)O,L-phenylalanine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oFUTg,293.15,0.09116,0.03,101,1002.95,Chadha et al. (2016),Density,Liquid,AAfnoT,N[C@@H](Cc1ccccc1)C(=O)O,L-phenylalanine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oFUTg,293.15,0.09614,0,101,1002.43,Chadha et al. (2016),Density,Liquid,AAfnoT,N[C@@H](Cc1ccccc1)C(=O)O,L-phenylalanine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oFUTg,293.15,0.09927,0.03,101,1003.28,Chadha et al. (2016),Density,Liquid,AAfnoT,N[C@@H](Cc1ccccc1)C(=O)O,L-phenylalanine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oFUTg,293.15,0.09958,0.01,101,1002.63,Chadha et al. (2016),Density,Liquid,AAfnoT,N[C@@H](Cc1ccccc1)C(=O)O,L-phenylalanine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oFUTg,298.15,0.01021,0.03,101,998.294,Chadha et al. (2016),Density,Liquid,AAfnoT,N[C@@H](Cc1ccccc1)C(=O)O,L-phenylalanine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oFUTg,298.15,0.01031,0.01,101,997.631,Chadha et al. (2016),Density,Liquid,AAfnoT,N[C@@H](Cc1ccccc1)C(=O)O,L-phenylalanine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oFUTg,298.15,0.01072,0,101,997.528,Chadha et al. (2016),Density,Liquid,AAfnoT,N[C@@H](Cc1ccccc1)C(=O)O,L-phenylalanine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oFUTg,298.15,0.01965,0.03,101,998.701,Chadha et al. (2016),Density,Liquid,AAfnoT,N[C@@H](Cc1ccccc1)C(=O)O,L-phenylalanine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oFUTg,298.15,0.02034,0.01,101,998.069,Chadha et al. (2016),Density,Liquid,AAfnoT,N[C@@H](Cc1ccccc1)C(=O)O,L-phenylalanine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oFUTg,298.15,0.02044,0,101,997.961,Chadha et al. (2016),Density,Liquid,AAfnoT,N[C@@H](Cc1ccccc1)C(=O)O,L-phenylalanine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oFUTg,298.15,0.02873,0,101,998.327,Chadha et al. (2016),Density,Liquid,AAfnoT,N[C@@H](Cc1ccccc1)C(=O)O,L-phenylalanine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oFUTg,298.15,0.03001,0.01,101,998.488,Chadha et al. (2016),Density,Liquid,AAfnoT,N[C@@H](Cc1ccccc1)C(=O)O,L-phenylalanine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oFUTg,298.15,0.03021,0.03,101,999.153,Chadha et al. (2016),Density,Liquid,AAfnoT,N[C@@H](Cc1ccccc1)C(=O)O,L-phenylalanine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oFUTg,298.15,0.03953,0,101,998.8,Chadha et al. (2016),Density,Liquid,AAfnoT,N[C@@H](Cc1ccccc1)C(=O)O,L-phenylalanine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oFUTg,298.15,0.04028,0.03,101,999.579,Chadha et al. (2016),Density,Liquid,AAfnoT,N[C@@H](Cc1ccccc1)C(=O)O,L-phenylalanine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oFUTg,298.15,0.04058,0.01,101,998.942,Chadha et al. (2016),Density,Liquid,AAfnoT,N[C@@H](Cc1ccccc1)C(=O)O,L-phenylalanine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oFUTg,298.15,0.04928,0.01,101,999.311,Chadha et al. (2016),Density,Liquid,AAfnoT,N[C@@H](Cc1ccccc1)C(=O)O,L-phenylalanine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oFUTg,298.15,0.05026,0.03,101,999.999,Chadha et al. (2016),Density,Liquid,AAfnoT,N[C@@H](Cc1ccccc1)C(=O)O,L-phenylalanine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oFUTg,298.15,0.05055,0,101,999.278,Chadha et al. (2016),Density,Liquid,AAfnoT,N[C@@H](Cc1ccccc1)C(=O)O,L-phenylalanine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oFUTg,298.15,0.05843,0.03,101,1000.34,Chadha et al. (2016),Density,Liquid,AAfnoT,N[C@@H](Cc1ccccc1)C(=O)O,L-phenylalanine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oFUTg,298.15,0.05965,0,101,999.668,Chadha et al. (2016),Density,Liquid,AAfnoT,N[C@@H](Cc1ccccc1)C(=O)O,L-phenylalanine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oFUTg,298.15,0.05975,0.01,101,999.752,Chadha et al. (2016),Density,Liquid,AAfnoT,N[C@@H](Cc1ccccc1)C(=O)O,L-phenylalanine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oFUTg,298.15,0.06923,0,101,1000.08,Chadha et al. (2016),Density,Liquid,AAfnoT,N[C@@H](Cc1ccccc1)C(=O)O,L-phenylalanine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oFUTg,298.15,0.07014,0.01,101,1000.18,Chadha et al. (2016),Density,Liquid,AAfnoT,N[C@@H](Cc1ccccc1)C(=O)O,L-phenylalanine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oFUTg,298.15,0.07072,0.03,101,1000.85,Chadha et al. (2016),Density,Liquid,AAfnoT,N[C@@H](Cc1ccccc1)C(=O)O,L-phenylalanine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oFUTg,298.15,0.07901,0,101,1000.49,Chadha et al. (2016),Density,Liquid,AAfnoT,N[C@@H](Cc1ccccc1)C(=O)O,L-phenylalanine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oFUTg,298.15,0.07938,0.01,101,1000.57,Chadha et al. (2016),Density,Liquid,AAfnoT,N[C@@H](Cc1ccccc1)C(=O)O,L-phenylalanine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oFUTg,298.15,0.08013,0.03,101,1001.23,Chadha et al. (2016),Density,Liquid,AAfnoT,N[C@@H](Cc1ccccc1)C(=O)O,L-phenylalanine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oFUTg,298.15,0.09034,0.01,101,1001.01,Chadha et al. (2016),Density,Liquid,AAfnoT,N[C@@H](Cc1ccccc1)C(=O)O,L-phenylalanine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oFUTg,298.15,0.0908,0,101,1000.99,Chadha et al. (2016),Density,Liquid,AAfnoT,N[C@@H](Cc1ccccc1)C(=O)O,L-phenylalanine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oFUTg,298.15,0.09116,0.03,101,1001.68,Chadha et al. (2016),Density,Liquid,AAfnoT,N[C@@H](Cc1ccccc1)C(=O)O,L-phenylalanine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oFUTg,298.15,0.09614,0,101,1001.2,Chadha et al. (2016),Density,Liquid,AAfnoT,N[C@@H](Cc1ccccc1)C(=O)O,L-phenylalanine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oFUTg,298.15,0.09927,0.03,101,1002,Chadha et al. (2016),Density,Liquid,AAfnoT,N[C@@H](Cc1ccccc1)C(=O)O,L-phenylalanine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oFUTg,298.15,0.09958,0.01,101,1001.38,Chadha et al. (2016),Density,Liquid,AAfnoT,N[C@@H](Cc1ccccc1)C(=O)O,L-phenylalanine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oFUTg,303.15,0.01021,0.03,101,996.864,Chadha et al. (2016),Density,Liquid,AAfnoT,N[C@@H](Cc1ccccc1)C(=O)O,L-phenylalanine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oFUTg,303.15,0.01031,0.01,101,996.219,Chadha et al. (2016),Density,Liquid,AAfnoT,N[C@@H](Cc1ccccc1)C(=O)O,L-phenylalanine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oFUTg,303.15,0.01072,0,101,996.132,Chadha et al. (2016),Density,Liquid,AAfnoT,N[C@@H](Cc1ccccc1)C(=O)O,L-phenylalanine,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
