setid,"Temperature, K","MolaLity of 1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
lpBVx,293.15,0.3989,100,1003.36,Liu et al. (2021b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
lpBVx,293.15,0.4501,100,1009.95,Liu et al. (2021b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
lpBVx,293.15,0.5005,100,1016.29,Liu et al. (2021b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
lpBVx,298.15,0,100,939.08,Liu et al. (2021b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
lpBVx,298.15,0.0299,100,944.01,Liu et al. (2021b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
lpBVx,298.15,0.04,100,945.63,Liu et al. (2021b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
lpBVx,298.15,0.0501,100,947.24,Liu et al. (2021b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
lpBVx,298.15,0.0796,100,952.03,Liu et al. (2021b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
lpBVx,298.15,0.12,100,958.44,Liu et al. (2021b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
lpBVx,298.15,0.1992,100,970.43,Liu et al. (2021b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
lpBVx,298.15,0.2497,100,977.86,Liu et al. (2021b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
lpBVx,298.15,0.2997,100,984.85,Liu et al. (2021b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
lpBVx,298.15,0.3444,100,991.06,Liu et al. (2021b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
lpBVx,298.15,0.3989,100,998.41,Liu et al. (2021b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
lpBVx,298.15,0.4501,100,1005.03,Liu et al. (2021b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
lpBVx,298.15,0.5005,100,1011.36,Liu et al. (2021b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
lpBVx,303.15,0,100,934.1,Liu et al. (2021b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
lpBVx,303.15,0.0299,100,939.03,Liu et al. (2021b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
lpBVx,303.15,0.04,100,940.65,Liu et al. (2021b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
lpBVx,303.15,0.0501,100,942.27,Liu et al. (2021b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
lpBVx,303.15,0.0796,100,947.06,Liu et al. (2021b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
lpBVx,303.15,0.12,100,953.48,Liu et al. (2021b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
lpBVx,303.15,0.1992,100,965.46,Liu et al. (2021b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
lpBVx,303.15,0.2497,100,972.91,Liu et al. (2021b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
lpBVx,303.15,0.2997,100,979.95,Liu et al. (2021b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
lpBVx,303.15,0.3444,100,986.11,Liu et al. (2021b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
lpBVx,303.15,0.3989,100,993.47,Liu et al. (2021b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
lpBVx,303.15,0.4501,100,1000.09,Liu et al. (2021b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
lpBVx,303.15,0.5005,100,1006.42,Liu et al. (2021b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
lpBVx,308.15,0,100,929.11,Liu et al. (2021b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
lpBVx,308.15,0.0299,100,934.04,Liu et al. (2021b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
lpBVx,308.15,0.04,100,935.66,Liu et al. (2021b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
lpBVx,308.15,0.0501,100,937.28,Liu et al. (2021b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
lpBVx,308.15,0.0796,100,942.08,Liu et al. (2021b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
lpBVx,308.15,0.12,100,948.5,Liu et al. (2021b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
lpBVx,308.15,0.1992,100,960.49,Liu et al. (2021b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
lpBVx,308.15,0.2497,100,967.94,Liu et al. (2021b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
lpBVx,308.15,0.2997,100,974.99,Liu et al. (2021b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
lpBVx,308.15,0.3444,100,981.16,Liu et al. (2021b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
lpBVx,308.15,0.3989,100,988.51,Liu et al. (2021b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
lpBVx,308.15,0.4501,100,995.14,Liu et al. (2021b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
lpBVx,308.15,0.5005,100,1001.46,Liu et al. (2021b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
lpBVx,313.15,0,100,924.09,Liu et al. (2021b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
lpBVx,313.15,0.0299,100,929.04,Liu et al. (2021b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
lpBVx,313.15,0.04,100,930.65,Liu et al. (2021b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
lpBVx,313.15,0.0501,100,932.27,Liu et al. (2021b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
lpBVx,313.15,0.0796,100,937.07,Liu et al. (2021b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
lpBVx,313.15,0.12,100,943.5,Liu et al. (2021b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
lpBVx,313.15,0.1992,100,955.5,Liu et al. (2021b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
lpBVx,313.15,0.2497,100,962.96,Liu et al. (2021b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
lpBVx,313.15,0.2997,100,970.01,Liu et al. (2021b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
lpBVx,313.15,0.3444,100,976.18,Liu et al. (2021b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
lpBVx,313.15,0.3989,100,983.54,Liu et al. (2021b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
lpBVx,313.15,0.4501,100,990.17,Liu et al. (2021b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
lpBVx,313.15,0.5005,100,996.5,Liu et al. (2021b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
lpBVx,318.15,0,100,919.06,Liu et al. (2021b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
lpBVx,318.15,0.0299,100,924.01,Liu et al. (2021b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
lpBVx,318.15,0.04,100,925.63,Liu et al. (2021b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
lpBVx,318.15,0.0501,100,927.25,Liu et al. (2021b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
lpBVx,318.15,0.0796,100,932.05,Liu et al. (2021b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
lpBVx,318.15,0.12,100,938.48,Liu et al. (2021b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
lpBVx,318.15,0.1992,100,950.5,Liu et al. (2021b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
lpBVx,318.15,0.2497,100,957.96,Liu et al. (2021b),Density,Liquid,ABdBEz,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
