setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium hydrogen sulfate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
hDKyl,298.15,1,100,1365.8,Bhanuprakash et al. (2018),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AALcLI,CCCO,propan-1-ol,,,
hDKyl,303.15,0,100,795.9,Bhanuprakash et al. (2018),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AALcLI,CCCO,propan-1-ol,,,
hDKyl,303.15,0.052,100,855.6,Bhanuprakash et al. (2018),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AALcLI,CCCO,propan-1-ol,,,
hDKyl,303.15,0.11,100,914.6,Bhanuprakash et al. (2018),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AALcLI,CCCO,propan-1-ol,,,
hDKyl,303.15,0.247,100,1031,Bhanuprakash et al. (2018),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AALcLI,CCCO,propan-1-ol,,,
hDKyl,303.15,0.33,100,1088,Bhanuprakash et al. (2018),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AALcLI,CCCO,propan-1-ol,,,
hDKyl,303.15,0.425,100,1144.2,Bhanuprakash et al. (2018),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AALcLI,CCCO,propan-1-ol,,,
hDKyl,303.15,0.535,100,1199.3,Bhanuprakash et al. (2018),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AALcLI,CCCO,propan-1-ol,,,
hDKyl,303.15,0.663,100,1253.6,Bhanuprakash et al. (2018),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AALcLI,CCCO,propan-1-ol,,,
hDKyl,303.15,0.816,100,1307.5,Bhanuprakash et al. (2018),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AALcLI,CCCO,propan-1-ol,,,
hDKyl,303.15,0.903,100,1334.9,Bhanuprakash et al. (2018),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AALcLI,CCCO,propan-1-ol,,,
hDKyl,303.15,1,100,1362.6,Bhanuprakash et al. (2018),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AALcLI,CCCO,propan-1-ol,,,
hDKyl,308.15,0,100,791.8,Bhanuprakash et al. (2018),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AALcLI,CCCO,propan-1-ol,,,
hDKyl,308.15,0.052,100,851.6,Bhanuprakash et al. (2018),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AALcLI,CCCO,propan-1-ol,,,
hDKyl,308.15,0.11,100,910.8,Bhanuprakash et al. (2018),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AALcLI,CCCO,propan-1-ol,,,
hDKyl,308.15,0.247,100,1027.2,Bhanuprakash et al. (2018),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AALcLI,CCCO,propan-1-ol,,,
hDKyl,308.15,0.33,100,1084.4,Bhanuprakash et al. (2018),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AALcLI,CCCO,propan-1-ol,,,
hDKyl,308.15,0.425,100,1140.7,Bhanuprakash et al. (2018),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AALcLI,CCCO,propan-1-ol,,,
hDKyl,308.15,0.535,100,1196.1,Bhanuprakash et al. (2018),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AALcLI,CCCO,propan-1-ol,,,
hDKyl,308.15,0.663,100,1250.5,Bhanuprakash et al. (2018),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AALcLI,CCCO,propan-1-ol,,,
hDKyl,308.15,0.816,100,1304.4,Bhanuprakash et al. (2018),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AALcLI,CCCO,propan-1-ol,,,
hDKyl,308.15,0.903,100,1331.7,Bhanuprakash et al. (2018),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AALcLI,CCCO,propan-1-ol,,,
hDKyl,308.15,1,100,1359.5,Bhanuprakash et al. (2018),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AALcLI,CCCO,propan-1-ol,,,
hDKyl,313.15,0,100,787.7,Bhanuprakash et al. (2018),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AALcLI,CCCO,propan-1-ol,,,
hDKyl,313.15,0.052,100,847.6,Bhanuprakash et al. (2018),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AALcLI,CCCO,propan-1-ol,,,
hDKyl,313.15,0.11,100,906.9,Bhanuprakash et al. (2018),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AALcLI,CCCO,propan-1-ol,,,
hDKyl,313.15,0.247,100,1023.5,Bhanuprakash et al. (2018),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AALcLI,CCCO,propan-1-ol,,,
hDKyl,313.15,0.33,100,1080.8,Bhanuprakash et al. (2018),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AALcLI,CCCO,propan-1-ol,,,
hDKyl,313.15,0.425,100,1137.2,Bhanuprakash et al. (2018),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AALcLI,CCCO,propan-1-ol,,,
hDKyl,313.15,0.535,100,1192.8,Bhanuprakash et al. (2018),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AALcLI,CCCO,propan-1-ol,,,
hDKyl,313.15,0.663,100,1247.3,Bhanuprakash et al. (2018),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AALcLI,CCCO,propan-1-ol,,,
hDKyl,313.15,0.816,100,1301.3,Bhanuprakash et al. (2018),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AALcLI,CCCO,propan-1-ol,,,
hDKyl,313.15,0.903,100,1328.6,Bhanuprakash et al. (2018),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AALcLI,CCCO,propan-1-ol,,,
hDKyl,313.15,1,100,1356.4,Bhanuprakash et al. (2018),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AALcLI,CCCO,propan-1-ol,,,
