setid,"Temperature, K","MolaLity of trihexylammonium octanoate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
NvzsR,303.15,0.2991,100,856.272,Keshapolla et al. (2018),Density,Liquid,ABbddy,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium octanoate,AARlpN,Cc1ccccc1,toluene,,,
NvzsR,303.15,0.36331,100,856.143,Keshapolla et al. (2018),Density,Liquid,ABbddy,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium octanoate,AARlpN,Cc1ccccc1,toluene,,,
NvzsR,303.15,0.38207,100,856.097,Keshapolla et al. (2018),Density,Liquid,ABbddy,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium octanoate,AARlpN,Cc1ccccc1,toluene,,,
NvzsR,303.15,0.4665,100,856.053,Keshapolla et al. (2018),Density,Liquid,ABbddy,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium octanoate,AARlpN,Cc1ccccc1,toluene,,,
NvzsR,308.15,0.06627,100,852.464,Keshapolla et al. (2018),Density,Liquid,ABbddy,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium octanoate,AARlpN,Cc1ccccc1,toluene,,,
NvzsR,308.15,0.12847,100,852.215,Keshapolla et al. (2018),Density,Liquid,ABbddy,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium octanoate,AARlpN,Cc1ccccc1,toluene,,,
NvzsR,308.15,0.18342,100,852.027,Keshapolla et al. (2018),Density,Liquid,ABbddy,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium octanoate,AARlpN,Cc1ccccc1,toluene,,,
NvzsR,308.15,0.24498,100,851.815,Keshapolla et al. (2018),Density,Liquid,ABbddy,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium octanoate,AARlpN,Cc1ccccc1,toluene,,,
NvzsR,308.15,0.2991,100,851.682,Keshapolla et al. (2018),Density,Liquid,ABbddy,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium octanoate,AARlpN,Cc1ccccc1,toluene,,,
NvzsR,308.15,0.36331,100,851.576,Keshapolla et al. (2018),Density,Liquid,ABbddy,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium octanoate,AARlpN,Cc1ccccc1,toluene,,,
NvzsR,308.15,0.38207,100,851.557,Keshapolla et al. (2018),Density,Liquid,ABbddy,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium octanoate,AARlpN,Cc1ccccc1,toluene,,,
NvzsR,308.15,0.4665,100,851.523,Keshapolla et al. (2018),Density,Liquid,ABbddy,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium octanoate,AARlpN,Cc1ccccc1,toluene,,,
NvzsR,313.15,0.06627,100,847.771,Keshapolla et al. (2018),Density,Liquid,ABbddy,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium octanoate,AARlpN,Cc1ccccc1,toluene,,,
NvzsR,313.15,0.12847,100,847.542,Keshapolla et al. (2018),Density,Liquid,ABbddy,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium octanoate,AARlpN,Cc1ccccc1,toluene,,,
NvzsR,313.15,0.18342,100,847.375,Keshapolla et al. (2018),Density,Liquid,ABbddy,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium octanoate,AARlpN,Cc1ccccc1,toluene,,,
NvzsR,313.15,0.24498,100,847.187,Keshapolla et al. (2018),Density,Liquid,ABbddy,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium octanoate,AARlpN,Cc1ccccc1,toluene,,,
NvzsR,313.15,0.2991,100,847.074,Keshapolla et al. (2018),Density,Liquid,ABbddy,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium octanoate,AARlpN,Cc1ccccc1,toluene,,,
NvzsR,313.15,0.36331,100,846.995,Keshapolla et al. (2018),Density,Liquid,ABbddy,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium octanoate,AARlpN,Cc1ccccc1,toluene,,,
NvzsR,313.15,0.38207,100,846.979,Keshapolla et al. (2018),Density,Liquid,ABbddy,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium octanoate,AARlpN,Cc1ccccc1,toluene,,,
NvzsR,313.15,0.4665,100,846.97,Keshapolla et al. (2018),Density,Liquid,ABbddy,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium octanoate,AARlpN,Cc1ccccc1,toluene,,,
NvzsR,318.15,0.06627,100,843.059,Keshapolla et al. (2018),Density,Liquid,ABbddy,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium octanoate,AARlpN,Cc1ccccc1,toluene,,,
NvzsR,318.15,0.12847,100,842.849,Keshapolla et al. (2018),Density,Liquid,ABbddy,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium octanoate,AARlpN,Cc1ccccc1,toluene,,,
NvzsR,318.15,0.18342,100,842.702,Keshapolla et al. (2018),Density,Liquid,ABbddy,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium octanoate,AARlpN,Cc1ccccc1,toluene,,,
NvzsR,318.15,0.24498,100,842.536,Keshapolla et al. (2018),Density,Liquid,ABbddy,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium octanoate,AARlpN,Cc1ccccc1,toluene,,,
NvzsR,318.15,0.2991,100,842.444,Keshapolla et al. (2018),Density,Liquid,ABbddy,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium octanoate,AARlpN,Cc1ccccc1,toluene,,,
NvzsR,318.15,0.36331,100,842.388,Keshapolla et al. (2018),Density,Liquid,ABbddy,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium octanoate,AARlpN,Cc1ccccc1,toluene,,,
NvzsR,318.15,0.38207,100,842.378,Keshapolla et al. (2018),Density,Liquid,ABbddy,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium octanoate,AARlpN,Cc1ccccc1,toluene,,,
NvzsR,318.15,0.4665,100,842.399,Keshapolla et al. (2018),Density,Liquid,ABbddy,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium octanoate,AARlpN,Cc1ccccc1,toluene,,,
NvzsR,323.15,0.06627,100,838.329,Keshapolla et al. (2018),Density,Liquid,ABbddy,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium octanoate,AARlpN,Cc1ccccc1,toluene,,,
NvzsR,323.15,0.12847,100,838.136,Keshapolla et al. (2018),Density,Liquid,ABbddy,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium octanoate,AARlpN,Cc1ccccc1,toluene,,,
NvzsR,323.15,0.18342,100,838.004,Keshapolla et al. (2018),Density,Liquid,ABbddy,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium octanoate,AARlpN,Cc1ccccc1,toluene,,,
NvzsR,323.15,0.24498,100,837.863,Keshapolla et al. (2018),Density,Liquid,ABbddy,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium octanoate,AARlpN,Cc1ccccc1,toluene,,,
NvzsR,323.15,0.2991,100,837.79,Keshapolla et al. (2018),Density,Liquid,ABbddy,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium octanoate,AARlpN,Cc1ccccc1,toluene,,,
NvzsR,323.15,0.36331,100,837.758,Keshapolla et al. (2018),Density,Liquid,ABbddy,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium octanoate,AARlpN,Cc1ccccc1,toluene,,,
NvzsR,323.15,0.38207,100,837.757,Keshapolla et al. (2018),Density,Liquid,ABbddy,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium octanoate,AARlpN,Cc1ccccc1,toluene,,,
NvzsR,323.15,0.4665,100,837.803,Keshapolla et al. (2018),Density,Liquid,ABbddy,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium octanoate,AARlpN,Cc1ccccc1,toluene,,,
NvzsR,328.15,0.06627,100,833.591,Keshapolla et al. (2018),Density,Liquid,ABbddy,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium octanoate,AARlpN,Cc1ccccc1,toluene,,,
NvzsR,328.15,0.12847,100,833.415,Keshapolla et al. (2018),Density,Liquid,ABbddy,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium octanoate,AARlpN,Cc1ccccc1,toluene,,,
NvzsR,328.15,0.18342,100,833.287,Keshapolla et al. (2018),Density,Liquid,ABbddy,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium octanoate,AARlpN,Cc1ccccc1,toluene,,,
NvzsR,328.15,0.24498,100,833.169,Keshapolla et al. (2018),Density,Liquid,ABbddy,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium octanoate,AARlpN,Cc1ccccc1,toluene,,,
NvzsR,328.15,0.2991,100,833.115,Keshapolla et al. (2018),Density,Liquid,ABbddy,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium octanoate,AARlpN,Cc1ccccc1,toluene,,,
NvzsR,328.15,0.36331,100,833.099,Keshapolla et al. (2018),Density,Liquid,ABbddy,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium octanoate,AARlpN,Cc1ccccc1,toluene,,,
NvzsR,328.15,0.38207,100,833.103,Keshapolla et al. (2018),Density,Liquid,ABbddy,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium octanoate,AARlpN,Cc1ccccc1,toluene,,,
NvzsR,328.15,0.4665,100,833.187,Keshapolla et al. (2018),Density,Liquid,ABbddy,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium octanoate,AARlpN,Cc1ccccc1,toluene,,,
