setid,"Temperature, K",Mole fraction of 3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
udOYz,288.15,0.1925,101,1188.7,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,288.15,0.239,101,1198.2,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,288.15,0.2888,101,1204.9,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,288.15,0.3294,101,1208.5,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,288.15,0.3767,101,1211.7,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,288.15,0.4265,101,1214.7,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,288.15,0.4713,101,1217.3,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,288.15,0.5112,101,1218.5,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,288.15,0.5427,101,1220.3,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,293.15,0.039,101,1086.1,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,293.15,0.0455,101,1095.9,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,293.15,0.0497,101,1101.9,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,293.15,0.0683,101,1123.6,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,293.15,0.0783,101,1133.3,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,293.15,0.0894,101,1141.8,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,293.15,0.0975,101,1147.3,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,293.15,0.1235,101,1163.3,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,293.15,0.1451,101,1172,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,293.15,0.1925,101,1185.5,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,293.15,0.239,101,1194.8,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,293.15,0.2888,101,1201.5,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,293.15,0.3294,101,1205.1,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,293.15,0.3767,101,1208.5,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,293.15,0.4265,101,1211.9,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,293.15,0.4713,101,1213.9,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,293.15,0.5112,101,1215.2,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,293.15,0.5427,101,1216.9,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,298.15,0.039,101,1083.7,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,298.15,0.0455,101,1093.4,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,298.15,0.0497,101,1099.3,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,298.15,0.0683,101,1120.7,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,298.15,0.0783,101,1130.3,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,298.15,0.0894,101,1138.8,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,298.15,0.0975,101,1144.3,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,298.15,0.1235,101,1160.2,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,298.15,0.1451,101,1168.8,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,298.15,0.1925,101,1182.2,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,298.15,0.239,101,1191.6,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,298.15,0.2888,101,1197.8,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,298.15,0.3294,101,1201.8,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,298.15,0.3767,101,1205.2,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,298.15,0.4265,101,1209.7,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,298.15,0.4713,101,1210.6,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,298.15,0.5112,101,1211.8,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,298.15,0.5427,101,1213.9,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,303.15,0.039,101,1081.2,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,303.15,0.0455,101,1090.8,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,303.15,0.0497,101,1096.6,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,303.15,0.0683,101,1117.8,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,303.15,0.0783,101,1127.4,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,303.15,0.0894,101,1135.7,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,303.15,0.0975,101,1141.2,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,303.15,0.1235,101,1157,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,303.15,0.1451,101,1165.6,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,303.15,0.1925,101,1178.9,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,303.15,0.239,101,1188.4,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,303.15,0.2888,101,1194.6,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,303.15,0.3294,101,1198.5,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,303.15,0.3767,101,1201.9,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,303.15,0.4265,101,1206.5,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,303.15,0.4713,101,1207.3,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,303.15,0.5112,101,1208.4,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,303.15,0.5427,101,1210.6,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,308.15,0.039,101,1078.6,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,308.15,0.0455,101,1088.1,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,308.15,0.0497,101,1093.9,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,308.15,0.0683,101,1114.9,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,308.15,0.0783,101,1124.3,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,308.15,0.0894,101,1132.6,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,308.15,0.0975,101,1138.1,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
