setid,Mole fraction of tributylmethylammonium bis((trifluoromethyl)sulfonyl)imide,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
hsQMK,0.05,303.15,100,905.4,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABoVAt,CCCC[N+](C)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,tributylmethylammonium bis((trifluoromethyl)sulfonyl)imide,,,
hsQMK,0.05,308.15,100,899.7,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABoVAt,CCCC[N+](C)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,tributylmethylammonium bis((trifluoromethyl)sulfonyl)imide,,,
hsQMK,0.07,293.15,100,948.7,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABoVAt,CCCC[N+](C)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,tributylmethylammonium bis((trifluoromethyl)sulfonyl)imide,,,
hsQMK,0.07,298.15,100,944.2,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABoVAt,CCCC[N+](C)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,tributylmethylammonium bis((trifluoromethyl)sulfonyl)imide,,,
hsQMK,0.07,303.15,100,939.9,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABoVAt,CCCC[N+](C)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,tributylmethylammonium bis((trifluoromethyl)sulfonyl)imide,,,
hsQMK,0.07,308.15,100,935,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABoVAt,CCCC[N+](C)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,tributylmethylammonium bis((trifluoromethyl)sulfonyl)imide,,,
hsQMK,0.0924,293.15,100,982.1,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABoVAt,CCCC[N+](C)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,tributylmethylammonium bis((trifluoromethyl)sulfonyl)imide,,,
hsQMK,0.0924,298.15,100,977.6,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABoVAt,CCCC[N+](C)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,tributylmethylammonium bis((trifluoromethyl)sulfonyl)imide,,,
hsQMK,0.0924,303.15,100,972.7,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABoVAt,CCCC[N+](C)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,tributylmethylammonium bis((trifluoromethyl)sulfonyl)imide,,,
hsQMK,0.0924,308.15,100,967.9,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABoVAt,CCCC[N+](C)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,tributylmethylammonium bis((trifluoromethyl)sulfonyl)imide,,,
hsQMK,0.1395,293.15,100,1036,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABoVAt,CCCC[N+](C)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,tributylmethylammonium bis((trifluoromethyl)sulfonyl)imide,,,
hsQMK,0.1395,298.15,100,1031.7,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABoVAt,CCCC[N+](C)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,tributylmethylammonium bis((trifluoromethyl)sulfonyl)imide,,,
hsQMK,0.1395,303.15,100,1027.2,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABoVAt,CCCC[N+](C)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,tributylmethylammonium bis((trifluoromethyl)sulfonyl)imide,,,
hsQMK,0.1395,308.15,100,1023,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABoVAt,CCCC[N+](C)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,tributylmethylammonium bis((trifluoromethyl)sulfonyl)imide,,,
hsQMK,0.1882,293.15,100,1078,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABoVAt,CCCC[N+](C)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,tributylmethylammonium bis((trifluoromethyl)sulfonyl)imide,,,
hsQMK,0.1882,298.15,100,1073.7,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABoVAt,CCCC[N+](C)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,tributylmethylammonium bis((trifluoromethyl)sulfonyl)imide,,,
hsQMK,0.1882,303.15,100,1068.7,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABoVAt,CCCC[N+](C)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,tributylmethylammonium bis((trifluoromethyl)sulfonyl)imide,,,
hsQMK,0.1882,308.15,100,1063.9,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABoVAt,CCCC[N+](C)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,tributylmethylammonium bis((trifluoromethyl)sulfonyl)imide,,,
hsQMK,0.2813,293.15,100,1132.3,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABoVAt,CCCC[N+](C)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,tributylmethylammonium bis((trifluoromethyl)sulfonyl)imide,,,
hsQMK,0.2813,298.15,100,1127.8,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABoVAt,CCCC[N+](C)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,tributylmethylammonium bis((trifluoromethyl)sulfonyl)imide,,,
hsQMK,0.2813,303.15,100,1123.2,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABoVAt,CCCC[N+](C)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,tributylmethylammonium bis((trifluoromethyl)sulfonyl)imide,,,
hsQMK,0.2813,308.15,100,1118.8,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABoVAt,CCCC[N+](C)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,tributylmethylammonium bis((trifluoromethyl)sulfonyl)imide,,,
hsQMK,0.3991,293.15,100,1176.4,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABoVAt,CCCC[N+](C)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,tributylmethylammonium bis((trifluoromethyl)sulfonyl)imide,,,
hsQMK,0.3991,298.15,100,1172,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABoVAt,CCCC[N+](C)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,tributylmethylammonium bis((trifluoromethyl)sulfonyl)imide,,,
hsQMK,0.3991,303.15,100,1167.8,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABoVAt,CCCC[N+](C)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,tributylmethylammonium bis((trifluoromethyl)sulfonyl)imide,,,
hsQMK,0.3991,308.15,100,1162.8,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABoVAt,CCCC[N+](C)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,tributylmethylammonium bis((trifluoromethyl)sulfonyl)imide,,,
hsQMK,0.6005,293.15,100,1221.1,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABoVAt,CCCC[N+](C)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,tributylmethylammonium bis((trifluoromethyl)sulfonyl)imide,,,
hsQMK,0.6005,298.15,100,1216.9,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABoVAt,CCCC[N+](C)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,tributylmethylammonium bis((trifluoromethyl)sulfonyl)imide,,,
hsQMK,0.6005,303.15,100,1212.3,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABoVAt,CCCC[N+](C)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,tributylmethylammonium bis((trifluoromethyl)sulfonyl)imide,,,
hsQMK,0.6005,308.15,100,1207.9,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABoVAt,CCCC[N+](C)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,tributylmethylammonium bis((trifluoromethyl)sulfonyl)imide,,,
hsQMK,0.7988,293.15,100,1247.4,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABoVAt,CCCC[N+](C)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,tributylmethylammonium bis((trifluoromethyl)sulfonyl)imide,,,
hsQMK,0.7988,298.15,100,1243.1,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABoVAt,CCCC[N+](C)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,tributylmethylammonium bis((trifluoromethyl)sulfonyl)imide,,,
hsQMK,0.7988,303.15,100,1238.7,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABoVAt,CCCC[N+](C)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,tributylmethylammonium bis((trifluoromethyl)sulfonyl)imide,,,
hsQMK,0.7988,308.15,100,1234.5,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABoVAt,CCCC[N+](C)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,tributylmethylammonium bis((trifluoromethyl)sulfonyl)imide,,,
hsQMK,0.8765,293.15,100,1255.1,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABoVAt,CCCC[N+](C)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,tributylmethylammonium bis((trifluoromethyl)sulfonyl)imide,,,
hsQMK,0.8765,298.15,100,1250.8,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABoVAt,CCCC[N+](C)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,tributylmethylammonium bis((trifluoromethyl)sulfonyl)imide,,,
hsQMK,0.8765,303.15,100,1246.6,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABoVAt,CCCC[N+](C)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,tributylmethylammonium bis((trifluoromethyl)sulfonyl)imide,,,
hsQMK,0.8765,308.15,100,1242.3,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABoVAt,CCCC[N+](C)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,tributylmethylammonium bis((trifluoromethyl)sulfonyl)imide,,,
hsQMK,0.9289,293.15,100,1258.9,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABoVAt,CCCC[N+](C)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,tributylmethylammonium bis((trifluoromethyl)sulfonyl)imide,,,
hsQMK,0.9289,298.15,100,1256.6,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABoVAt,CCCC[N+](C)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,tributylmethylammonium bis((trifluoromethyl)sulfonyl)imide,,,
hsQMK,0.9289,303.15,100,1252.5,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABoVAt,CCCC[N+](C)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,tributylmethylammonium bis((trifluoromethyl)sulfonyl)imide,,,
hsQMK,0.9289,308.15,100,1246.7,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABoVAt,CCCC[N+](C)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,tributylmethylammonium bis((trifluoromethyl)sulfonyl)imide,,,
hsQMK,0.9364,293.15,100,1260.8,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABoVAt,CCCC[N+](C)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,tributylmethylammonium bis((trifluoromethyl)sulfonyl)imide,,,
hsQMK,0.9364,298.15,100,1256,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABoVAt,CCCC[N+](C)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,tributylmethylammonium bis((trifluoromethyl)sulfonyl)imide,,,
hsQMK,0.9364,303.15,100,1252,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABoVAt,CCCC[N+](C)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,tributylmethylammonium bis((trifluoromethyl)sulfonyl)imide,,,
hsQMK,0.9364,308.15,100,1247.8,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABoVAt,CCCC[N+](C)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,tributylmethylammonium bis((trifluoromethyl)sulfonyl)imide,,,
hsQMK,1,293.15,100,1265.3,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABoVAt,CCCC[N+](C)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,tributylmethylammonium bis((trifluoromethyl)sulfonyl)imide,,,
hsQMK,1,298.15,100,1261.1,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABoVAt,CCCC[N+](C)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,tributylmethylammonium bis((trifluoromethyl)sulfonyl)imide,,,
hsQMK,1,303.15,100,1256.9,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABoVAt,CCCC[N+](C)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,tributylmethylammonium bis((trifluoromethyl)sulfonyl)imide,,,
hsQMK,1,308.15,100,1252.7,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABoVAt,CCCC[N+](C)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,tributylmethylammonium bis((trifluoromethyl)sulfonyl)imide,,,
