setid,"Temperature, K",Mole fraction of propylene carbonate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
BELmL,303.15,0.3778,101,1227.52,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,303.15,0.4859,101,1224.71,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,303.15,0.5725,101,1222.25,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,303.15,0.6971,101,1217.52,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,303.15,0.7812,101,1213.33,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,303.15,0.8427,101,1209.49,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,303.15,0.8893,101,1206.14,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,303.15,0.9259,101,1202.89,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,303.15,0.9554,101,1199.76,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,303.15,0.9797,101,1197.09,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,303.15,1,101,1194.23,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,308.15,0,101,1230.5,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,308.15,0.0266,101,1230.1,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,308.15,0.0513,101,1229.7,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,308.15,0.0755,101,1229.3,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,308.15,0.1231,101,1228.6,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,308.15,0.1825,101,1227.6,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,308.15,0.2548,101,1226.27,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,308.15,0.3178,101,1224.96,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,308.15,0.3778,101,1223.78,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,308.15,0.4859,101,1220.83,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,308.15,0.5725,101,1218.22,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,308.15,0.6971,101,1213.25,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,308.15,0.7812,101,1208.86,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,308.15,0.8427,101,1204.84,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,308.15,0.8893,101,1201.34,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,308.15,0.9259,101,1197.94,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,308.15,0.9554,101,1194.68,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,308.15,0.9797,101,1191.9,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,308.15,1,101,1188.91,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
