setid,"Temperature, K",Mole fraction of 1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
qAHTO,318.15,0.2,100,1299.8,Yambou et al. (2020),Density,Liquid,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
qAHTO,318.15,0.3,100,1318.6,Yambou et al. (2020),Density,Liquid,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
qAHTO,318.15,0.4,100,1335.6,Yambou et al. (2020),Density,Liquid,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
qAHTO,318.15,0.5,100,1352,Yambou et al. (2020),Density,Liquid,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
qAHTO,318.15,0.6,100,1379,Yambou et al. (2020),Density,Liquid,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
qAHTO,318.15,1,100,1424,Yambou et al. (2020),Density,Liquid,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
qAHTO,323.15,0,100,1261.8,Yambou et al. (2020),Density,Liquid,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
qAHTO,323.15,0.1,100,1274.7,Yambou et al. (2020),Density,Liquid,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
qAHTO,323.15,0.2,100,1295.9,Yambou et al. (2020),Density,Liquid,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
qAHTO,323.15,0.3,100,1314.5,Yambou et al. (2020),Density,Liquid,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
qAHTO,323.15,0.4,100,1331.6,Yambou et al. (2020),Density,Liquid,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
qAHTO,323.15,0.5,100,1347.9,Yambou et al. (2020),Density,Liquid,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
qAHTO,323.15,0.6,100,1374.7,Yambou et al. (2020),Density,Liquid,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
qAHTO,323.15,1,100,1419.5,Yambou et al. (2020),Density,Liquid,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
qAHTO,328.15,0,100,1258,Yambou et al. (2020),Density,Liquid,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
qAHTO,328.15,0.1,100,1270.7,Yambou et al. (2020),Density,Liquid,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
qAHTO,328.15,0.2,100,1291.9,Yambou et al. (2020),Density,Liquid,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
qAHTO,328.15,0.3,100,1310.5,Yambou et al. (2020),Density,Liquid,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
qAHTO,328.15,0.4,100,1327.5,Yambou et al. (2020),Density,Liquid,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
qAHTO,328.15,0.5,100,1343.7,Yambou et al. (2020),Density,Liquid,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
qAHTO,328.15,0.6,100,1370.4,Yambou et al. (2020),Density,Liquid,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
qAHTO,328.15,1,100,1415,Yambou et al. (2020),Density,Liquid,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
qAHTO,333.15,0,100,1254.3,Yambou et al. (2020),Density,Liquid,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
qAHTO,333.15,0.1,100,1266.8,Yambou et al. (2020),Density,Liquid,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
qAHTO,333.15,0.2,100,1287.9,Yambou et al. (2020),Density,Liquid,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
qAHTO,333.15,0.3,100,1306.5,Yambou et al. (2020),Density,Liquid,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
qAHTO,333.15,0.4,100,1323.4,Yambou et al. (2020),Density,Liquid,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
qAHTO,333.15,0.5,100,1339.5,Yambou et al. (2020),Density,Liquid,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
qAHTO,333.15,0.6,100,1366.1,Yambou et al. (2020),Density,Liquid,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
qAHTO,333.15,1,100,1410.5,Yambou et al. (2020),Density,Liquid,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
