setid,"MolaLity of 1-methyl-3-propylimidazolium bromide, mol/kg","Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
Gozsn,0.02,298.15,101,788.092,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
Gozsn,0.02,303.15,101,783.371,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
Gozsn,0.02,308.15,101,778.629,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
Gozsn,0.0298,288.15,101,798.217,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
Gozsn,0.0298,293.15,101,793.531,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
Gozsn,0.0298,298.15,101,788.831,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
Gozsn,0.0298,303.15,101,784.115,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
Gozsn,0.0298,308.15,101,779.377,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
Gozsn,0.0395,288.15,101,798.941,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
Gozsn,0.0395,293.15,101,794.254,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
Gozsn,0.0395,298.15,101,789.557,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
Gozsn,0.0395,303.15,101,784.842,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
Gozsn,0.0395,308.15,101,780.108,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
Gozsn,0.0489,288.15,101,799.637,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
Gozsn,0.0489,293.15,101,794.954,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
Gozsn,0.0489,298.15,101,790.257,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
Gozsn,0.0489,303.15,101,785.546,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
Gozsn,0.0489,308.15,101,780.816,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
Gozsn,0.0708,288.15,101,801.273,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
Gozsn,0.0708,293.15,101,796.593,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
Gozsn,0.0708,298.15,101,791.904,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
Gozsn,0.0708,303.15,101,787.198,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
Gozsn,0.0708,308.15,101,782.471,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
Gozsn,0.0792,288.15,101,801.884,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
Gozsn,0.0792,293.15,101,797.209,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
Gozsn,0.0792,298.15,101,792.519,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
Gozsn,0.0792,303.15,101,787.819,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
Gozsn,0.0792,308.15,101,783.095,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
Gozsn,0.1241,288.15,101,805.157,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
Gozsn,0.1241,293.15,101,800.492,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
Gozsn,0.1241,298.15,101,795.815,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
Gozsn,0.1241,303.15,101,791.122,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
Gozsn,0.1241,308.15,101,786.412,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
Gozsn,0.1506,288.15,101,807.071,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
Gozsn,0.1506,293.15,101,802.413,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
Gozsn,0.1506,298.15,101,797.739,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
Gozsn,0.1506,303.15,101,793.054,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
Gozsn,0.1506,308.15,101,788.347,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
Gozsn,0.1787,288.15,101,809.048,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
Gozsn,0.1787,293.15,101,804.393,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
Gozsn,0.1787,298.15,101,799.726,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
Gozsn,0.1787,303.15,101,795.045,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
Gozsn,0.1787,308.15,101,790.347,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
Gozsn,0.2016,288.15,101,810.675,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
Gozsn,0.2016,293.15,101,806.024,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
Gozsn,0.2016,298.15,101,801.363,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
Gozsn,0.2016,303.15,101,796.686,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
Gozsn,0.2016,308.15,101,791.99,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
Gozsn,0.2541,288.15,101,814.334,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
Gozsn,0.2541,293.15,101,809.692,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
Gozsn,0.2541,298.15,101,805.039,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
Gozsn,0.2541,303.15,101,800.375,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
Gozsn,0.2541,308.15,101,795.693,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
Gozsn,0.3101,288.15,101,818.162,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
Gozsn,0.3101,293.15,101,813.531,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
Gozsn,0.3101,298.15,101,808.89,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
Gozsn,0.3101,303.15,101,804.236,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
Gozsn,0.3101,308.15,101,799.563,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
