setid,Weight fraction of water,Solvent: Weight fraction of 1-butyl-3-methylimidazolium tetrafluoroborate,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
gDpVW,0.7,0.6,293.15,100,1077.2,Lu et al. (2019c),Density,Liquid,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAQdRr,C1CNCCN1,piperazine
gDpVW,0.7,0.6,303.15,100,1072.9,Lu et al. (2019c),Density,Liquid,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAQdRr,C1CNCCN1,piperazine
gDpVW,0.7,0.6,313.15,100,1063.3,Lu et al. (2019c),Density,Liquid,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAQdRr,C1CNCCN1,piperazine
gDpVW,0.7,0.6,323.15,100,1053.1,Lu et al. (2019c),Density,Liquid,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAQdRr,C1CNCCN1,piperazine
gDpVW,0.7,0.6,333.15,100,1047.9,Lu et al. (2019c),Density,Liquid,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAQdRr,C1CNCCN1,piperazine
gDpVW,0.7,0.7,293.15,100,1078.1,Lu et al. (2019c),Density,Liquid,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAQdRr,C1CNCCN1,piperazine
gDpVW,0.7,0.7,303.15,100,1075.1,Lu et al. (2019c),Density,Liquid,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAQdRr,C1CNCCN1,piperazine
gDpVW,0.7,0.7,313.15,100,1069.4,Lu et al. (2019c),Density,Liquid,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAQdRr,C1CNCCN1,piperazine
gDpVW,0.7,0.7,323.15,100,1065.5,Lu et al. (2019c),Density,Liquid,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAQdRr,C1CNCCN1,piperazine
gDpVW,0.7,0.7,333.15,100,1059.2,Lu et al. (2019c),Density,Liquid,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAQdRr,C1CNCCN1,piperazine
gDpVW,0.7,0.8,293.15,100,1079.7,Lu et al. (2019c),Density,Liquid,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAQdRr,C1CNCCN1,piperazine
gDpVW,0.7,0.8,303.15,100,1076.8,Lu et al. (2019c),Density,Liquid,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAQdRr,C1CNCCN1,piperazine
gDpVW,0.7,0.8,313.15,100,1071,Lu et al. (2019c),Density,Liquid,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAQdRr,C1CNCCN1,piperazine
gDpVW,0.7,0.8,323.15,100,1068.9,Lu et al. (2019c),Density,Liquid,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAQdRr,C1CNCCN1,piperazine
gDpVW,0.7,0.8,333.15,100,1062.2,Lu et al. (2019c),Density,Liquid,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAQdRr,C1CNCCN1,piperazine
gDpVW,0.7,0.9,293.15,100,1081.2,Lu et al. (2019c),Density,Liquid,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAQdRr,C1CNCCN1,piperazine
gDpVW,0.7,0.9,303.15,100,1078.3,Lu et al. (2019c),Density,Liquid,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAQdRr,C1CNCCN1,piperazine
gDpVW,0.7,0.9,313.15,100,1073.9,Lu et al. (2019c),Density,Liquid,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAQdRr,C1CNCCN1,piperazine
gDpVW,0.7,0.9,323.15,100,1071.2,Lu et al. (2019c),Density,Liquid,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAQdRr,C1CNCCN1,piperazine
gDpVW,0.7,0.9,333.15,100,1068.6,Lu et al. (2019c),Density,Liquid,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAQdRr,C1CNCCN1,piperazine
gDpVW,0.8,0.5,293.15,100,1045.6,Lu et al. (2019c),Density,Liquid,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAQdRr,C1CNCCN1,piperazine
gDpVW,0.8,0.5,303.15,100,1044.9,Lu et al. (2019c),Density,Liquid,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAQdRr,C1CNCCN1,piperazine
gDpVW,0.8,0.5,313.15,100,1043.5,Lu et al. (2019c),Density,Liquid,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAQdRr,C1CNCCN1,piperazine
gDpVW,0.8,0.5,323.15,100,1042.3,Lu et al. (2019c),Density,Liquid,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAQdRr,C1CNCCN1,piperazine
gDpVW,0.8,0.5,333.15,100,1041.2,Lu et al. (2019c),Density,Liquid,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAQdRr,C1CNCCN1,piperazine
gDpVW,0.8,0.6,293.15,100,1049.2,Lu et al. (2019c),Density,Liquid,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAQdRr,C1CNCCN1,piperazine
gDpVW,0.8,0.6,303.15,100,1047.7,Lu et al. (2019c),Density,Liquid,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAQdRr,C1CNCCN1,piperazine
gDpVW,0.8,0.6,313.15,100,1046.9,Lu et al. (2019c),Density,Liquid,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAQdRr,C1CNCCN1,piperazine
gDpVW,0.8,0.6,323.15,100,1044.6,Lu et al. (2019c),Density,Liquid,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAQdRr,C1CNCCN1,piperazine
gDpVW,0.8,0.6,333.15,100,1042.7,Lu et al. (2019c),Density,Liquid,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAQdRr,C1CNCCN1,piperazine
gDpVW,0.8,0.7,293.15,100,1053.2,Lu et al. (2019c),Density,Liquid,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAQdRr,C1CNCCN1,piperazine
gDpVW,0.8,0.7,303.15,100,1051.9,Lu et al. (2019c),Density,Liquid,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAQdRr,C1CNCCN1,piperazine
gDpVW,0.8,0.7,313.15,100,1050.8,Lu et al. (2019c),Density,Liquid,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAQdRr,C1CNCCN1,piperazine
gDpVW,0.8,0.7,323.15,100,1049.1,Lu et al. (2019c),Density,Liquid,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAQdRr,C1CNCCN1,piperazine
gDpVW,0.8,0.7,333.15,100,1047.9,Lu et al. (2019c),Density,Liquid,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAQdRr,C1CNCCN1,piperazine
gDpVW,0.8,0.8,293.15,100,1056,Lu et al. (2019c),Density,Liquid,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAQdRr,C1CNCCN1,piperazine
gDpVW,0.8,0.8,303.15,100,1055.6,Lu et al. (2019c),Density,Liquid,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAQdRr,C1CNCCN1,piperazine
gDpVW,0.8,0.8,313.15,100,1054.8,Lu et al. (2019c),Density,Liquid,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAQdRr,C1CNCCN1,piperazine
gDpVW,0.8,0.8,323.15,100,1053.1,Lu et al. (2019c),Density,Liquid,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAQdRr,C1CNCCN1,piperazine
gDpVW,0.8,0.8,333.15,100,1051.9,Lu et al. (2019c),Density,Liquid,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAQdRr,C1CNCCN1,piperazine
gDpVW,0.8,0.9,293.15,100,1058.2,Lu et al. (2019c),Density,Liquid,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAQdRr,C1CNCCN1,piperazine
gDpVW,0.8,0.9,303.15,100,1057.3,Lu et al. (2019c),Density,Liquid,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAQdRr,C1CNCCN1,piperazine
gDpVW,0.8,0.9,313.15,100,1056.1,Lu et al. (2019c),Density,Liquid,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAQdRr,C1CNCCN1,piperazine
gDpVW,0.8,0.9,323.15,100,1055.4,Lu et al. (2019c),Density,Liquid,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAQdRr,C1CNCCN1,piperazine
gDpVW,0.8,0.9,333.15,100,1053.1,Lu et al. (2019c),Density,Liquid,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAQdRr,C1CNCCN1,piperazine
gDpVW,0.9,0.5,293.15,100,1034.3,Lu et al. (2019c),Density,Liquid,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAQdRr,C1CNCCN1,piperazine
gDpVW,0.9,0.5,303.15,100,1033.8,Lu et al. (2019c),Density,Liquid,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAQdRr,C1CNCCN1,piperazine
gDpVW,0.9,0.5,313.15,100,1033,Lu et al. (2019c),Density,Liquid,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAQdRr,C1CNCCN1,piperazine
gDpVW,0.9,0.5,323.15,100,1032.6,Lu et al. (2019c),Density,Liquid,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAQdRr,C1CNCCN1,piperazine
gDpVW,0.9,0.5,333.15,100,1032,Lu et al. (2019c),Density,Liquid,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAQdRr,C1CNCCN1,piperazine
gDpVW,0.9,0.6,293.15,100,1039.1,Lu et al. (2019c),Density,Liquid,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAQdRr,C1CNCCN1,piperazine
gDpVW,0.9,0.6,303.15,100,1038.8,Lu et al. (2019c),Density,Liquid,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAQdRr,C1CNCCN1,piperazine
gDpVW,0.9,0.6,313.15,100,1037.5,Lu et al. (2019c),Density,Liquid,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAQdRr,C1CNCCN1,piperazine
gDpVW,0.9,0.6,323.15,100,1036.1,Lu et al. (2019c),Density,Liquid,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAQdRr,C1CNCCN1,piperazine
gDpVW,0.9,0.6,333.15,100,1035.2,Lu et al. (2019c),Density,Liquid,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAQdRr,C1CNCCN1,piperazine
gDpVW,0.9,0.7,293.15,100,1040.1,Lu et al. (2019c),Density,Liquid,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAQdRr,C1CNCCN1,piperazine
gDpVW,0.9,0.7,303.15,100,1039.6,Lu et al. (2019c),Density,Liquid,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAQdRr,C1CNCCN1,piperazine
gDpVW,0.9,0.7,313.15,100,1038.6,Lu et al. (2019c),Density,Liquid,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAQdRr,C1CNCCN1,piperazine
gDpVW,0.9,0.7,323.15,100,1037.3,Lu et al. (2019c),Density,Liquid,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAQdRr,C1CNCCN1,piperazine
gDpVW,0.9,0.7,333.15,100,1036.5,Lu et al. (2019c),Density,Liquid,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAQdRr,C1CNCCN1,piperazine
gDpVW,0.9,0.8,293.15,100,1041.8,Lu et al. (2019c),Density,Liquid,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAQdRr,C1CNCCN1,piperazine
gDpVW,0.9,0.8,303.15,100,1041.2,Lu et al. (2019c),Density,Liquid,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAQdRr,C1CNCCN1,piperazine
gDpVW,0.9,0.8,313.15,100,1040.7,Lu et al. (2019c),Density,Liquid,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAQdRr,C1CNCCN1,piperazine
gDpVW,0.9,0.8,323.15,100,1040.1,Lu et al. (2019c),Density,Liquid,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAQdRr,C1CNCCN1,piperazine
gDpVW,0.9,0.8,333.15,100,1038.8,Lu et al. (2019c),Density,Liquid,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAQdRr,C1CNCCN1,piperazine
gDpVW,0.9,0.9,293.15,100,1043.1,Lu et al. (2019c),Density,Liquid,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAQdRr,C1CNCCN1,piperazine
gDpVW,0.9,0.9,303.15,100,1042,Lu et al. (2019c),Density,Liquid,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAQdRr,C1CNCCN1,piperazine
gDpVW,0.9,0.9,313.15,100,1041.1,Lu et al. (2019c),Density,Liquid,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAQdRr,C1CNCCN1,piperazine
gDpVW,0.9,0.9,323.15,100,1040.8,Lu et al. (2019c),Density,Liquid,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAQdRr,C1CNCCN1,piperazine
gDpVW,0.9,0.9,333.15,100,1039.6,Lu et al. (2019c),Density,Liquid,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAQdRr,C1CNCCN1,piperazine
