setid,"Temperature, K","MolaLity of 4-decyl-4-methylmorpholinium tetrafluoroborate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
KIPIf,298.15,0.1422,100,1095.96,Marcinkowski et al. (2017),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
KIPIf,298.15,0.1742,100,1096.12,Marcinkowski et al. (2017),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
KIPIf,298.15,0.2079,100,1096.26,Marcinkowski et al. (2017),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
KIPIf,298.15,0.2641,100,1096.51,Marcinkowski et al. (2017),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
KIPIf,298.15,0.3228,100,1096.76,Marcinkowski et al. (2017),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
KIPIf,303.15,0,100,1090.24,Marcinkowski et al. (2017),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
KIPIf,303.15,0.0103,100,1090.31,Marcinkowski et al. (2017),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
KIPIf,303.15,0.0143,100,1090.33,Marcinkowski et al. (2017),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
KIPIf,303.15,0.0194,100,1090.36,Marcinkowski et al. (2017),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
KIPIf,303.15,0.0244,100,1090.39,Marcinkowski et al. (2017),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
KIPIf,303.15,0.0295,100,1090.42,Marcinkowski et al. (2017),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
KIPIf,303.15,0.039,100,1090.48,Marcinkowski et al. (2017),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
KIPIf,303.15,0.0595,100,1090.6,Marcinkowski et al. (2017),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
KIPIf,303.15,0.0803,100,1090.72,Marcinkowski et al. (2017),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
KIPIf,303.15,0.1007,100,1090.84,Marcinkowski et al. (2017),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
KIPIf,303.15,0.1422,100,1091.07,Marcinkowski et al. (2017),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
KIPIf,303.15,0.1742,100,1091.24,Marcinkowski et al. (2017),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
KIPIf,303.15,0.2079,100,1091.41,Marcinkowski et al. (2017),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
KIPIf,303.15,0.2641,100,1091.69,Marcinkowski et al. (2017),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
KIPIf,303.15,0.3228,100,1091.97,Marcinkowski et al. (2017),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
KIPIf,308.15,0,100,1085.23,Marcinkowski et al. (2017),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
KIPIf,308.15,0.0103,100,1085.3,Marcinkowski et al. (2017),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
KIPIf,308.15,0.0143,100,1085.33,Marcinkowski et al. (2017),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
KIPIf,308.15,0.0194,100,1085.37,Marcinkowski et al. (2017),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
KIPIf,308.15,0.0244,100,1085.4,Marcinkowski et al. (2017),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
KIPIf,308.15,0.0295,100,1085.44,Marcinkowski et al. (2017),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
KIPIf,308.15,0.039,100,1085.5,Marcinkowski et al. (2017),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
KIPIf,308.15,0.0595,100,1085.64,Marcinkowski et al. (2017),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
KIPIf,308.15,0.0803,100,1085.78,Marcinkowski et al. (2017),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
KIPIf,308.15,0.1007,100,1085.91,Marcinkowski et al. (2017),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
KIPIf,308.15,0.1422,100,1086.16,Marcinkowski et al. (2017),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
KIPIf,308.15,0.1742,100,1086.36,Marcinkowski et al. (2017),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
KIPIf,308.15,0.2079,100,1086.55,Marcinkowski et al. (2017),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
KIPIf,308.15,0.2641,100,1086.87,Marcinkowski et al. (2017),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
KIPIf,308.15,0.3228,100,1087.18,Marcinkowski et al. (2017),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
KIPIf,313.15,0,100,1080.2,Marcinkowski et al. (2017),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
KIPIf,313.15,0.0103,100,1080.29,Marcinkowski et al. (2017),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
KIPIf,313.15,0.0143,100,1080.32,Marcinkowski et al. (2017),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
KIPIf,313.15,0.0194,100,1080.36,Marcinkowski et al. (2017),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
KIPIf,313.15,0.0244,100,1080.4,Marcinkowski et al. (2017),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
KIPIf,313.15,0.0295,100,1080.44,Marcinkowski et al. (2017),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
KIPIf,313.15,0.039,100,1080.51,Marcinkowski et al. (2017),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
KIPIf,313.15,0.0595,100,1080.67,Marcinkowski et al. (2017),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
KIPIf,313.15,0.0803,100,1080.82,Marcinkowski et al. (2017),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
KIPIf,313.15,0.1007,100,1080.97,Marcinkowski et al. (2017),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
KIPIf,313.15,0.1422,100,1081.25,Marcinkowski et al. (2017),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
KIPIf,313.15,0.1742,100,1081.47,Marcinkowski et al. (2017),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
KIPIf,313.15,0.2079,100,1081.68,Marcinkowski et al. (2017),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
KIPIf,313.15,0.2641,100,1082.04,Marcinkowski et al. (2017),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
KIPIf,313.15,0.3228,100,1082.39,Marcinkowski et al. (2017),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
KIPIf,318.15,0,100,1075.18,Marcinkowski et al. (2017),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
KIPIf,318.15,0.0103,100,1075.28,Marcinkowski et al. (2017),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
KIPIf,318.15,0.0143,100,1075.31,Marcinkowski et al. (2017),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
KIPIf,318.15,0.0194,100,1075.36,Marcinkowski et al. (2017),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
KIPIf,318.15,0.0244,100,1075.4,Marcinkowski et al. (2017),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
KIPIf,318.15,0.0295,100,1075.44,Marcinkowski et al. (2017),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
KIPIf,318.15,0.039,100,1075.53,Marcinkowski et al. (2017),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
KIPIf,318.15,0.0595,100,1075.7,Marcinkowski et al. (2017),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
KIPIf,318.15,0.0803,100,1075.87,Marcinkowski et al. (2017),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
KIPIf,318.15,0.1007,100,1076.03,Marcinkowski et al. (2017),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
KIPIf,318.15,0.1422,100,1076.35,Marcinkowski et al. (2017),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
KIPIf,318.15,0.1742,100,1076.59,Marcinkowski et al. (2017),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
KIPIf,318.15,0.2079,100,1076.82,Marcinkowski et al. (2017),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
KIPIf,318.15,0.2641,100,1077.22,Marcinkowski et al. (2017),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
KIPIf,318.15,0.3228,100,1077.6,Marcinkowski et al. (2017),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
KIPIf,328.15,0,100,1065.14,Marcinkowski et al. (2017),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
KIPIf,328.15,0.0103,100,1065.25,Marcinkowski et al. (2017),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
KIPIf,328.15,0.0143,100,1065.3,Marcinkowski et al. (2017),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
KIPIf,328.15,0.0194,100,1065.35,Marcinkowski et al. (2017),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
KIPIf,328.15,0.0244,100,1065.4,Marcinkowski et al. (2017),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
KIPIf,328.15,0.0295,100,1065.46,Marcinkowski et al. (2017),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
KIPIf,328.15,0.039,100,1065.55,Marcinkowski et al. (2017),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
KIPIf,328.15,0.0595,100,1065.76,Marcinkowski et al. (2017),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
KIPIf,328.15,0.0803,100,1065.96,Marcinkowski et al. (2017),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
KIPIf,328.15,0.1007,100,1066.15,Marcinkowski et al. (2017),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
KIPIf,328.15,0.1422,100,1066.53,Marcinkowski et al. (2017),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
KIPIf,328.15,0.1742,100,1066.82,Marcinkowski et al. (2017),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
KIPIf,328.15,0.2079,100,1067.1,Marcinkowski et al. (2017),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
KIPIf,328.15,0.2641,100,1067.57,Marcinkowski et al. (2017),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
KIPIf,328.15,0.3228,100,1068.03,Marcinkowski et al. (2017),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,,,
