setid,"Temperature, K","MolaLity of 1,3-dimethylimidazolium methylsulfate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
PeSCL,298.15,0.6259,101,984.18,Shekaari and Mousavi (2010),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
PeSCL,308.15,0.0143,101,935.57,Shekaari and Mousavi (2010),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
PeSCL,308.15,0.0192,101,935.93,Shekaari and Mousavi (2010),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
PeSCL,308.15,0.0305,101,936.8,Shekaari and Mousavi (2010),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
PeSCL,308.15,0.0455,101,937.9,Shekaari and Mousavi (2010),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
PeSCL,308.15,0.06,101,938.95,Shekaari and Mousavi (2010),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
PeSCL,308.15,0.0821,101,940.49,Shekaari and Mousavi (2010),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
PeSCL,308.15,0.1125,101,942.64,Shekaari and Mousavi (2010),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
PeSCL,308.15,0.1679,101,946.48,Shekaari and Mousavi (2010),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
PeSCL,308.15,0.2459,101,951.8,Shekaari and Mousavi (2010),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
PeSCL,308.15,0.3069,101,955.78,Shekaari and Mousavi (2010),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
PeSCL,308.15,0.6259,101,975.15,Shekaari and Mousavi (2010),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
PeSCL,318.15,0.0143,101,925.94,Shekaari and Mousavi (2010),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
PeSCL,318.15,0.0192,101,926.32,Shekaari and Mousavi (2010),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
PeSCL,318.15,0.0305,101,927.22,Shekaari and Mousavi (2010),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
PeSCL,318.15,0.0455,101,928.37,Shekaari and Mousavi (2010),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
PeSCL,318.15,0.06,101,929.46,Shekaari and Mousavi (2010),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
PeSCL,318.15,0.0821,101,930.98,Shekaari and Mousavi (2010),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
PeSCL,318.15,0.1125,101,933.15,Shekaari and Mousavi (2010),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
PeSCL,318.15,0.1679,101,937.03,Shekaari and Mousavi (2010),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
PeSCL,318.15,0.2459,101,942.42,Shekaari and Mousavi (2010),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
PeSCL,318.15,0.3069,101,946.45,Shekaari and Mousavi (2010),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
PeSCL,318.15,0.6259,101,965.75,Shekaari and Mousavi (2010),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
PeSCL,328.15,0.0143,101,916.21,Shekaari and Mousavi (2010),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
PeSCL,328.15,0.0192,101,916.62,Shekaari and Mousavi (2010),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
PeSCL,328.15,0.0305,101,917.63,Shekaari and Mousavi (2010),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
PeSCL,328.15,0.0455,101,918.8,Shekaari and Mousavi (2010),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
PeSCL,328.15,0.06,101,919.9,Shekaari and Mousavi (2010),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
PeSCL,328.15,0.0821,101,921.44,Shekaari and Mousavi (2010),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
PeSCL,328.15,0.1125,101,923.55,Shekaari and Mousavi (2010),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
PeSCL,328.15,0.1679,101,927.44,Shekaari and Mousavi (2010),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
PeSCL,328.15,0.2459,101,932.69,Shekaari and Mousavi (2010),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
PeSCL,328.15,0.3069,101,936.8,Shekaari and Mousavi (2010),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
PeSCL,328.15,0.6259,101,956.63,Shekaari and Mousavi (2010),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
