setid,"Temperature, K",Mole fraction of 1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
Abmnd,313.15,0.3084,100,1060,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,313.15,0.4033,100,1100,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,313.15,0.5077,100,1134,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,313.15,0.6042,100,1159,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,313.15,0.7053,100,1181,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,313.15,0.8055,100,1198,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,313.15,0.9053,100,1213,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,313.15,1,100,1225,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,318.15,0,100,768,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,318.15,0.0561,100,854,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,318.15,0.1077,100,914,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,318.15,0.1523,100,956,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,318.15,0.2079,100,998,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,318.15,0.2537,100,1027,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,318.15,0.3084,100,1056,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,318.15,0.4033,100,1096,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,318.15,0.5077,100,1131,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,318.15,0.6042,100,1156,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,318.15,0.7053,100,1177,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,318.15,0.8055,100,1195,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,318.15,0.9053,100,1210,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,318.15,1,100,1221,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,323.15,0,100,763,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,323.15,0.0561,100,850,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,323.15,0.1077,100,910,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,323.15,0.1523,100,952,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,323.15,0.2079,100,995,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,323.15,0.2537,100,1024,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,323.15,0.3084,100,1053,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,323.15,0.4033,100,1093,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,323.15,0.5077,100,1127,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,323.15,0.6042,100,1153,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,323.15,0.7053,100,1174,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,323.15,0.8055,100,1192,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,323.15,0.9053,100,1207,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,323.15,1,100,1218,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,328.15,0,100,759,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,328.15,0.0561,100,846,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,328.15,0.1077,100,906,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,328.15,0.1523,100,948,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
