setid,"Temperature, K","MolaLity of tetra-sec-butyl ammonium bromide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
sHhAp,288.15,0.059796,74.7,1002,Moreno et al. (2015),Density,Liquid,AADYJk,O,water,ABJzCd,CCC(C)[N+](C(C)CC)(C(C)CC)C(C)CC.[Br-],tetra-sec-butyl ammonium bromide,,,
sHhAp,288.15,0.070274,74.7,1002.55,Moreno et al. (2015),Density,Liquid,AADYJk,O,water,ABJzCd,CCC(C)[N+](C(C)CC)(C(C)CC)C(C)CC.[Br-],tetra-sec-butyl ammonium bromide,,,
sHhAp,288.15,0.07997,74.7,1003.08,Moreno et al. (2015),Density,Liquid,AADYJk,O,water,ABJzCd,CCC(C)[N+](C(C)CC)(C(C)CC)C(C)CC.[Br-],tetra-sec-butyl ammonium bromide,,,
sHhAp,288.15,0.089844,74.7,1003.61,Moreno et al. (2015),Density,Liquid,AADYJk,O,water,ABJzCd,CCC(C)[N+](C(C)CC)(C(C)CC)C(C)CC.[Br-],tetra-sec-butyl ammonium bromide,,,
sHhAp,288.15,0.101799,74.7,1004.26,Moreno et al. (2015),Density,Liquid,AADYJk,O,water,ABJzCd,CCC(C)[N+](C(C)CC)(C(C)CC)C(C)CC.[Br-],tetra-sec-butyl ammonium bromide,,,
sHhAp,293.15,0.009699,74.7,998.653,Moreno et al. (2015),Density,Liquid,AADYJk,O,water,ABJzCd,CCC(C)[N+](C(C)CC)(C(C)CC)C(C)CC.[Br-],tetra-sec-butyl ammonium bromide,,,
sHhAp,293.15,0.019807,74.7,999.127,Moreno et al. (2015),Density,Liquid,AADYJk,O,water,ABJzCd,CCC(C)[N+](C(C)CC)(C(C)CC)C(C)CC.[Br-],tetra-sec-butyl ammonium bromide,,,
sHhAp,293.15,0.040663,74.7,1000.12,Moreno et al. (2015),Density,Liquid,AADYJk,O,water,ABJzCd,CCC(C)[N+](C(C)CC)(C(C)CC)C(C)CC.[Br-],tetra-sec-butyl ammonium bromide,,,
sHhAp,293.15,0.049825,74.7,1000.59,Moreno et al. (2015),Density,Liquid,AADYJk,O,water,ABJzCd,CCC(C)[N+](C(C)CC)(C(C)CC)C(C)CC.[Br-],tetra-sec-butyl ammonium bromide,,,
sHhAp,293.15,0.059796,74.7,1001.08,Moreno et al. (2015),Density,Liquid,AADYJk,O,water,ABJzCd,CCC(C)[N+](C(C)CC)(C(C)CC)C(C)CC.[Br-],tetra-sec-butyl ammonium bromide,,,
sHhAp,293.15,0.070274,74.7,1001.63,Moreno et al. (2015),Density,Liquid,AADYJk,O,water,ABJzCd,CCC(C)[N+](C(C)CC)(C(C)CC)C(C)CC.[Br-],tetra-sec-butyl ammonium bromide,,,
sHhAp,293.15,0.07997,74.7,1002.12,Moreno et al. (2015),Density,Liquid,AADYJk,O,water,ABJzCd,CCC(C)[N+](C(C)CC)(C(C)CC)C(C)CC.[Br-],tetra-sec-butyl ammonium bromide,,,
sHhAp,293.15,0.089844,74.7,1002.64,Moreno et al. (2015),Density,Liquid,AADYJk,O,water,ABJzCd,CCC(C)[N+](C(C)CC)(C(C)CC)C(C)CC.[Br-],tetra-sec-butyl ammonium bromide,,,
sHhAp,293.15,0.101799,74.7,1003.28,Moreno et al. (2015),Density,Liquid,AADYJk,O,water,ABJzCd,CCC(C)[N+](C(C)CC)(C(C)CC)C(C)CC.[Br-],tetra-sec-butyl ammonium bromide,,,
