setid,"Temperature, K",Mole fraction of 1-hexyl-3-methylimidazolium 4-nitropyrazolide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
fdfvU,295.15,0.5,100,1082.2,Fillion and Brennecke (2017),Density,Liquid,ACqwtJ,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,ABBlsi,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])c1cn[n-]c1,1-hexyl-3-methylimidazolium 4-nitropyrazolide,,,
fdfvU,295.15,0.749,100,1097.2,Fillion and Brennecke (2017),Density,Liquid,ACqwtJ,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,ABBlsi,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])c1cn[n-]c1,1-hexyl-3-methylimidazolium 4-nitropyrazolide,,,
fdfvU,298.15,0.25,100,1071,Fillion and Brennecke (2017),Density,Liquid,ACqwtJ,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,ABBlsi,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])c1cn[n-]c1,1-hexyl-3-methylimidazolium 4-nitropyrazolide,,,
fdfvU,298.15,0.5,100,1080.1,Fillion and Brennecke (2017),Density,Liquid,ACqwtJ,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,ABBlsi,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])c1cn[n-]c1,1-hexyl-3-methylimidazolium 4-nitropyrazolide,,,
fdfvU,298.15,0.749,100,1095.2,Fillion and Brennecke (2017),Density,Liquid,ACqwtJ,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,ABBlsi,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])c1cn[n-]c1,1-hexyl-3-methylimidazolium 4-nitropyrazolide,,,
fdfvU,303.15,0.25,100,1067.4,Fillion and Brennecke (2017),Density,Liquid,ACqwtJ,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,ABBlsi,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])c1cn[n-]c1,1-hexyl-3-methylimidazolium 4-nitropyrazolide,,,
fdfvU,303.15,0.5,100,1076.6,Fillion and Brennecke (2017),Density,Liquid,ACqwtJ,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,ABBlsi,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])c1cn[n-]c1,1-hexyl-3-methylimidazolium 4-nitropyrazolide,,,
fdfvU,303.15,0.749,100,1091.7,Fillion and Brennecke (2017),Density,Liquid,ACqwtJ,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,ABBlsi,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])c1cn[n-]c1,1-hexyl-3-methylimidazolium 4-nitropyrazolide,,,
fdfvU,308.15,0.25,100,1063.8,Fillion and Brennecke (2017),Density,Liquid,ACqwtJ,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,ABBlsi,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])c1cn[n-]c1,1-hexyl-3-methylimidazolium 4-nitropyrazolide,,,
fdfvU,308.15,0.5,100,1073.1,Fillion and Brennecke (2017),Density,Liquid,ACqwtJ,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,ABBlsi,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])c1cn[n-]c1,1-hexyl-3-methylimidazolium 4-nitropyrazolide,,,
fdfvU,308.15,0.749,100,1088.3,Fillion and Brennecke (2017),Density,Liquid,ACqwtJ,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,ABBlsi,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])c1cn[n-]c1,1-hexyl-3-methylimidazolium 4-nitropyrazolide,,,
fdfvU,313.15,0.25,100,1060.3,Fillion and Brennecke (2017),Density,Liquid,ACqwtJ,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,ABBlsi,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])c1cn[n-]c1,1-hexyl-3-methylimidazolium 4-nitropyrazolide,,,
fdfvU,313.15,0.5,100,1069.6,Fillion and Brennecke (2017),Density,Liquid,ACqwtJ,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,ABBlsi,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])c1cn[n-]c1,1-hexyl-3-methylimidazolium 4-nitropyrazolide,,,
fdfvU,313.15,0.749,100,1084.9,Fillion and Brennecke (2017),Density,Liquid,ACqwtJ,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,ABBlsi,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])c1cn[n-]c1,1-hexyl-3-methylimidazolium 4-nitropyrazolide,,,
fdfvU,318.15,0.25,100,1056.8,Fillion and Brennecke (2017),Density,Liquid,ACqwtJ,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,ABBlsi,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])c1cn[n-]c1,1-hexyl-3-methylimidazolium 4-nitropyrazolide,,,
fdfvU,318.15,0.5,100,1066.2,Fillion and Brennecke (2017),Density,Liquid,ACqwtJ,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,ABBlsi,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])c1cn[n-]c1,1-hexyl-3-methylimidazolium 4-nitropyrazolide,,,
fdfvU,318.15,0.749,100,1081.6,Fillion and Brennecke (2017),Density,Liquid,ACqwtJ,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,ABBlsi,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])c1cn[n-]c1,1-hexyl-3-methylimidazolium 4-nitropyrazolide,,,
fdfvU,323.15,0.25,100,1053.4,Fillion and Brennecke (2017),Density,Liquid,ACqwtJ,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,ABBlsi,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])c1cn[n-]c1,1-hexyl-3-methylimidazolium 4-nitropyrazolide,,,
fdfvU,323.15,0.5,100,1062.8,Fillion and Brennecke (2017),Density,Liquid,ACqwtJ,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,ABBlsi,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])c1cn[n-]c1,1-hexyl-3-methylimidazolium 4-nitropyrazolide,,,
fdfvU,323.15,0.749,100,1078.3,Fillion and Brennecke (2017),Density,Liquid,ACqwtJ,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,ABBlsi,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])c1cn[n-]c1,1-hexyl-3-methylimidazolium 4-nitropyrazolide,,,
fdfvU,328.15,0.25,100,1049.9,Fillion and Brennecke (2017),Density,Liquid,ACqwtJ,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,ABBlsi,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])c1cn[n-]c1,1-hexyl-3-methylimidazolium 4-nitropyrazolide,,,
fdfvU,328.15,0.5,100,1059.4,Fillion and Brennecke (2017),Density,Liquid,ACqwtJ,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,ABBlsi,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])c1cn[n-]c1,1-hexyl-3-methylimidazolium 4-nitropyrazolide,,,
fdfvU,328.15,0.749,100,1075,Fillion and Brennecke (2017),Density,Liquid,ACqwtJ,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,ABBlsi,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])c1cn[n-]c1,1-hexyl-3-methylimidazolium 4-nitropyrazolide,,,
fdfvU,333.15,0.25,100,1046.4,Fillion and Brennecke (2017),Density,Liquid,ACqwtJ,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,ABBlsi,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])c1cn[n-]c1,1-hexyl-3-methylimidazolium 4-nitropyrazolide,,,
fdfvU,333.15,0.5,100,1056,Fillion and Brennecke (2017),Density,Liquid,ACqwtJ,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,ABBlsi,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])c1cn[n-]c1,1-hexyl-3-methylimidazolium 4-nitropyrazolide,,,
fdfvU,333.15,0.749,100,1071.7,Fillion and Brennecke (2017),Density,Liquid,ACqwtJ,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,ABBlsi,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])c1cn[n-]c1,1-hexyl-3-methylimidazolium 4-nitropyrazolide,,,
fdfvU,338.15,0.25,100,1042.9,Fillion and Brennecke (2017),Density,Liquid,ACqwtJ,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,ABBlsi,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])c1cn[n-]c1,1-hexyl-3-methylimidazolium 4-nitropyrazolide,,,
fdfvU,338.15,0.5,100,1052.6,Fillion and Brennecke (2017),Density,Liquid,ACqwtJ,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,ABBlsi,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])c1cn[n-]c1,1-hexyl-3-methylimidazolium 4-nitropyrazolide,,,
fdfvU,338.15,0.749,100,1068.3,Fillion and Brennecke (2017),Density,Liquid,ACqwtJ,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,ABBlsi,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])c1cn[n-]c1,1-hexyl-3-methylimidazolium 4-nitropyrazolide,,,
fdfvU,343.15,0.25,100,1039.4,Fillion and Brennecke (2017),Density,Liquid,ACqwtJ,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,ABBlsi,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])c1cn[n-]c1,1-hexyl-3-methylimidazolium 4-nitropyrazolide,,,
fdfvU,343.15,0.5,100,1049.2,Fillion and Brennecke (2017),Density,Liquid,ACqwtJ,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,ABBlsi,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])c1cn[n-]c1,1-hexyl-3-methylimidazolium 4-nitropyrazolide,,,
fdfvU,343.15,0.749,100,1065,Fillion and Brennecke (2017),Density,Liquid,ACqwtJ,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,ABBlsi,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])c1cn[n-]c1,1-hexyl-3-methylimidazolium 4-nitropyrazolide,,,
fdfvU,348.15,0.25,100,1035.9,Fillion and Brennecke (2017),Density,Liquid,ACqwtJ,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,ABBlsi,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])c1cn[n-]c1,1-hexyl-3-methylimidazolium 4-nitropyrazolide,,,
fdfvU,348.15,0.5,100,1045.8,Fillion and Brennecke (2017),Density,Liquid,ACqwtJ,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,ABBlsi,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])c1cn[n-]c1,1-hexyl-3-methylimidazolium 4-nitropyrazolide,,,
fdfvU,348.15,0.749,100,1061.7,Fillion and Brennecke (2017),Density,Liquid,ACqwtJ,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,ABBlsi,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])c1cn[n-]c1,1-hexyl-3-methylimidazolium 4-nitropyrazolide,,,
fdfvU,353.15,0.25,100,1032.5,Fillion and Brennecke (2017),Density,Liquid,ACqwtJ,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,ABBlsi,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])c1cn[n-]c1,1-hexyl-3-methylimidazolium 4-nitropyrazolide,,,
fdfvU,353.15,0.5,100,1042.4,Fillion and Brennecke (2017),Density,Liquid,ACqwtJ,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,ABBlsi,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])c1cn[n-]c1,1-hexyl-3-methylimidazolium 4-nitropyrazolide,,,
fdfvU,353.15,0.749,100,1058.5,Fillion and Brennecke (2017),Density,Liquid,ACqwtJ,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,ABBlsi,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])c1cn[n-]c1,1-hexyl-3-methylimidazolium 4-nitropyrazolide,,,
