setid,Weight fraction of 2-(2-aminoethoxy)ethanol,Weight fraction of water,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
wOjmx,0.4976,0.1,328.15,101,1119.8,Ebrahiminejadhasanabadi et al. (2022),Density,Liquid,AAULXZ,NCCOCCO,2-(2-aminoethoxy)ethanol,AADYJk,O,water,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
wOjmx,0.4976,0.1,333.15,101,1115.7,Ebrahiminejadhasanabadi et al. (2022),Density,Liquid,AAULXZ,NCCOCCO,2-(2-aminoethoxy)ethanol,AADYJk,O,water,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
wOjmx,0.5116,0.3878,293.15,101,1076.4,Ebrahiminejadhasanabadi et al. (2022),Density,Liquid,AAULXZ,NCCOCCO,2-(2-aminoethoxy)ethanol,AADYJk,O,water,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
wOjmx,0.5116,0.3878,298.15,101,1072.8,Ebrahiminejadhasanabadi et al. (2022),Density,Liquid,AAULXZ,NCCOCCO,2-(2-aminoethoxy)ethanol,AADYJk,O,water,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
wOjmx,0.5116,0.3878,303.15,101,1069.1,Ebrahiminejadhasanabadi et al. (2022),Density,Liquid,AAULXZ,NCCOCCO,2-(2-aminoethoxy)ethanol,AADYJk,O,water,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
wOjmx,0.5116,0.3878,308.15,101,1065.4,Ebrahiminejadhasanabadi et al. (2022),Density,Liquid,AAULXZ,NCCOCCO,2-(2-aminoethoxy)ethanol,AADYJk,O,water,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
wOjmx,0.5116,0.3878,313.15,101,1061.7,Ebrahiminejadhasanabadi et al. (2022),Density,Liquid,AAULXZ,NCCOCCO,2-(2-aminoethoxy)ethanol,AADYJk,O,water,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
wOjmx,0.5116,0.3878,318.15,101,1057.9,Ebrahiminejadhasanabadi et al. (2022),Density,Liquid,AAULXZ,NCCOCCO,2-(2-aminoethoxy)ethanol,AADYJk,O,water,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
wOjmx,0.5116,0.3878,323.15,101,1054.1,Ebrahiminejadhasanabadi et al. (2022),Density,Liquid,AAULXZ,NCCOCCO,2-(2-aminoethoxy)ethanol,AADYJk,O,water,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
wOjmx,0.5116,0.3878,328.15,101,1050.2,Ebrahiminejadhasanabadi et al. (2022),Density,Liquid,AAULXZ,NCCOCCO,2-(2-aminoethoxy)ethanol,AADYJk,O,water,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
wOjmx,0.5116,0.3878,333.15,101,1046.3,Ebrahiminejadhasanabadi et al. (2022),Density,Liquid,AAULXZ,NCCOCCO,2-(2-aminoethoxy)ethanol,AADYJk,O,water,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
