setid,Mole fraction of acetophenone,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
YtpCf,0.3001,348.15,100,1312.4,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.3001,348.15,10000,1319.7,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.3001,348.15,15000,1323.4,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.3001,348.15,20000,1327,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.3001,348.15,25000,1330.4,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.3001,348.15,30000,1333.7,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.3001,348.15,35000,1336.8,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.3001,348.15,40000,1339.9,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.3001,348.15,45000,1342.8,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.3001,348.15,50000,1345.6,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.4001,298.15,100,1331.8,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.4001,298.15,10000,1338,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.4001,298.15,15000,1341,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.4001,298.15,20000,1344.1,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.4001,298.15,25000,1346.9,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.4001,298.15,30000,1349.7,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.4001,298.15,35000,1352.4,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.4001,298.15,40000,1355.1,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.4001,298.15,45000,1357.8,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.4001,298.15,50000,1360.4,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.4001,318.15,100,1314.6,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.4001,318.15,10000,1321.3,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.4001,318.15,15000,1324.7,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.4001,318.15,20000,1327.7,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.4001,318.15,25000,1330.7,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.4001,318.15,30000,1333.7,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.4001,318.15,35000,1336.5,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.4001,318.15,40000,1339.3,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.4001,318.15,45000,1342.1,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.4001,318.15,50000,1344.8,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.4001,348.15,100,1288.5,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.4001,348.15,10000,1295.8,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.4001,348.15,15000,1299.5,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.4001,348.15,20000,1303,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.4001,348.15,25000,1306.4,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.4001,348.15,30000,1309.6,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.4001,348.15,35000,1312.8,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.4001,348.15,40000,1315.8,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.4001,348.15,45000,1318.8,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.4001,348.15,50000,1321.6,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.5008,298.15,100,1303.8,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.5008,298.15,10000,1309.9,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.5008,298.15,15000,1312.8,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.5008,298.15,20000,1315.8,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.5008,298.15,25000,1318.5,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.5008,298.15,30000,1321.3,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.5008,298.15,35000,1324,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.5008,298.15,40000,1326.6,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.5008,298.15,45000,1329.3,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.5008,298.15,50000,1331.8,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.5008,318.15,100,1286.6,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.5008,318.15,10000,1293.1,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.5008,318.15,15000,1296.5,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.5008,318.15,20000,1299.5,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.5008,318.15,25000,1302.4,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.5008,318.15,30000,1305.4,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.5008,318.15,35000,1308.2,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.5008,318.15,40000,1310.9,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.5008,318.15,45000,1313.7,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.5008,318.15,50000,1316.3,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.5008,348.15,100,1260.2,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.5008,348.15,10000,1267.6,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.5008,348.15,15000,1271.2,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.5008,348.15,20000,1274.6,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.5008,348.15,25000,1277.9,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.5008,348.15,30000,1281.2,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.5008,348.15,35000,1284.3,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.5008,348.15,40000,1287.3,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.5008,348.15,45000,1290.3,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.5008,348.15,50000,1293.1,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.6001,298.15,100,1270.5,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.6001,298.15,10000,1276.6,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.6001,298.15,15000,1279.5,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.6001,298.15,20000,1282.5,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.6001,298.15,25000,1285.2,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.6001,298.15,30000,1287.9,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.6001,298.15,35000,1290.5,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.6001,298.15,40000,1293.2,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.6001,298.15,45000,1295.7,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.6001,298.15,50000,1298.2,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
