setid,"Temperature, K",Mole fraction of N-methyldiethanolamine,Mole fraction of guanidinium trifluoromethanesulfonate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
aWGeF,323.2,0.0715,0.0728,101,1058.4,Sairi et al. (2015),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AADYJk,O,water,AAoLEA,NC(N)=[NH2+].O=S(=O)([O-])C(F)(F)F,guanidinium trifluoromethanesulfonate
aWGeF,323.2,0.0931,0.03163,101,1040.4,Sairi et al. (2015),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AADYJk,O,water,AAoLEA,NC(N)=[NH2+].O=S(=O)([O-])C(F)(F)F,guanidinium trifluoromethanesulfonate
aWGeF,323.2,0.1168,0,101,1024.1,Sairi et al. (2015),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AADYJk,O,water,AAoLEA,NC(N)=[NH2+].O=S(=O)([O-])C(F)(F)F,guanidinium trifluoromethanesulfonate
aWGeF,323.2,0.1416,0.0347,101,1100.1,Sairi et al. (2015),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AADYJk,O,water,AAoLEA,NC(N)=[NH2+].O=S(=O)([O-])C(F)(F)F,guanidinium trifluoromethanesulfonate
aWGeF,323.2,0.1842,0.0903,101,1168.3,Sairi et al. (2015),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AADYJk,O,water,AAoLEA,NC(N)=[NH2+].O=S(=O)([O-])C(F)(F)F,guanidinium trifluoromethanesulfonate
aWGeF,333.2,0,0.0202,101,1062.3,Sairi et al. (2015),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AADYJk,O,water,AAoLEA,NC(N)=[NH2+].O=S(=O)([O-])C(F)(F)F,guanidinium trifluoromethanesulfonate
aWGeF,333.2,0,0.2073,101,1087.5,Sairi et al. (2015),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AADYJk,O,water,AAoLEA,NC(N)=[NH2+].O=S(=O)([O-])C(F)(F)F,guanidinium trifluoromethanesulfonate
aWGeF,333.2,0.0192,0,101,983.8,Sairi et al. (2015),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AADYJk,O,water,AAoLEA,NC(N)=[NH2+].O=S(=O)([O-])C(F)(F)F,guanidinium trifluoromethanesulfonate
aWGeF,333.2,0.0424,0.1297,101,1070.5,Sairi et al. (2015),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AADYJk,O,water,AAoLEA,NC(N)=[NH2+].O=S(=O)([O-])C(F)(F)F,guanidinium trifluoromethanesulfonate
aWGeF,333.2,0.0715,0.0728,101,1051.9,Sairi et al. (2015),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AADYJk,O,water,AAoLEA,NC(N)=[NH2+].O=S(=O)([O-])C(F)(F)F,guanidinium trifluoromethanesulfonate
aWGeF,333.2,0.0931,0.03163,101,1033.7,Sairi et al. (2015),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AADYJk,O,water,AAoLEA,NC(N)=[NH2+].O=S(=O)([O-])C(F)(F)F,guanidinium trifluoromethanesulfonate
aWGeF,333.2,0.1168,0,101,1016.9,Sairi et al. (2015),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AADYJk,O,water,AAoLEA,NC(N)=[NH2+].O=S(=O)([O-])C(F)(F)F,guanidinium trifluoromethanesulfonate
aWGeF,333.2,0.1416,0.0347,101,1092.4,Sairi et al. (2015),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AADYJk,O,water,AAoLEA,NC(N)=[NH2+].O=S(=O)([O-])C(F)(F)F,guanidinium trifluoromethanesulfonate
aWGeF,333.2,0.1842,0.0903,101,1160.3,Sairi et al. (2015),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AADYJk,O,water,AAoLEA,NC(N)=[NH2+].O=S(=O)([O-])C(F)(F)F,guanidinium trifluoromethanesulfonate
aWGeF,343.2,0,0.0202,101,1050.9,Sairi et al. (2015),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AADYJk,O,water,AAoLEA,NC(N)=[NH2+].O=S(=O)([O-])C(F)(F)F,guanidinium trifluoromethanesulfonate
aWGeF,343.2,0,0.2073,101,1080.8,Sairi et al. (2015),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AADYJk,O,water,AAoLEA,NC(N)=[NH2+].O=S(=O)([O-])C(F)(F)F,guanidinium trifluoromethanesulfonate
aWGeF,343.2,0.0192,0,101,977.9,Sairi et al. (2015),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AADYJk,O,water,AAoLEA,NC(N)=[NH2+].O=S(=O)([O-])C(F)(F)F,guanidinium trifluoromethanesulfonate
aWGeF,343.2,0.0424,0.1297,101,1063.7,Sairi et al. (2015),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AADYJk,O,water,AAoLEA,NC(N)=[NH2+].O=S(=O)([O-])C(F)(F)F,guanidinium trifluoromethanesulfonate
aWGeF,343.2,0.0715,0.0728,101,1045.1,Sairi et al. (2015),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AADYJk,O,water,AAoLEA,NC(N)=[NH2+].O=S(=O)([O-])C(F)(F)F,guanidinium trifluoromethanesulfonate
aWGeF,343.2,0.0931,0.03163,101,1026.6,Sairi et al. (2015),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AADYJk,O,water,AAoLEA,NC(N)=[NH2+].O=S(=O)([O-])C(F)(F)F,guanidinium trifluoromethanesulfonate
aWGeF,343.2,0.1168,0,101,1009.4,Sairi et al. (2015),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AADYJk,O,water,AAoLEA,NC(N)=[NH2+].O=S(=O)([O-])C(F)(F)F,guanidinium trifluoromethanesulfonate
aWGeF,343.2,0.1416,0.0347,101,1086.8,Sairi et al. (2015),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AADYJk,O,water,AAoLEA,NC(N)=[NH2+].O=S(=O)([O-])C(F)(F)F,guanidinium trifluoromethanesulfonate
aWGeF,343.2,0.1842,0.0903,101,1154.2,Sairi et al. (2015),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AADYJk,O,water,AAoLEA,NC(N)=[NH2+].O=S(=O)([O-])C(F)(F)F,guanidinium trifluoromethanesulfonate
aWGeF,353.2,0,0.0202,101,1043.2,Sairi et al. (2015),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AADYJk,O,water,AAoLEA,NC(N)=[NH2+].O=S(=O)([O-])C(F)(F)F,guanidinium trifluoromethanesulfonate
aWGeF,353.2,0,0.2073,101,1077.9,Sairi et al. (2015),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AADYJk,O,water,AAoLEA,NC(N)=[NH2+].O=S(=O)([O-])C(F)(F)F,guanidinium trifluoromethanesulfonate
aWGeF,353.2,0.0192,0,101,970.1,Sairi et al. (2015),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AADYJk,O,water,AAoLEA,NC(N)=[NH2+].O=S(=O)([O-])C(F)(F)F,guanidinium trifluoromethanesulfonate
aWGeF,353.2,0.0424,0.1297,101,1056.3,Sairi et al. (2015),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AADYJk,O,water,AAoLEA,NC(N)=[NH2+].O=S(=O)([O-])C(F)(F)F,guanidinium trifluoromethanesulfonate
aWGeF,353.2,0.0715,0.0728,101,1037.8,Sairi et al. (2015),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AADYJk,O,water,AAoLEA,NC(N)=[NH2+].O=S(=O)([O-])C(F)(F)F,guanidinium trifluoromethanesulfonate
aWGeF,353.2,0.0931,0.03163,101,1019.2,Sairi et al. (2015),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AADYJk,O,water,AAoLEA,NC(N)=[NH2+].O=S(=O)([O-])C(F)(F)F,guanidinium trifluoromethanesulfonate
aWGeF,353.2,0.1168,0,101,1001.7,Sairi et al. (2015),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AADYJk,O,water,AAoLEA,NC(N)=[NH2+].O=S(=O)([O-])C(F)(F)F,guanidinium trifluoromethanesulfonate
aWGeF,353.2,0.1416,0.0347,101,1079.1,Sairi et al. (2015),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AADYJk,O,water,AAoLEA,NC(N)=[NH2+].O=S(=O)([O-])C(F)(F)F,guanidinium trifluoromethanesulfonate
aWGeF,353.2,0.1842,0.0903,101,1146.5,Sairi et al. (2015),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AADYJk,O,water,AAoLEA,NC(N)=[NH2+].O=S(=O)([O-])C(F)(F)F,guanidinium trifluoromethanesulfonate
aWGeF,363.2,0,0.0202,101,1035,Sairi et al. (2015),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AADYJk,O,water,AAoLEA,NC(N)=[NH2+].O=S(=O)([O-])C(F)(F)F,guanidinium trifluoromethanesulfonate
aWGeF,363.2,0,0.2073,101,1075.9,Sairi et al. (2015),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AADYJk,O,water,AAoLEA,NC(N)=[NH2+].O=S(=O)([O-])C(F)(F)F,guanidinium trifluoromethanesulfonate
aWGeF,363.2,0.0192,0,101,962,Sairi et al. (2015),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AADYJk,O,water,AAoLEA,NC(N)=[NH2+].O=S(=O)([O-])C(F)(F)F,guanidinium trifluoromethanesulfonate
aWGeF,363.2,0.0424,0.1297,101,1046.9,Sairi et al. (2015),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AADYJk,O,water,AAoLEA,NC(N)=[NH2+].O=S(=O)([O-])C(F)(F)F,guanidinium trifluoromethanesulfonate
aWGeF,363.2,0.0715,0.0728,101,1030.2,Sairi et al. (2015),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AADYJk,O,water,AAoLEA,NC(N)=[NH2+].O=S(=O)([O-])C(F)(F)F,guanidinium trifluoromethanesulfonate
aWGeF,363.2,0.0931,0.03163,101,1011.4,Sairi et al. (2015),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AADYJk,O,water,AAoLEA,NC(N)=[NH2+].O=S(=O)([O-])C(F)(F)F,guanidinium trifluoromethanesulfonate
aWGeF,363.2,0.1168,0,101,993.5,Sairi et al. (2015),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AADYJk,O,water,AAoLEA,NC(N)=[NH2+].O=S(=O)([O-])C(F)(F)F,guanidinium trifluoromethanesulfonate
aWGeF,363.2,0.1416,0.0347,101,1070.9,Sairi et al. (2015),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AADYJk,O,water,AAoLEA,NC(N)=[NH2+].O=S(=O)([O-])C(F)(F)F,guanidinium trifluoromethanesulfonate
aWGeF,363.2,0.1842,0.0903,101,1138.3,Sairi et al. (2015),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AADYJk,O,water,AAoLEA,NC(N)=[NH2+].O=S(=O)([O-])C(F)(F)F,guanidinium trifluoromethanesulfonate
