setid,"Temperature, K","MolaLity of 1-butyl-3-methylimidazolium bromide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
hKhPj,313.15,0,101,1080.45,Wang et al. (2012c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
hKhPj,313.15,0.00489,101,1080.7,Wang et al. (2012c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
hKhPj,313.15,0.00769,101,1080.83,Wang et al. (2012c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
hKhPj,313.15,0.01069,101,1080.98,Wang et al. (2012c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
hKhPj,313.15,0.01325,101,1081.11,Wang et al. (2012c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
hKhPj,313.15,0.01542,101,1081.23,Wang et al. (2012c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
hKhPj,313.15,0.01934,101,1081.43,Wang et al. (2012c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
hKhPj,313.15,0.02264,101,1081.6,Wang et al. (2012c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
hKhPj,313.15,0.02575,101,1081.76,Wang et al. (2012c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
hKhPj,313.15,0.02845,101,1081.9,Wang et al. (2012c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
hKhPj,313.15,0.03154,101,1082.06,Wang et al. (2012c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
