setid,"MolaLity of 1-hexyl-3-methylimidazolium chloride, mol/kg","Solvent: MolaLity of N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine, mol/kg","Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
ohrEE,0.0394,0.0471,298.15,100,938.9,Shekaari et al. (2015a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ohrEE,0.0401,0.1327,298.15,100,941.5,Shekaari et al. (2015a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ohrEE,0.0422,0.091,298.15,100,940.4,Shekaari et al. (2015a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ohrEE,0.0451,0.1768,298.15,100,943.1,Shekaari et al. (2015a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ohrEE,0.0468,0,298.15,100,937.6,Shekaari et al. (2015a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ohrEE,0.06,0,298.15,100,938,Shekaari et al. (2015a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ohrEE,0.0637,0.091,298.15,100,941,Shekaari et al. (2015a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ohrEE,0.0653,0.1327,298.15,100,942.2,Shekaari et al. (2015a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ohrEE,0.0653,0.1768,298.15,100,943.7,Shekaari et al. (2015a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ohrEE,0.0657,0.0471,298.15,100,939.6,Shekaari et al. (2015a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ohrEE,0.0797,0,298.15,100,938.5,Shekaari et al. (2015a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ohrEE,0.0798,0.0471,298.15,100,939.9,Shekaari et al. (2015a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ohrEE,0.08,0.091,298.15,100,941.4,Shekaari et al. (2015a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ohrEE,0.0803,0.1768,298.15,100,944.1,Shekaari et al. (2015a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ohrEE,0.0876,0.1327,298.15,100,942.8,Shekaari et al. (2015a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ohrEE,0.1002,0,298.15,100,939,Shekaari et al. (2015a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ohrEE,0.1027,0.091,298.15,100,942,Shekaari et al. (2015a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ohrEE,0.1033,0.1327,298.15,100,943.2,Shekaari et al. (2015a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ohrEE,0.1044,0.0471,298.15,100,940.6,Shekaari et al. (2015a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ohrEE,0.1061,0.1768,298.15,100,944.8,Shekaari et al. (2015a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ohrEE,0.1214,0.091,298.15,100,942.5,Shekaari et al. (2015a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ohrEE,0.1216,0,298.15,100,939.5,Shekaari et al. (2015a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ohrEE,0.1241,0.1327,298.15,100,943.7,Shekaari et al. (2015a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ohrEE,0.1248,0.1768,298.15,100,945.3,Shekaari et al. (2015a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ohrEE,0.1268,0.0471,298.15,100,941.1,Shekaari et al. (2015a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ohrEE,0.1376,0.0471,298.15,100,941.4,Shekaari et al. (2015a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ohrEE,0.1392,0.091,298.15,100,943,Shekaari et al. (2015a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ohrEE,0.1403,0.1327,298.15,100,944.1,Shekaari et al. (2015a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ohrEE,0.141,0,298.15,100,940,Shekaari et al. (2015a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ohrEE,0.1419,0.1768,298.15,100,945.7,Shekaari et al. (2015a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ohrEE,0.1572,0.091,298.15,100,943.4,Shekaari et al. (2015a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ohrEE,0.1598,0.1768,298.15,100,946.1,Shekaari et al. (2015a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ohrEE,0.1613,0.1327,298.15,100,944.6,Shekaari et al. (2015a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ohrEE,0.1621,0,298.15,100,940.6,Shekaari et al. (2015a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ohrEE,0.1626,0.0471,298.15,100,942,Shekaari et al. (2015a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ohrEE,0.1781,0,298.15,100,941,Shekaari et al. (2015a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ohrEE,0.1798,0.0471,298.15,100,942.4,Shekaari et al. (2015a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ohrEE,0.1802,0.1327,298.15,100,945,Shekaari et al. (2015a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ohrEE,0.1842,0.091,298.15,100,944,Shekaari et al. (2015a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ohrEE,0.1879,0.1768,298.15,100,946.7,Shekaari et al. (2015a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ohrEE,0.1999,0.1327,298.15,100,945.4,Shekaari et al. (2015a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ohrEE,0.2005,0.091,298.15,100,944.4,Shekaari et al. (2015a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ohrEE,0.2012,0,298.15,100,941.5,Shekaari et al. (2015a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ohrEE,0.2058,0.0471,298.15,100,943,Shekaari et al. (2015a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ohrEE,0.2079,0.1768,298.15,100,947.1,Shekaari et al. (2015a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
