setid,Mole fraction of 1-butyl-3-methylimidazolium methyl sulfate,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
iXFVo,0.6053,308.15,100,1149.7,Bhanuprakash et al. (2020),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AAHueB,CC#N,acetonitrile,,,
iXFVo,0.6053,313.15,100,1146.1,Bhanuprakash et al. (2020),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AAHueB,CC#N,acetonitrile,,,
iXFVo,0.7116,298.15,100,1175.7,Bhanuprakash et al. (2020),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AAHueB,CC#N,acetonitrile,,,
iXFVo,0.7116,303.15,100,1172.2,Bhanuprakash et al. (2020),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AAHueB,CC#N,acetonitrile,,,
iXFVo,0.7116,308.15,100,1168.7,Bhanuprakash et al. (2020),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AAHueB,CC#N,acetonitrile,,,
iXFVo,0.7116,313.15,100,1165.1,Bhanuprakash et al. (2020),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AAHueB,CC#N,acetonitrile,,,
iXFVo,0.8165,298.15,100,1190.9,Bhanuprakash et al. (2020),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AAHueB,CC#N,acetonitrile,,,
iXFVo,0.8165,303.15,100,1187.5,Bhanuprakash et al. (2020),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AAHueB,CC#N,acetonitrile,,,
iXFVo,0.8165,308.15,100,1184,Bhanuprakash et al. (2020),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AAHueB,CC#N,acetonitrile,,,
iXFVo,0.8165,313.15,100,1180.6,Bhanuprakash et al. (2020),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AAHueB,CC#N,acetonitrile,,,
iXFVo,0.9056,298.15,100,1202,Bhanuprakash et al. (2020),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AAHueB,CC#N,acetonitrile,,,
iXFVo,0.9056,303.15,100,1198.6,Bhanuprakash et al. (2020),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AAHueB,CC#N,acetonitrile,,,
iXFVo,0.9056,308.15,100,1195.2,Bhanuprakash et al. (2020),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AAHueB,CC#N,acetonitrile,,,
iXFVo,0.9056,313.15,100,1191.8,Bhanuprakash et al. (2020),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AAHueB,CC#N,acetonitrile,,,
iXFVo,1,298.15,100,1212.1,Bhanuprakash et al. (2020),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AAHueB,CC#N,acetonitrile,,,
iXFVo,1,303.15,100,1208.7,Bhanuprakash et al. (2020),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AAHueB,CC#N,acetonitrile,,,
iXFVo,1,308.15,100,1205.4,Bhanuprakash et al. (2020),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AAHueB,CC#N,acetonitrile,,,
iXFVo,1,313.15,100,1202,Bhanuprakash et al. (2020),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AAHueB,CC#N,acetonitrile,,,
