setid,"Temperature, K","MolaLity of 1-butyl-3-methylimidazolium dicyanamide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
VVwgB,308.15,1.5166,101.3,847.71,Calvar et al. (2012c),Density,Liquid,AAONLE,CCC(C)O,butan-2-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
VVwgB,308.15,1.7824,101.3,854.81,Calvar et al. (2012c),Density,Liquid,AAONLE,CCC(C)O,butan-2-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
VVwgB,308.15,1.9503,101.3,859.09,Calvar et al. (2012c),Density,Liquid,AAONLE,CCC(C)O,butan-2-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
VVwgB,308.15,2.5233,101.3,872.28,Calvar et al. (2012c),Density,Liquid,AAONLE,CCC(C)O,butan-2-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
VVwgB,308.15,3.5596,101.3,891.67,Calvar et al. (2012c),Density,Liquid,AAONLE,CCC(C)O,butan-2-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
VVwgB,323.15,0.0516,101.3,783.23,Calvar et al. (2012c),Density,Liquid,AAONLE,CCC(C)O,butan-2-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
VVwgB,323.15,0.1009,101.3,785.57,Calvar et al. (2012c),Density,Liquid,AAONLE,CCC(C)O,butan-2-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
VVwgB,323.15,0.1501,101.3,787.88,Calvar et al. (2012c),Density,Liquid,AAONLE,CCC(C)O,butan-2-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
VVwgB,323.15,0.2081,101.3,790.47,Calvar et al. (2012c),Density,Liquid,AAONLE,CCC(C)O,butan-2-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
VVwgB,323.15,0.2579,101.3,792.68,Calvar et al. (2012c),Density,Liquid,AAONLE,CCC(C)O,butan-2-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
VVwgB,323.15,0.5079,101.3,802.8,Calvar et al. (2012c),Density,Liquid,AAONLE,CCC(C)O,butan-2-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
VVwgB,323.15,0.7631,101.3,812.32,Calvar et al. (2012c),Density,Liquid,AAONLE,CCC(C)O,butan-2-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
VVwgB,323.15,1.0156,101.3,820.86,Calvar et al. (2012c),Density,Liquid,AAONLE,CCC(C)O,butan-2-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
VVwgB,323.15,1.2668,101.3,828.79,Calvar et al. (2012c),Density,Liquid,AAONLE,CCC(C)O,butan-2-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
VVwgB,323.15,1.5166,101.3,836.09,Calvar et al. (2012c),Density,Liquid,AAONLE,CCC(C)O,butan-2-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
VVwgB,323.15,1.7824,101.3,843.35,Calvar et al. (2012c),Density,Liquid,AAONLE,CCC(C)O,butan-2-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
VVwgB,323.15,1.9503,101.3,847.71,Calvar et al. (2012c),Density,Liquid,AAONLE,CCC(C)O,butan-2-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
VVwgB,323.15,2.5233,101.3,861.18,Calvar et al. (2012c),Density,Liquid,AAONLE,CCC(C)O,butan-2-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
VVwgB,323.15,3.5596,101.3,880.92,Calvar et al. (2012c),Density,Liquid,AAONLE,CCC(C)O,butan-2-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
