setid,"Temperature, K","MolaLity of 1-ethyl-3-methylimidazolium hydrogen sulfate, mol/kg",Solvent: Weight fraction of lithium bromide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
ifDMp,298.15,0.1713,0.05,87,1045.3,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,298.15,0.1719,0.15,87,1127,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,298.15,0.1731,0.1,87,1085,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,298.15,0.2047,0.1,87,1087.2,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,298.15,0.205,0.15,87,1129.3,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,298.15,0.2055,0.05,87,1047.5,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,298.15,0.2389,0.05,87,1049.6,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,298.15,0.2391,0.1,87,1089.5,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,298.15,0.2405,0.15,87,1131.8,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,298.15,0.2727,0.15,87,1134,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,298.15,0.2729,0.05,87,1051.7,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,298.15,0.2733,0.1,87,1091.8,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,298.15,0.3037,0.05,87,1053.7,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,298.15,0.3042,0.15,87,1136.2,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,298.15,0.3064,0.1,87,1094,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,298.15,0.3359,0.1,87,1095.9,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,298.15,0.3372,0.05,87,1055.8,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,298.15,0.3372,0.15,87,1138.5,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,303.15,0.0359,0.15,87,1115,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,303.15,0.0362,0.1,87,1073.6,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,303.15,0.0366,0.05,87,1034.7,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,303.15,0.0677,0.1,87,1075.9,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,303.15,0.0682,0.05,87,1036.9,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,303.15,0.0685,0.15,87,1117.5,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,303.15,0.1013,0.15,87,1120,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,303.15,0.1026,0.05,87,1039.2,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,303.15,0.103,0.1,87,1078.4,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,303.15,0.1383,0.1,87,1080.9,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,303.15,0.1388,0.05,87,1041.5,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,303.15,0.1389,0.15,87,1122.8,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,303.15,0.1713,0.05,87,1043.6,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,303.15,0.1719,0.15,87,1125.1,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,303.15,0.1731,0.1,87,1083.2,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,303.15,0.2047,0.1,87,1085.3,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,303.15,0.205,0.15,87,1127.4,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,303.15,0.2055,0.05,87,1045.7,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,303.15,0.2389,0.05,87,1047.8,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,303.15,0.2391,0.1,87,1087.6,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,303.15,0.2405,0.15,87,1129.8,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,303.15,0.2727,0.15,87,1132,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,303.15,0.2729,0.05,87,1049.9,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,303.15,0.2733,0.1,87,1089.9,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,303.15,0.3037,0.05,87,1051.8,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,303.15,0.3042,0.15,87,1134.2,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,303.15,0.3064,0.1,87,1092,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,303.15,0.3359,0.1,87,1094,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,303.15,0.3372,0.05,87,1053.9,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,303.15,0.3372,0.15,87,1136.4,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,308.15,0.0359,0.15,87,1113,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,308.15,0.0362,0.1,87,1071.8,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,308.15,0.0366,0.05,87,1033,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
ifDMp,308.15,0.0677,0.1,87,1074,Rafiee and Frouzesh (2016c),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
