setid,"Solvent: MolaLity of sodium dodecyl sulfate, mol/kg","MolaLity of butan-1-ol, mol/kg","Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
XBtjG,0.0020056,0.72773,101,298.15,989.277,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.0020056,1.0083,101,298.15,986.574,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.0060261,0,101,298.15,997.357,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.0060261,0.10623,101,298.15,996.054,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.0060261,0.24765,101,298.15,994.419,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.0060261,0.33339,101,298.15,993.455,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.0060261,0.50542,101,298.15,991.608,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.0060261,0.68035,101,298.15,989.821,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.0060261,0.71806,101,298.15,989.439,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.0060261,0.8568,101,298.15,998.077,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.0060261,1.0363,101,298.15,986.312,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.019777,0,101,298.15,997.917,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.019777,0.067601,101,298.15,997.057,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.019777,0.12871,101,298.15,996.305,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.019777,0.23423,101,298.15,995.042,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.019777,0.31788,101,298.15,994.078,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.019777,0.41103,101,298.15,993.027,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.019777,0.56752,101,298.15,991.341,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.019777,0.79069,101,298.15,989.013,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.019777,0.92971,101,298.15,987.567,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.019777,1.1362,101,298.15,985.407,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.040517,0,101,298.15,998.725,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.040517,0.093095,101,298.15,997.517,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.040517,0.21492,101,298.15,996.011,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.040517,0.40252,101,298.15,993.803,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.040517,0.61339,101,298.15,991.444,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.040517,0.80417,101,298.15,989.386,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.040517,1.00073,101,298.15,987.27,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.040517,1.30492,101,298.15,983.88,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.040517,1.5652,101,298.15,980.754,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.11365,0,101,298.15,1001.45,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.11365,0.20343,101,298.15,998.714,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.11365,0.36508,101,298.15,996.645,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.11365,0.54631,101,298.15,994.421,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.11365,0.76617,101,298.15,991.819,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.11365,0.97986,101,298.15,989.349,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.11365,1.63849,101,298.15,981.653,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.11365,2.1392,101,298.15,975.707,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.11365,2.7133,101,298.15,969.036,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.211095,0,101,298.15,1005.05,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.211095,0.29274,101,298.15,1000.93,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.211095,0.57623,101,298.15,997.184,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.211095,0.78135,101,298.15,994.591,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.211095,1.13324,101,298.15,990.287,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.211095,1.71,101,298.15,983.314,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.211095,2.5295,101,298.15,973.65,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.211095,4.199,101,298.15,956.247,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.211095,6.7789,101,298.15,935.279,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.23895,0,101,298.15,1005.9,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.23895,0.081491,101,298.15,1004.71,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.23895,0.18903,101,298.15,1003.17,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.23895,0.28766,101,298.15,1001.79,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.23895,0.38541,101,298.15,1000.46,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.23895,0.56816,101,298.15,998.029,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.23895,0.82633,101,298.15,994.72,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.23895,1.2515,101,298.15,989.415,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.23895,1.6342,101,298.15,984.807,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.26258,0,101,298.15,1006.71,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.26258,0.20566,101,298.15,1003.72,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.26258,0.39309,101,298.15,1001.09,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.26258,0.59816,101,298.15,998.347,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.26258,0.8098,101,298.15,995.613,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.26258,0.95938,101,298.15,993.71,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.26258,1.51079,101,298.15,986.9,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.26258,1.8661,101,298.15,982.597,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.26258,2.3675,101,298.15,976.639,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.30138,0,101,298.15,1008.04,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.30138,0.20907,101,298.15,1004.95,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.30138,0.429,101,298.15,1001.84,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.30138,0.67476,101,298.15,998.516,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.30138,1.0573,101,298.15,993.585,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.30138,1.4769,101,298.15,988.313,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.30138,1.9502,101,298.15,982.517,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.30138,3.1062,101,298.15,969.237,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.30138,5.0217,101,298.15,950.671,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.30138,8.9183,101,298.15,923.409,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.30138,13.021,101,298.15,904.231,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.30138,23.877,101,298.15,875.069,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.30138,44.877,101,298.15,850.559,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.30138,68.926,101,298.15,837.756,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.30138,197.85,101,298.15,818.655,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.36352,0,101,298.15,1010.1,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.36352,0.24033,101,298.15,1006.47,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.36352,0.48711,101,298.15,1002.92,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.36352,0.73094,101,298.15,999.568,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.36352,1.01731,101,298.15,995.793,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.36352,1.50516,101,298.15,989.52,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.36352,1.91372,101,298.15,984.437,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
XBtjG,0.36352,2.9066,101,298.15,972.81,Roux-Desgranges et al. (1982),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
