setid,"Temperature, K",Solvent: Mole fraction of ethanol,"MolaLity of choline lactate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
sYhFg,298.15,0,0.0931,87.1,999.1,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,298.15,0,0.1201,87.1,999.8,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,298.15,0,0.1454,87.1,1000.5,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,298.15,0,0.175,87.1,1001.4,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,298.15,0.089,0,87.1,966.1,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,298.15,0.089,0.0306,87.1,966.8,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,298.15,0.089,0.0633,87.1,967.6,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,298.15,0.089,0.0892,87.1,968.2,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,298.15,0.089,0.1184,87.1,969,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,298.15,0.089,0.1515,87.1,969.9,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,298.15,0.089,0.1773,87.1,970.7,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,298.15,0.2811,0,87.1,910.4,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,298.15,0.2811,0.0296,87.1,911,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,298.15,0.2811,0.0546,87.1,911.6,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,298.15,0.2811,0.0874,87.1,912.4,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,298.15,0.2811,0.1183,87.1,913.2,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,298.15,0.2811,0.1461,87.1,913.9,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,298.15,0.2811,0.179,87.1,914.7,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,298.15,0.8895,0,87.1,792.1,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,298.15,0.8895,0.0296,87.1,792.7,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,298.15,0.8895,0.0546,87.1,793.2,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,298.15,0.8895,0.0874,87.1,794,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,298.15,0.8895,0.1183,87.1,795.7,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,298.15,0.8895,0.1461,87.1,795.4,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,298.15,0.8895,0.179,87.1,796.2,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,298.15,1,0,87.1,785.5,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,298.15,1,0.0409,87.1,786.3,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,298.15,1,0.0587,87.1,786.8,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,298.15,1,0.0936,87.1,787.7,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,298.15,1,0.1154,87.1,788.3,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,298.15,1,0.154,87.1,789.3,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,298.15,1,0.181,87.1,790,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,308.15,0,0,87.1,994,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,308.15,0,0.0308,87.1,994.6,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,308.15,0,0.0597,87.1,995.2,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,308.15,0,0.0931,87.1,997,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,308.15,0,0.1201,87.1,996.7,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,308.15,0,0.1454,87.1,997.3,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,308.15,0,0.175,87.1,998.1,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,308.15,0.089,0,87.1,962.1,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,308.15,0.089,0.0306,87.1,962.7,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,308.15,0.089,0.0633,87.1,963.5,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,308.15,0.089,0.0892,87.1,964.1,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,308.15,0.089,0.1184,87.1,964.9,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,308.15,0.089,0.1515,87.1,965.7,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,308.15,0.089,0.1773,87.1,966.4,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,308.15,0.2811,0,87.1,903.1,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,308.15,0.2811,0.0296,87.1,903.7,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,308.15,0.2811,0.0546,87.1,904.2,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,308.15,0.2811,0.0874,87.1,905.1,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,308.15,0.2811,0.1183,87.1,905.8,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,308.15,0.2811,0.1461,87.1,906.4,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,308.15,0.2811,0.179,87.1,907.2,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,308.15,0.8895,0,87.1,781.3,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,308.15,0.8895,0.0296,87.1,781.9,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,308.15,0.8895,0.0546,87.1,782.5,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,308.15,0.8895,0.0874,87.1,783.3,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,308.15,0.8895,0.1183,87.1,784,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,308.15,0.8895,0.1461,87.1,784.7,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,308.15,0.8895,0.179,87.1,785.4,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,308.15,1,0,87.1,776.7,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,308.15,1,0.0409,87.1,777.3,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,308.15,1,0.0587,87.1,777.8,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,308.15,1,0.0936,87.1,778.7,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,308.15,1,0.1154,87.1,779.3,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,308.15,1,0.154,87.1,780.3,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,308.15,1,0.181,87.1,781,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,318.15,0,0,87.1,990.1,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,318.15,0,0.0308,87.1,990.6,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,318.15,0,0.0597,87.1,991.2,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,318.15,0,0.0931,87.1,991.9,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,318.15,0,0.1201,87.1,992.5,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,318.15,0,0.1454,87.1,993.1,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,318.15,0,0.175,87.1,993.8,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,318.15,0.089,0,87.1,956.4,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,318.15,0.089,0.0306,87.1,957,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,318.15,0.089,0.0633,87.1,957.7,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,318.15,0.089,0.0892,87.1,958.4,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,318.15,0.089,0.1184,87.1,959,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,318.15,0.089,0.1515,87.1,959.8,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
sYhFg,318.15,0.089,0.1773,87.1,960.5,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AAIsrh,CCO,ethanol,AADYJk,O,water
