setid,"Solvent: MolaLity of 1-heptyl-3-methylimidazolium tetrafluoroborate, mol/kg","Temperature, K","MolaLity of L-aminosuccinic acid, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
goyqU,0,308.15,0.4997,100,1015.69,Gaba et al. (2022),Density,Liquid,AAZfqp,N[C@@H](CC(=O)O)C(=O)O,L-aminosuccinic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
goyqU,0,308.15,0.6982,100,1023.39,Gaba et al. (2022),Density,Liquid,AAZfqp,N[C@@H](CC(=O)O)C(=O)O,L-aminosuccinic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
goyqU,0,308.15,0.8988,100,1030.79,Gaba et al. (2022),Density,Liquid,AAZfqp,N[C@@H](CC(=O)O)C(=O)O,L-aminosuccinic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
goyqU,0,308.15,0.9992,100,1034.27,Gaba et al. (2022),Density,Liquid,AAZfqp,N[C@@H](CC(=O)O)C(=O)O,L-aminosuccinic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
goyqU,0.01,288.15,0,100,999.44,Gaba et al. (2022),Density,Liquid,AAZfqp,N[C@@H](CC(=O)O)C(=O)O,L-aminosuccinic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
goyqU,0.01,288.15,0.0999,100,1004.17,Gaba et al. (2022),Density,Liquid,AAZfqp,N[C@@H](CC(=O)O)C(=O)O,L-aminosuccinic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
goyqU,0.01,288.15,0.2992,100,1013.14,Gaba et al. (2022),Density,Liquid,AAZfqp,N[C@@H](CC(=O)O)C(=O)O,L-aminosuccinic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
goyqU,0.01,288.15,0.4988,100,1021.59,Gaba et al. (2022),Density,Liquid,AAZfqp,N[C@@H](CC(=O)O)C(=O)O,L-aminosuccinic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
goyqU,0.01,288.15,0.699,100,1029.59,Gaba et al. (2022),Density,Liquid,AAZfqp,N[C@@H](CC(=O)O)C(=O)O,L-aminosuccinic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
goyqU,0.01,288.15,0.8896,100,1036.76,Gaba et al. (2022),Density,Liquid,AAZfqp,N[C@@H](CC(=O)O)C(=O)O,L-aminosuccinic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
goyqU,0.01,288.15,0.9901,100,1040.42,Gaba et al. (2022),Density,Liquid,AAZfqp,N[C@@H](CC(=O)O)C(=O)O,L-aminosuccinic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
goyqU,0.01,298.15,0,100,997.37,Gaba et al. (2022),Density,Liquid,AAZfqp,N[C@@H](CC(=O)O)C(=O)O,L-aminosuccinic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
goyqU,0.01,298.15,0.0999,100,1001.98,Gaba et al. (2022),Density,Liquid,AAZfqp,N[C@@H](CC(=O)O)C(=O)O,L-aminosuccinic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
goyqU,0.01,298.15,0.2992,100,1010.78,Gaba et al. (2022),Density,Liquid,AAZfqp,N[C@@H](CC(=O)O)C(=O)O,L-aminosuccinic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
goyqU,0.01,298.15,0.4988,100,1019.05,Gaba et al. (2022),Density,Liquid,AAZfqp,N[C@@H](CC(=O)O)C(=O)O,L-aminosuccinic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
goyqU,0.01,298.15,0.699,100,1026.89,Gaba et al. (2022),Density,Liquid,AAZfqp,N[C@@H](CC(=O)O)C(=O)O,L-aminosuccinic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
goyqU,0.01,298.15,0.8896,100,1033.97,Gaba et al. (2022),Density,Liquid,AAZfqp,N[C@@H](CC(=O)O)C(=O)O,L-aminosuccinic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
goyqU,0.01,298.15,0.9901,100,1037.54,Gaba et al. (2022),Density,Liquid,AAZfqp,N[C@@H](CC(=O)O)C(=O)O,L-aminosuccinic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
goyqU,0.01,308.15,0,100,994.34,Gaba et al. (2022),Density,Liquid,AAZfqp,N[C@@H](CC(=O)O)C(=O)O,L-aminosuccinic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
goyqU,0.01,308.15,0.0999,100,998.88,Gaba et al. (2022),Density,Liquid,AAZfqp,N[C@@H](CC(=O)O)C(=O)O,L-aminosuccinic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
goyqU,0.01,308.15,0.2992,100,1007.54,Gaba et al. (2022),Density,Liquid,AAZfqp,N[C@@H](CC(=O)O)C(=O)O,L-aminosuccinic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
goyqU,0.01,308.15,0.4988,100,1015.71,Gaba et al. (2022),Density,Liquid,AAZfqp,N[C@@H](CC(=O)O)C(=O)O,L-aminosuccinic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
goyqU,0.01,308.15,0.699,100,1023.42,Gaba et al. (2022),Density,Liquid,AAZfqp,N[C@@H](CC(=O)O)C(=O)O,L-aminosuccinic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
goyqU,0.01,308.15,0.8896,100,1030.43,Gaba et al. (2022),Density,Liquid,AAZfqp,N[C@@H](CC(=O)O)C(=O)O,L-aminosuccinic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
goyqU,0.01,308.15,0.9901,100,1033.95,Gaba et al. (2022),Density,Liquid,AAZfqp,N[C@@H](CC(=O)O)C(=O)O,L-aminosuccinic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
goyqU,0.03,288.15,0,100,1000.15,Gaba et al. (2022),Density,Liquid,AAZfqp,N[C@@H](CC(=O)O)C(=O)O,L-aminosuccinic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
goyqU,0.03,288.15,0.0999,100,1004.92,Gaba et al. (2022),Density,Liquid,AAZfqp,N[C@@H](CC(=O)O)C(=O)O,L-aminosuccinic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
goyqU,0.03,288.15,0.2994,100,1013.93,Gaba et al. (2022),Density,Liquid,AAZfqp,N[C@@H](CC(=O)O)C(=O)O,L-aminosuccinic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
goyqU,0.03,288.15,0.4986,100,1022.42,Gaba et al. (2022),Density,Liquid,AAZfqp,N[C@@H](CC(=O)O)C(=O)O,L-aminosuccinic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
goyqU,0.03,288.15,0.6998,100,1030.38,Gaba et al. (2022),Density,Liquid,AAZfqp,N[C@@H](CC(=O)O)C(=O)O,L-aminosuccinic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
goyqU,0.03,288.15,0.8982,100,1037.79,Gaba et al. (2022),Density,Liquid,AAZfqp,N[C@@H](CC(=O)O)C(=O)O,L-aminosuccinic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
goyqU,0.03,288.15,0.9972,100,1041.4,Gaba et al. (2022),Density,Liquid,AAZfqp,N[C@@H](CC(=O)O)C(=O)O,L-aminosuccinic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
goyqU,0.03,298.15,0,100,998.03,Gaba et al. (2022),Density,Liquid,AAZfqp,N[C@@H](CC(=O)O)C(=O)O,L-aminosuccinic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
goyqU,0.03,298.15,0.0999,100,1002.69,Gaba et al. (2022),Density,Liquid,AAZfqp,N[C@@H](CC(=O)O)C(=O)O,L-aminosuccinic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
goyqU,0.03,298.15,0.2994,100,1011.51,Gaba et al. (2022),Density,Liquid,AAZfqp,N[C@@H](CC(=O)O)C(=O)O,L-aminosuccinic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
goyqU,0.03,298.15,0.4986,100,1019.84,Gaba et al. (2022),Density,Liquid,AAZfqp,N[C@@H](CC(=O)O)C(=O)O,L-aminosuccinic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
goyqU,0.03,298.15,0.6998,100,1027.65,Gaba et al. (2022),Density,Liquid,AAZfqp,N[C@@H](CC(=O)O)C(=O)O,L-aminosuccinic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
goyqU,0.03,298.15,0.8982,100,1034.92,Gaba et al. (2022),Density,Liquid,AAZfqp,N[C@@H](CC(=O)O)C(=O)O,L-aminosuccinic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
goyqU,0.03,298.15,0.9972,100,1038.43,Gaba et al. (2022),Density,Liquid,AAZfqp,N[C@@H](CC(=O)O)C(=O)O,L-aminosuccinic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
goyqU,0.03,308.15,0,100,994.95,Gaba et al. (2022),Density,Liquid,AAZfqp,N[C@@H](CC(=O)O)C(=O)O,L-aminosuccinic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
goyqU,0.03,308.15,0.0999,100,999.53,Gaba et al. (2022),Density,Liquid,AAZfqp,N[C@@H](CC(=O)O)C(=O)O,L-aminosuccinic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
goyqU,0.03,308.15,0.2994,100,1008.26,Gaba et al. (2022),Density,Liquid,AAZfqp,N[C@@H](CC(=O)O)C(=O)O,L-aminosuccinic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
goyqU,0.03,308.15,0.4986,100,1016.42,Gaba et al. (2022),Density,Liquid,AAZfqp,N[C@@H](CC(=O)O)C(=O)O,L-aminosuccinic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
goyqU,0.03,308.15,0.6998,100,1024.15,Gaba et al. (2022),Density,Liquid,AAZfqp,N[C@@H](CC(=O)O)C(=O)O,L-aminosuccinic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
goyqU,0.03,308.15,0.8982,100,1031.26,Gaba et al. (2022),Density,Liquid,AAZfqp,N[C@@H](CC(=O)O)C(=O)O,L-aminosuccinic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
goyqU,0.03,308.15,0.9972,100,1034.58,Gaba et al. (2022),Density,Liquid,AAZfqp,N[C@@H](CC(=O)O)C(=O)O,L-aminosuccinic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
goyqU,0.05,288.15,0,100,1000.88,Gaba et al. (2022),Density,Liquid,AAZfqp,N[C@@H](CC(=O)O)C(=O)O,L-aminosuccinic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
goyqU,0.05,288.15,0.1003,100,1005.73,Gaba et al. (2022),Density,Liquid,AAZfqp,N[C@@H](CC(=O)O)C(=O)O,L-aminosuccinic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
goyqU,0.05,288.15,0.2996,100,1014.82,Gaba et al. (2022),Density,Liquid,AAZfqp,N[C@@H](CC(=O)O)C(=O)O,L-aminosuccinic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
goyqU,0.05,288.15,0.499,100,1023.31,Gaba et al. (2022),Density,Liquid,AAZfqp,N[C@@H](CC(=O)O)C(=O)O,L-aminosuccinic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
goyqU,0.05,288.15,0.6986,100,1031.23,Gaba et al. (2022),Density,Liquid,AAZfqp,N[C@@H](CC(=O)O)C(=O)O,L-aminosuccinic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
goyqU,0.05,288.15,0.8947,100,1038.52,Gaba et al. (2022),Density,Liquid,AAZfqp,N[C@@H](CC(=O)O)C(=O)O,L-aminosuccinic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
goyqU,0.05,288.15,0.9881,100,1041.85,Gaba et al. (2022),Density,Liquid,AAZfqp,N[C@@H](CC(=O)O)C(=O)O,L-aminosuccinic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
goyqU,0.05,298.15,0,100,998.7,Gaba et al. (2022),Density,Liquid,AAZfqp,N[C@@H](CC(=O)O)C(=O)O,L-aminosuccinic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
goyqU,0.05,298.15,0.1003,100,1003.43,Gaba et al. (2022),Density,Liquid,AAZfqp,N[C@@H](CC(=O)O)C(=O)O,L-aminosuccinic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
goyqU,0.05,298.15,0.2996,100,1012.31,Gaba et al. (2022),Density,Liquid,AAZfqp,N[C@@H](CC(=O)O)C(=O)O,L-aminosuccinic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
goyqU,0.05,298.15,0.499,100,1020.66,Gaba et al. (2022),Density,Liquid,AAZfqp,N[C@@H](CC(=O)O)C(=O)O,L-aminosuccinic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
goyqU,0.05,298.15,0.6986,100,1028.39,Gaba et al. (2022),Density,Liquid,AAZfqp,N[C@@H](CC(=O)O)C(=O)O,L-aminosuccinic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
goyqU,0.05,298.15,0.8947,100,1035.63,Gaba et al. (2022),Density,Liquid,AAZfqp,N[C@@H](CC(=O)O)C(=O)O,L-aminosuccinic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
goyqU,0.05,298.15,0.9881,100,1038.85,Gaba et al. (2022),Density,Liquid,AAZfqp,N[C@@H](CC(=O)O)C(=O)O,L-aminosuccinic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
goyqU,0.05,308.15,0,100,995.56,Gaba et al. (2022),Density,Liquid,AAZfqp,N[C@@H](CC(=O)O)C(=O)O,L-aminosuccinic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
goyqU,0.05,308.15,0.1003,100,1000.23,Gaba et al. (2022),Density,Liquid,AAZfqp,N[C@@H](CC(=O)O)C(=O)O,L-aminosuccinic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
goyqU,0.05,308.15,0.2996,100,1008.95,Gaba et al. (2022),Density,Liquid,AAZfqp,N[C@@H](CC(=O)O)C(=O)O,L-aminosuccinic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
goyqU,0.05,308.15,0.499,100,1017.21,Gaba et al. (2022),Density,Liquid,AAZfqp,N[C@@H](CC(=O)O)C(=O)O,L-aminosuccinic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
goyqU,0.05,308.15,0.6986,100,1024.85,Gaba et al. (2022),Density,Liquid,AAZfqp,N[C@@H](CC(=O)O)C(=O)O,L-aminosuccinic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
goyqU,0.05,308.15,0.8947,100,1032,Gaba et al. (2022),Density,Liquid,AAZfqp,N[C@@H](CC(=O)O)C(=O)O,L-aminosuccinic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
goyqU,0.05,308.15,0.9881,100,1035.25,Gaba et al. (2022),Density,Liquid,AAZfqp,N[C@@H](CC(=O)O)C(=O)O,L-aminosuccinic acid,AAzdjR,CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-heptyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
