setid,"Mole fraction of 3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide","Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
HZSsj,0.4997,323.15,100,1418.9,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.4997,328.15,100,1415,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.4997,333.15,100,1411.1,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.4997,338.15,100,1407.3,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.4997,343.15,100,1403.5,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.6003,288.15,100,1469.2,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.6003,293.15,100,1465,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.6003,298.15,100,1461,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.6003,303.15,100,1456.9,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.6003,308.15,100,1452.9,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.6003,313.15,100,1448.8,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.6003,318.15,100,1444.7,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.6003,323.15,100,1440.7,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.6003,328.15,100,1436.7,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.6003,333.15,100,1432.8,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.6003,338.15,100,1428.8,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.6003,343.15,100,1425,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.7001,288.15,100,1487.2,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.7001,293.15,100,1482.9,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.7001,298.15,100,1478.8,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.7001,303.15,100,1474.5,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.7001,308.15,100,1470.3,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.7001,313.15,100,1466.2,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.7001,318.15,100,1462,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.7001,323.15,100,1457.8,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.7001,328.15,100,1453.6,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.7001,333.15,100,1449.6,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.7001,338.15,100,1445.5,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.7001,343.15,100,1441.5,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.8002,288.15,100,1501.9,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.8002,293.15,100,1497.5,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.8002,298.15,100,1493.2,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.8002,303.15,100,1488.7,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.8002,308.15,100,1484.4,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.8002,313.15,100,1480.2,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.8002,318.15,100,1475.8,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.8002,323.15,100,1471.6,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.8002,328.15,100,1467.2,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.8002,333.15,100,1463,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.8002,338.15,100,1458.8,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.8002,343.15,100,1454.7,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.9003,288.15,100,1513.9,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.9003,293.15,100,1509.4,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.9003,298.15,100,1504.9,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.9003,303.15,100,1500.3,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.9003,308.15,100,1495.9,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.9003,313.15,100,1491.6,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.9003,318.15,100,1487,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.9003,323.15,100,1482.7,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.9003,328.15,100,1478.2,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.9003,333.15,100,1473.9,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.9003,338.15,100,1469.5,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.9003,343.15,100,1465.3,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,1,288.15,100,1523.9,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,1,293.15,100,1519.2,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,1,298.15,100,1514.6,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,1,303.15,100,1510,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,1,308.15,100,1505.3,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,1,313.15,100,1500.9,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,1,318.15,100,1496.1,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,1,323.15,100,1491.7,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,1,328.15,100,1487,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,1,333.15,100,1482.6,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,1,338.15,100,1478.1,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,1,343.15,100,1473.8,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
