setid,"Temperature, K","Solvent: MolaLity of 1-butyl-3-methylimidazolium tetrafluoroborate, mol/kg","MolaLity of L-histidine, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
mssPn,303.15,0.06,0.095,100,1003.25,Sharma et al. (2020),Density,Liquid,AAdrVa,N[C@@H](Cc1c[nH]cn1)C(=O)O,L-histidine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
mssPn,308.15,0.02,0,100,994.1,Sharma et al. (2020),Density,Liquid,AAdrVa,N[C@@H](Cc1c[nH]cn1)C(=O)O,L-histidine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
mssPn,308.15,0.02,0.015,100,994.92,Sharma et al. (2020),Density,Liquid,AAdrVa,N[C@@H](Cc1c[nH]cn1)C(=O)O,L-histidine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
mssPn,308.15,0.02,0.025,100,995.47,Sharma et al. (2020),Density,Liquid,AAdrVa,N[C@@H](Cc1c[nH]cn1)C(=O)O,L-histidine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
mssPn,308.15,0.02,0.035,100,996.02,Sharma et al. (2020),Density,Liquid,AAdrVa,N[C@@H](Cc1c[nH]cn1)C(=O)O,L-histidine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
mssPn,308.15,0.02,0.045,100,996.56,Sharma et al. (2020),Density,Liquid,AAdrVa,N[C@@H](Cc1c[nH]cn1)C(=O)O,L-histidine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
mssPn,308.15,0.02,0.055,100,997.11,Sharma et al. (2020),Density,Liquid,AAdrVa,N[C@@H](Cc1c[nH]cn1)C(=O)O,L-histidine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
mssPn,308.15,0.02,0.065,100,997.66,Sharma et al. (2020),Density,Liquid,AAdrVa,N[C@@H](Cc1c[nH]cn1)C(=O)O,L-histidine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
mssPn,308.15,0.02,0.075,100,998.21,Sharma et al. (2020),Density,Liquid,AAdrVa,N[C@@H](Cc1c[nH]cn1)C(=O)O,L-histidine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
mssPn,308.15,0.02,0.085,100,998.76,Sharma et al. (2020),Density,Liquid,AAdrVa,N[C@@H](Cc1c[nH]cn1)C(=O)O,L-histidine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
mssPn,308.15,0.02,0.095,100,999.32,Sharma et al. (2020),Density,Liquid,AAdrVa,N[C@@H](Cc1c[nH]cn1)C(=O)O,L-histidine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
mssPn,308.15,0.04,0,100,995.55,Sharma et al. (2020),Density,Liquid,AAdrVa,N[C@@H](Cc1c[nH]cn1)C(=O)O,L-histidine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
mssPn,308.15,0.04,0.015,100,996.38,Sharma et al. (2020),Density,Liquid,AAdrVa,N[C@@H](Cc1c[nH]cn1)C(=O)O,L-histidine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
mssPn,308.15,0.04,0.025,100,996.93,Sharma et al. (2020),Density,Liquid,AAdrVa,N[C@@H](Cc1c[nH]cn1)C(=O)O,L-histidine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
mssPn,308.15,0.04,0.035,100,997.48,Sharma et al. (2020),Density,Liquid,AAdrVa,N[C@@H](Cc1c[nH]cn1)C(=O)O,L-histidine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
mssPn,308.15,0.04,0.045,100,998.03,Sharma et al. (2020),Density,Liquid,AAdrVa,N[C@@H](Cc1c[nH]cn1)C(=O)O,L-histidine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
mssPn,308.15,0.04,0.055,100,998.57,Sharma et al. (2020),Density,Liquid,AAdrVa,N[C@@H](Cc1c[nH]cn1)C(=O)O,L-histidine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
mssPn,308.15,0.04,0.065,100,999.11,Sharma et al. (2020),Density,Liquid,AAdrVa,N[C@@H](Cc1c[nH]cn1)C(=O)O,L-histidine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
mssPn,308.15,0.04,0.075,100,999.64,Sharma et al. (2020),Density,Liquid,AAdrVa,N[C@@H](Cc1c[nH]cn1)C(=O)O,L-histidine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
mssPn,308.15,0.04,0.085,100,1000.17,Sharma et al. (2020),Density,Liquid,AAdrVa,N[C@@H](Cc1c[nH]cn1)C(=O)O,L-histidine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
mssPn,308.15,0.04,0.095,100,1000.7,Sharma et al. (2020),Density,Liquid,AAdrVa,N[C@@H](Cc1c[nH]cn1)C(=O)O,L-histidine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
mssPn,308.15,0.06,0,100,996.23,Sharma et al. (2020),Density,Liquid,AAdrVa,N[C@@H](Cc1c[nH]cn1)C(=O)O,L-histidine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
mssPn,308.15,0.06,0.015,100,997.08,Sharma et al. (2020),Density,Liquid,AAdrVa,N[C@@H](Cc1c[nH]cn1)C(=O)O,L-histidine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
mssPn,308.15,0.06,0.025,100,997.64,Sharma et al. (2020),Density,Liquid,AAdrVa,N[C@@H](Cc1c[nH]cn1)C(=O)O,L-histidine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
mssPn,308.15,0.06,0.035,100,998.2,Sharma et al. (2020),Density,Liquid,AAdrVa,N[C@@H](Cc1c[nH]cn1)C(=O)O,L-histidine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
mssPn,308.15,0.06,0.045,100,998.76,Sharma et al. (2020),Density,Liquid,AAdrVa,N[C@@H](Cc1c[nH]cn1)C(=O)O,L-histidine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
mssPn,308.15,0.06,0.055,100,999.31,Sharma et al. (2020),Density,Liquid,AAdrVa,N[C@@H](Cc1c[nH]cn1)C(=O)O,L-histidine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
mssPn,308.15,0.06,0.065,100,999.86,Sharma et al. (2020),Density,Liquid,AAdrVa,N[C@@H](Cc1c[nH]cn1)C(=O)O,L-histidine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
mssPn,308.15,0.06,0.075,100,1000.4,Sharma et al. (2020),Density,Liquid,AAdrVa,N[C@@H](Cc1c[nH]cn1)C(=O)O,L-histidine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
mssPn,308.15,0.06,0.085,100,1000.95,Sharma et al. (2020),Density,Liquid,AAdrVa,N[C@@H](Cc1c[nH]cn1)C(=O)O,L-histidine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
mssPn,308.15,0.06,0.095,100,1001.49,Sharma et al. (2020),Density,Liquid,AAdrVa,N[C@@H](Cc1c[nH]cn1)C(=O)O,L-histidine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
mssPn,313.15,0.02,0,100,992.26,Sharma et al. (2020),Density,Liquid,AAdrVa,N[C@@H](Cc1c[nH]cn1)C(=O)O,L-histidine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
mssPn,313.15,0.02,0.015,100,993.06,Sharma et al. (2020),Density,Liquid,AAdrVa,N[C@@H](Cc1c[nH]cn1)C(=O)O,L-histidine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
mssPn,313.15,0.02,0.025,100,993.6,Sharma et al. (2020),Density,Liquid,AAdrVa,N[C@@H](Cc1c[nH]cn1)C(=O)O,L-histidine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
mssPn,313.15,0.02,0.035,100,994.13,Sharma et al. (2020),Density,Liquid,AAdrVa,N[C@@H](Cc1c[nH]cn1)C(=O)O,L-histidine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
mssPn,313.15,0.02,0.045,100,994.67,Sharma et al. (2020),Density,Liquid,AAdrVa,N[C@@H](Cc1c[nH]cn1)C(=O)O,L-histidine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
mssPn,313.15,0.02,0.055,100,995.21,Sharma et al. (2020),Density,Liquid,AAdrVa,N[C@@H](Cc1c[nH]cn1)C(=O)O,L-histidine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
mssPn,313.15,0.02,0.065,100,995.75,Sharma et al. (2020),Density,Liquid,AAdrVa,N[C@@H](Cc1c[nH]cn1)C(=O)O,L-histidine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
mssPn,313.15,0.02,0.075,100,996.29,Sharma et al. (2020),Density,Liquid,AAdrVa,N[C@@H](Cc1c[nH]cn1)C(=O)O,L-histidine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
mssPn,313.15,0.02,0.085,100,996.83,Sharma et al. (2020),Density,Liquid,AAdrVa,N[C@@H](Cc1c[nH]cn1)C(=O)O,L-histidine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
mssPn,313.15,0.02,0.095,100,997.37,Sharma et al. (2020),Density,Liquid,AAdrVa,N[C@@H](Cc1c[nH]cn1)C(=O)O,L-histidine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
mssPn,313.15,0.04,0,100,993.68,Sharma et al. (2020),Density,Liquid,AAdrVa,N[C@@H](Cc1c[nH]cn1)C(=O)O,L-histidine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
mssPn,313.15,0.04,0.015,100,994.5,Sharma et al. (2020),Density,Liquid,AAdrVa,N[C@@H](Cc1c[nH]cn1)C(=O)O,L-histidine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
mssPn,313.15,0.04,0.025,100,995.04,Sharma et al. (2020),Density,Liquid,AAdrVa,N[C@@H](Cc1c[nH]cn1)C(=O)O,L-histidine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
mssPn,313.15,0.04,0.035,100,995.58,Sharma et al. (2020),Density,Liquid,AAdrVa,N[C@@H](Cc1c[nH]cn1)C(=O)O,L-histidine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
mssPn,313.15,0.04,0.045,100,996.12,Sharma et al. (2020),Density,Liquid,AAdrVa,N[C@@H](Cc1c[nH]cn1)C(=O)O,L-histidine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
mssPn,313.15,0.04,0.055,100,996.65,Sharma et al. (2020),Density,Liquid,AAdrVa,N[C@@H](Cc1c[nH]cn1)C(=O)O,L-histidine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
mssPn,313.15,0.04,0.065,100,997.17,Sharma et al. (2020),Density,Liquid,AAdrVa,N[C@@H](Cc1c[nH]cn1)C(=O)O,L-histidine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
mssPn,313.15,0.04,0.075,100,997.7,Sharma et al. (2020),Density,Liquid,AAdrVa,N[C@@H](Cc1c[nH]cn1)C(=O)O,L-histidine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
mssPn,313.15,0.04,0.085,100,998.22,Sharma et al. (2020),Density,Liquid,AAdrVa,N[C@@H](Cc1c[nH]cn1)C(=O)O,L-histidine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
mssPn,313.15,0.04,0.095,100,998.74,Sharma et al. (2020),Density,Liquid,AAdrVa,N[C@@H](Cc1c[nH]cn1)C(=O)O,L-histidine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
mssPn,313.15,0.06,0,100,994.36,Sharma et al. (2020),Density,Liquid,AAdrVa,N[C@@H](Cc1c[nH]cn1)C(=O)O,L-histidine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
mssPn,313.15,0.06,0.015,100,995.2,Sharma et al. (2020),Density,Liquid,AAdrVa,N[C@@H](Cc1c[nH]cn1)C(=O)O,L-histidine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
mssPn,313.15,0.06,0.025,100,995.75,Sharma et al. (2020),Density,Liquid,AAdrVa,N[C@@H](Cc1c[nH]cn1)C(=O)O,L-histidine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
mssPn,313.15,0.06,0.035,100,996.3,Sharma et al. (2020),Density,Liquid,AAdrVa,N[C@@H](Cc1c[nH]cn1)C(=O)O,L-histidine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
mssPn,313.15,0.06,0.045,100,996.84,Sharma et al. (2020),Density,Liquid,AAdrVa,N[C@@H](Cc1c[nH]cn1)C(=O)O,L-histidine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
mssPn,313.15,0.06,0.055,100,997.38,Sharma et al. (2020),Density,Liquid,AAdrVa,N[C@@H](Cc1c[nH]cn1)C(=O)O,L-histidine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
mssPn,313.15,0.06,0.065,100,997.92,Sharma et al. (2020),Density,Liquid,AAdrVa,N[C@@H](Cc1c[nH]cn1)C(=O)O,L-histidine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
mssPn,313.15,0.06,0.075,100,998.46,Sharma et al. (2020),Density,Liquid,AAdrVa,N[C@@H](Cc1c[nH]cn1)C(=O)O,L-histidine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
mssPn,313.15,0.06,0.085,100,998.99,Sharma et al. (2020),Density,Liquid,AAdrVa,N[C@@H](Cc1c[nH]cn1)C(=O)O,L-histidine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
mssPn,313.15,0.06,0.095,100,999.52,Sharma et al. (2020),Density,Liquid,AAdrVa,N[C@@H](Cc1c[nH]cn1)C(=O)O,L-histidine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
mssPn,318.15,0.02,0,100,990.21,Sharma et al. (2020),Density,Liquid,AAdrVa,N[C@@H](Cc1c[nH]cn1)C(=O)O,L-histidine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
mssPn,318.15,0.02,0.015,100,991,Sharma et al. (2020),Density,Liquid,AAdrVa,N[C@@H](Cc1c[nH]cn1)C(=O)O,L-histidine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
mssPn,318.15,0.02,0.025,100,991.52,Sharma et al. (2020),Density,Liquid,AAdrVa,N[C@@H](Cc1c[nH]cn1)C(=O)O,L-histidine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
mssPn,318.15,0.02,0.035,100,992.05,Sharma et al. (2020),Density,Liquid,AAdrVa,N[C@@H](Cc1c[nH]cn1)C(=O)O,L-histidine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
mssPn,318.15,0.02,0.045,100,992.57,Sharma et al. (2020),Density,Liquid,AAdrVa,N[C@@H](Cc1c[nH]cn1)C(=O)O,L-histidine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
mssPn,318.15,0.02,0.055,100,993.1,Sharma et al. (2020),Density,Liquid,AAdrVa,N[C@@H](Cc1c[nH]cn1)C(=O)O,L-histidine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
mssPn,318.15,0.02,0.065,100,993.63,Sharma et al. (2020),Density,Liquid,AAdrVa,N[C@@H](Cc1c[nH]cn1)C(=O)O,L-histidine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
mssPn,318.15,0.02,0.075,100,994.16,Sharma et al. (2020),Density,Liquid,AAdrVa,N[C@@H](Cc1c[nH]cn1)C(=O)O,L-histidine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
mssPn,318.15,0.02,0.085,100,994.69,Sharma et al. (2020),Density,Liquid,AAdrVa,N[C@@H](Cc1c[nH]cn1)C(=O)O,L-histidine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
mssPn,318.15,0.02,0.095,100,995.21,Sharma et al. (2020),Density,Liquid,AAdrVa,N[C@@H](Cc1c[nH]cn1)C(=O)O,L-histidine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
mssPn,318.15,0.04,0,100,991.56,Sharma et al. (2020),Density,Liquid,AAdrVa,N[C@@H](Cc1c[nH]cn1)C(=O)O,L-histidine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
mssPn,318.15,0.04,0.015,100,992.36,Sharma et al. (2020),Density,Liquid,AAdrVa,N[C@@H](Cc1c[nH]cn1)C(=O)O,L-histidine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
mssPn,318.15,0.04,0.025,100,992.89,Sharma et al. (2020),Density,Liquid,AAdrVa,N[C@@H](Cc1c[nH]cn1)C(=O)O,L-histidine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
mssPn,318.15,0.04,0.035,100,993.42,Sharma et al. (2020),Density,Liquid,AAdrVa,N[C@@H](Cc1c[nH]cn1)C(=O)O,L-histidine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
mssPn,318.15,0.04,0.045,100,993.95,Sharma et al. (2020),Density,Liquid,AAdrVa,N[C@@H](Cc1c[nH]cn1)C(=O)O,L-histidine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
mssPn,318.15,0.04,0.055,100,994.47,Sharma et al. (2020),Density,Liquid,AAdrVa,N[C@@H](Cc1c[nH]cn1)C(=O)O,L-histidine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
mssPn,318.15,0.04,0.065,100,994.99,Sharma et al. (2020),Density,Liquid,AAdrVa,N[C@@H](Cc1c[nH]cn1)C(=O)O,L-histidine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
mssPn,318.15,0.04,0.075,100,995.5,Sharma et al. (2020),Density,Liquid,AAdrVa,N[C@@H](Cc1c[nH]cn1)C(=O)O,L-histidine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
mssPn,318.15,0.04,0.085,100,996.02,Sharma et al. (2020),Density,Liquid,AAdrVa,N[C@@H](Cc1c[nH]cn1)C(=O)O,L-histidine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
mssPn,318.15,0.04,0.095,100,996.53,Sharma et al. (2020),Density,Liquid,AAdrVa,N[C@@H](Cc1c[nH]cn1)C(=O)O,L-histidine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
mssPn,318.15,0.06,0,100,992.37,Sharma et al. (2020),Density,Liquid,AAdrVa,N[C@@H](Cc1c[nH]cn1)C(=O)O,L-histidine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
mssPn,318.15,0.06,0.015,100,993.19,Sharma et al. (2020),Density,Liquid,AAdrVa,N[C@@H](Cc1c[nH]cn1)C(=O)O,L-histidine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
mssPn,318.15,0.06,0.025,100,993.73,Sharma et al. (2020),Density,Liquid,AAdrVa,N[C@@H](Cc1c[nH]cn1)C(=O)O,L-histidine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
mssPn,318.15,0.06,0.035,100,994.27,Sharma et al. (2020),Density,Liquid,AAdrVa,N[C@@H](Cc1c[nH]cn1)C(=O)O,L-histidine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
mssPn,318.15,0.06,0.045,100,994.8,Sharma et al. (2020),Density,Liquid,AAdrVa,N[C@@H](Cc1c[nH]cn1)C(=O)O,L-histidine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
mssPn,318.15,0.06,0.055,100,995.34,Sharma et al. (2020),Density,Liquid,AAdrVa,N[C@@H](Cc1c[nH]cn1)C(=O)O,L-histidine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
mssPn,318.15,0.06,0.065,100,995.87,Sharma et al. (2020),Density,Liquid,AAdrVa,N[C@@H](Cc1c[nH]cn1)C(=O)O,L-histidine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
mssPn,318.15,0.06,0.075,100,996.39,Sharma et al. (2020),Density,Liquid,AAdrVa,N[C@@H](Cc1c[nH]cn1)C(=O)O,L-histidine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
mssPn,318.15,0.06,0.085,100,996.91,Sharma et al. (2020),Density,Liquid,AAdrVa,N[C@@H](Cc1c[nH]cn1)C(=O)O,L-histidine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
