setid,Mole fraction of 1-ethyl-3-methylimidazolium octyl sulfate,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
WWSWo,0.3555,281.1,100,1097.6,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.3555,282.1,100,1096.9,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.3555,283.1,100,1096.1,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.3555,283.1,100,1096.1,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.3555,283.1,100,1096.2,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.3555,288.1,100,1092.7,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.3555,293.1,100,1089.2,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.3555,298.1,100,1085.8,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.3555,298.1,100,1085.8,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.3555,303.1,100,1082.4,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.3555,308.1,100,1079,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.3555,313.1,100,1075.6,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.3555,318.1,100,1072.2,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.3555,323.1,100,1068.8,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.4108,269.6,100,1107.2,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.4108,270.1,100,1107,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.4108,270.6,100,1106.7,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.4108,271.1,100,1106.4,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
