setid,"Temperature, K",Mole fraction of butylammonium acetate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
uilbg,303.15,0.5666,101,968.34,Xu (2013),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AADYJk,O,water,,,
uilbg,303.15,0.7973,101,958.36,Xu (2013),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AADYJk,O,water,,,
uilbg,303.15,0.8972,101,955.83,Xu (2013),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AADYJk,O,water,,,
uilbg,303.15,1,101,953.33,Xu (2013),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AADYJk,O,water,,,
uilbg,308.15,0.031,101,999.87,Xu (2013),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AADYJk,O,water,,,
uilbg,308.15,0.06,101,1006.52,Xu (2013),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AADYJk,O,water,,,
uilbg,308.15,0.0992,101,1004.62,Xu (2013),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AADYJk,O,water,,,
uilbg,308.15,0.2007,101,994.62,Xu (2013),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AADYJk,O,water,,,
uilbg,308.15,0.2999,101,984.17,Xu (2013),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AADYJk,O,water,,,
uilbg,308.15,0.4013,101,975.55,Xu (2013),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AADYJk,O,water,,,
uilbg,308.15,0.5004,101,968.58,Xu (2013),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AADYJk,O,water,,,
uilbg,308.15,0.5666,101,965.22,Xu (2013),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AADYJk,O,water,,,
uilbg,308.15,0.7973,101,955.23,Xu (2013),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AADYJk,O,water,,,
uilbg,308.15,0.8972,101,952.69,Xu (2013),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AADYJk,O,water,,,
uilbg,308.15,1,101,950.15,Xu (2013),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AADYJk,O,water,,,
uilbg,313.15,0.031,101,996.47,Xu (2013),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AADYJk,O,water,,,
uilbg,313.15,0.06,101,1003.14,Xu (2013),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AADYJk,O,water,,,
uilbg,313.15,0.0992,101,1001.29,Xu (2013),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AADYJk,O,water,,,
uilbg,313.15,0.2007,101,991.43,Xu (2013),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AADYJk,O,water,,,
uilbg,313.15,0.2999,101,981.07,Xu (2013),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AADYJk,O,water,,,
uilbg,313.15,0.4013,101,972.44,Xu (2013),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AADYJk,O,water,,,
uilbg,313.15,0.5004,101,965.54,Xu (2013),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AADYJk,O,water,,,
uilbg,313.15,0.5666,101,962.11,Xu (2013),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AADYJk,O,water,,,
uilbg,313.15,0.7973,101,952.09,Xu (2013),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AADYJk,O,water,,,
uilbg,313.15,0.8972,101,949.53,Xu (2013),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AADYJk,O,water,,,
uilbg,313.15,1,101,946.98,Xu (2013),Density,Liquid,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,AADYJk,O,water,,,
