setid,"Temperature, K","MolaLity of thiophene, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
FlJiP,293.15,0,101,1059.79,Shekaari et al. (2016b),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,,,
FlJiP,293.15,0.0241,101,1059.83,Shekaari et al. (2016b),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,,,
FlJiP,293.15,0.0674,101,1059.92,Shekaari et al. (2016b),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,,,
FlJiP,293.15,0.0927,101,1059.97,Shekaari et al. (2016b),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,,,
FlJiP,293.15,0.1351,101,1060.06,Shekaari et al. (2016b),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,,,
FlJiP,293.15,0.1854,101,1060.16,Shekaari et al. (2016b),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,,,
FlJiP,293.15,0.2329,101,1060.26,Shekaari et al. (2016b),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,,,
FlJiP,293.15,0.2865,101,1060.38,Shekaari et al. (2016b),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,,,
FlJiP,293.15,0.3194,101,1060.46,Shekaari et al. (2016b),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,,,
FlJiP,293.15,0.3505,101,1060.53,Shekaari et al. (2016b),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,,,
FlJiP,298.15,0,101,1056.85,Shekaari et al. (2016b),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,,,
FlJiP,298.15,0.0241,101,1056.87,Shekaari et al. (2016b),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,,,
FlJiP,298.15,0.0674,101,1056.93,Shekaari et al. (2016b),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,,,
FlJiP,298.15,0.0927,101,1056.96,Shekaari et al. (2016b),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,,,
FlJiP,298.15,0.1351,101,1057.02,Shekaari et al. (2016b),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,,,
FlJiP,298.15,0.1854,101,1057.09,Shekaari et al. (2016b),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,,,
FlJiP,298.15,0.2329,101,1057.16,Shekaari et al. (2016b),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,,,
FlJiP,298.15,0.2865,101,1057.25,Shekaari et al. (2016b),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,,,
FlJiP,298.15,0.3194,101,1057.31,Shekaari et al. (2016b),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,,,
FlJiP,298.15,0.3505,101,1057.36,Shekaari et al. (2016b),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,,,
FlJiP,303.15,0,101,1054.47,Shekaari et al. (2016b),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,,,
FlJiP,303.15,0.0241,101,1054.46,Shekaari et al. (2016b),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,,,
FlJiP,303.15,0.0674,101,1054.45,Shekaari et al. (2016b),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,,,
FlJiP,303.15,0.0927,101,1054.44,Shekaari et al. (2016b),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,,,
FlJiP,303.15,0.1351,101,1054.43,Shekaari et al. (2016b),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,,,
FlJiP,303.15,0.1854,101,1054.42,Shekaari et al. (2016b),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,,,
FlJiP,303.15,0.2329,101,1054.41,Shekaari et al. (2016b),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,,,
FlJiP,303.15,0.2865,101,1054.4,Shekaari et al. (2016b),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,,,
FlJiP,303.15,0.3194,101,1054.39,Shekaari et al. (2016b),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,,,
FlJiP,303.15,0.3505,101,1054.39,Shekaari et al. (2016b),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,,,
