setid,"Temperature, K","Mole fraction of 1,3-dichloro-2-propanol","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
HLSmU,298.15,0.9012,87,1329.6,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
HLSmU,298.15,0.9645,87,1346,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
HLSmU,298.15,1,87,1356.5,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
HLSmU,303.15,0,87,1233.1,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
HLSmU,303.15,0.0638,87,1235.7,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
HLSmU,303.15,0.1199,87,1238.3,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
HLSmU,303.15,0.2073,87,1243.4,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
HLSmU,303.15,0.2973,87,1249,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
HLSmU,303.15,0.3964,87,1256.2,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
HLSmU,303.15,0.505,87,1265.5,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
HLSmU,303.15,0.6616,87,1282.4,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
HLSmU,303.15,0.7527,87,1295.5,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
HLSmU,303.15,0.8236,87,1308.4,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
HLSmU,303.15,0.9012,87,1324.7,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
HLSmU,303.15,0.9645,87,1340.5,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
HLSmU,303.15,1,87,1350.5,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
HLSmU,308.15,0,87,1229.7,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
HLSmU,308.15,0.0638,87,1232.4,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
HLSmU,308.15,0.1199,87,1234.9,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
HLSmU,308.15,0.2073,87,1239.9,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
HLSmU,308.15,0.2973,87,1245.5,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
HLSmU,308.15,0.3964,87,1252.5,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
HLSmU,308.15,0.505,87,1261.5,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
HLSmU,308.15,0.6616,87,1278.2,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
HLSmU,308.15,0.7527,87,1291.2,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
HLSmU,308.15,0.8236,87,1304,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
HLSmU,308.15,0.9012,87,1319.7,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
HLSmU,308.15,0.9645,87,1335.3,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
HLSmU,308.15,1,87,1344.6,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
HLSmU,313.15,0,87,1226.4,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
HLSmU,313.15,0.0638,87,1229,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
HLSmU,313.15,0.1199,87,1231.6,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
HLSmU,313.15,0.2073,87,1236.4,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
HLSmU,313.15,0.2973,87,1241.9,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
HLSmU,313.15,0.3964,87,1248.7,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
HLSmU,313.15,0.505,87,1257.6,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
HLSmU,313.15,0.6616,87,1274,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
HLSmU,313.15,0.7527,87,1286.8,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
HLSmU,313.15,0.8236,87,1299.5,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
HLSmU,313.15,0.9012,87,1314.6,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
HLSmU,313.15,0.9645,87,1329.4,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
HLSmU,313.15,1,87,1338.6,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
HLSmU,318.15,0,87,1223,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
HLSmU,318.15,0.0638,87,1225.5,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
HLSmU,318.15,0.1199,87,1228.1,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
HLSmU,318.15,0.2073,87,1232.9,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
HLSmU,318.15,0.2973,87,1238.2,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
HLSmU,318.15,0.3964,87,1245.1,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
HLSmU,318.15,0.505,87,1253.9,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
HLSmU,318.15,0.6616,87,1270,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
HLSmU,318.15,0.7527,87,1282.3,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
HLSmU,318.15,0.8236,87,1294.6,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
HLSmU,318.15,0.9012,87,1309.6,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
HLSmU,318.15,0.9645,87,1323.7,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
HLSmU,318.15,1,87,1332.5,Rafiee and Frouzesh (2015a),Density,Liquid,AAYpPI,OC(CCl)CCl,"1,3-dichloro-2-propanol",AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
