setid,Mole fraction of tetraethylammonium tetrafluoroborate,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
atleZ,0.0499,323.15,100,819.4,Arkhipova et al. (2022c),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
atleZ,0.0499,328.15,100,814.4,Arkhipova et al. (2022c),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
atleZ,0.0499,333.15,100,809.5,Arkhipova et al. (2022c),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
atleZ,0.0499,338.15,100,804.7,Arkhipova et al. (2022c),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
atleZ,0.0499,343.15,100,799.4,Arkhipova et al. (2022c),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
atleZ,0.0499,348.15,100,794.2,Arkhipova et al. (2022c),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
atleZ,0.0698,293.15,100,870.7,Arkhipova et al. (2022c),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
atleZ,0.0698,298.15,100,865.9,Arkhipova et al. (2022c),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
atleZ,0.0698,303.15,100,861.2,Arkhipova et al. (2022c),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
atleZ,0.0698,308.15,100,856.4,Arkhipova et al. (2022c),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
atleZ,0.0698,313.15,100,851.7,Arkhipova et al. (2022c),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
atleZ,0.0698,318.15,100,846.8,Arkhipova et al. (2022c),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
atleZ,0.0698,323.15,100,841.7,Arkhipova et al. (2022c),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
atleZ,0.0698,328.15,100,837,Arkhipova et al. (2022c),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
atleZ,0.0698,333.15,100,832.2,Arkhipova et al. (2022c),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
atleZ,0.0698,338.15,100,827.5,Arkhipova et al. (2022c),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
atleZ,0.0698,343.15,100,822.4,Arkhipova et al. (2022c),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
atleZ,0.0698,348.15,100,817.4,Arkhipova et al. (2022c),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
atleZ,0.08,293.15,100,881.9,Arkhipova et al. (2022c),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
atleZ,0.08,298.15,100,877.2,Arkhipova et al. (2022c),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
atleZ,0.08,303.15,100,872.5,Arkhipova et al. (2022c),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
atleZ,0.08,308.15,100,867.8,Arkhipova et al. (2022c),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
atleZ,0.08,313.15,100,863.2,Arkhipova et al. (2022c),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
atleZ,0.08,318.15,100,858.3,Arkhipova et al. (2022c),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
atleZ,0.08,323.15,100,853.3,Arkhipova et al. (2022c),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
atleZ,0.08,328.15,100,848.6,Arkhipova et al. (2022c),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
atleZ,0.08,333.15,100,843.9,Arkhipova et al. (2022c),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
atleZ,0.08,338.15,100,839.3,Arkhipova et al. (2022c),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
atleZ,0.08,343.15,100,834.3,Arkhipova et al. (2022c),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
atleZ,0.08,348.15,100,829.4,Arkhipova et al. (2022c),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
atleZ,0.1,293.15,100,901.1,Arkhipova et al. (2022c),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
atleZ,0.1,298.15,100,896.6,Arkhipova et al. (2022c),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
atleZ,0.1,303.15,100,892,Arkhipova et al. (2022c),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
atleZ,0.1,308.15,100,887.4,Arkhipova et al. (2022c),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
atleZ,0.1,313.15,100,882.9,Arkhipova et al. (2022c),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
atleZ,0.1,318.15,100,878.2,Arkhipova et al. (2022c),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
atleZ,0.1,323.15,100,873.4,Arkhipova et al. (2022c),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
atleZ,0.1,328.15,100,868.8,Arkhipova et al. (2022c),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
atleZ,0.1,333.15,100,864.3,Arkhipova et al. (2022c),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
atleZ,0.1,338.15,100,859.9,Arkhipova et al. (2022c),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
atleZ,0.1,343.15,100,855,Arkhipova et al. (2022c),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
atleZ,0.1,348.15,100,850.2,Arkhipova et al. (2022c),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
atleZ,0.1101,293.15,100,910,Arkhipova et al. (2022c),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
atleZ,0.1101,298.15,100,905.5,Arkhipova et al. (2022c),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
atleZ,0.1101,303.15,100,901,Arkhipova et al. (2022c),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
atleZ,0.1101,308.15,100,896.5,Arkhipova et al. (2022c),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
atleZ,0.1101,313.15,100,892,Arkhipova et al. (2022c),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
atleZ,0.1101,318.15,100,887.1,Arkhipova et al. (2022c),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
atleZ,0.1101,323.15,100,882.6,Arkhipova et al. (2022c),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
atleZ,0.1101,328.15,100,878.1,Arkhipova et al. (2022c),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
atleZ,0.1101,333.15,100,873.6,Arkhipova et al. (2022c),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
atleZ,0.1101,338.15,100,869.3,Arkhipova et al. (2022c),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
atleZ,0.1101,343.15,100,864.4,Arkhipova et al. (2022c),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
atleZ,0.1101,348.15,100,859.6,Arkhipova et al. (2022c),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
