setid,"Temperature, K",Mole fraction of 1-(2-hydroxyethyl)pyridinium bromide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
cGZet,308.15,0.045,101,1126.8,Krolikowska et al. (2019a),Density,Liquid,AAnMlv,OCC[n+]1ccccc1.[Br-],1-(2-hydroxyethyl)pyridinium bromide,AADYJk,O,water,,,
cGZet,308.15,0.066,101,1172.2,Krolikowska et al. (2019a),Density,Liquid,AAnMlv,OCC[n+]1ccccc1.[Br-],1-(2-hydroxyethyl)pyridinium bromide,AADYJk,O,water,,,
cGZet,308.15,0.085,101,1205.7,Krolikowska et al. (2019a),Density,Liquid,AAnMlv,OCC[n+]1ccccc1.[Br-],1-(2-hydroxyethyl)pyridinium bromide,AADYJk,O,water,,,
cGZet,308.15,0.114,101,1247.7,Krolikowska et al. (2019a),Density,Liquid,AAnMlv,OCC[n+]1ccccc1.[Br-],1-(2-hydroxyethyl)pyridinium bromide,AADYJk,O,water,,,
cGZet,308.15,0.152,101,1290.5,Krolikowska et al. (2019a),Density,Liquid,AAnMlv,OCC[n+]1ccccc1.[Br-],1-(2-hydroxyethyl)pyridinium bromide,AADYJk,O,water,,,
cGZet,308.15,0.195,101,1328.4,Krolikowska et al. (2019a),Density,Liquid,AAnMlv,OCC[n+]1ccccc1.[Br-],1-(2-hydroxyethyl)pyridinium bromide,AADYJk,O,water,,,
cGZet,308.15,0.226,101,1350.4,Krolikowska et al. (2019a),Density,Liquid,AAnMlv,OCC[n+]1ccccc1.[Br-],1-(2-hydroxyethyl)pyridinium bromide,AADYJk,O,water,,,
cGZet,308.15,0.261,101,1371.2,Krolikowska et al. (2019a),Density,Liquid,AAnMlv,OCC[n+]1ccccc1.[Br-],1-(2-hydroxyethyl)pyridinium bromide,AADYJk,O,water,,,
cGZet,313.15,0.022,101,1065.2,Krolikowska et al. (2019a),Density,Liquid,AAnMlv,OCC[n+]1ccccc1.[Br-],1-(2-hydroxyethyl)pyridinium bromide,AADYJk,O,water,,,
cGZet,313.15,0.045,101,1124.3,Krolikowska et al. (2019a),Density,Liquid,AAnMlv,OCC[n+]1ccccc1.[Br-],1-(2-hydroxyethyl)pyridinium bromide,AADYJk,O,water,,,
cGZet,313.15,0.066,101,1169.6,Krolikowska et al. (2019a),Density,Liquid,AAnMlv,OCC[n+]1ccccc1.[Br-],1-(2-hydroxyethyl)pyridinium bromide,AADYJk,O,water,,,
cGZet,313.15,0.085,101,1202.9,Krolikowska et al. (2019a),Density,Liquid,AAnMlv,OCC[n+]1ccccc1.[Br-],1-(2-hydroxyethyl)pyridinium bromide,AADYJk,O,water,,,
cGZet,313.15,0.114,101,1244.9,Krolikowska et al. (2019a),Density,Liquid,AAnMlv,OCC[n+]1ccccc1.[Br-],1-(2-hydroxyethyl)pyridinium bromide,AADYJk,O,water,,,
cGZet,313.15,0.152,101,1287.5,Krolikowska et al. (2019a),Density,Liquid,AAnMlv,OCC[n+]1ccccc1.[Br-],1-(2-hydroxyethyl)pyridinium bromide,AADYJk,O,water,,,
cGZet,313.15,0.195,101,1325.3,Krolikowska et al. (2019a),Density,Liquid,AAnMlv,OCC[n+]1ccccc1.[Br-],1-(2-hydroxyethyl)pyridinium bromide,AADYJk,O,water,,,
cGZet,313.15,0.226,101,1347.3,Krolikowska et al. (2019a),Density,Liquid,AAnMlv,OCC[n+]1ccccc1.[Br-],1-(2-hydroxyethyl)pyridinium bromide,AADYJk,O,water,,,
cGZet,313.15,0.261,101,1368,Krolikowska et al. (2019a),Density,Liquid,AAnMlv,OCC[n+]1ccccc1.[Br-],1-(2-hydroxyethyl)pyridinium bromide,AADYJk,O,water,,,
cGZet,318.15,0.022,101,1062.7,Krolikowska et al. (2019a),Density,Liquid,AAnMlv,OCC[n+]1ccccc1.[Br-],1-(2-hydroxyethyl)pyridinium bromide,AADYJk,O,water,,,
cGZet,318.15,0.045,101,1121.8,Krolikowska et al. (2019a),Density,Liquid,AAnMlv,OCC[n+]1ccccc1.[Br-],1-(2-hydroxyethyl)pyridinium bromide,AADYJk,O,water,,,
cGZet,318.15,0.066,101,1166.9,Krolikowska et al. (2019a),Density,Liquid,AAnMlv,OCC[n+]1ccccc1.[Br-],1-(2-hydroxyethyl)pyridinium bromide,AADYJk,O,water,,,
cGZet,318.15,0.085,101,1200.1,Krolikowska et al. (2019a),Density,Liquid,AAnMlv,OCC[n+]1ccccc1.[Br-],1-(2-hydroxyethyl)pyridinium bromide,AADYJk,O,water,,,
cGZet,318.15,0.114,101,1241.9,Krolikowska et al. (2019a),Density,Liquid,AAnMlv,OCC[n+]1ccccc1.[Br-],1-(2-hydroxyethyl)pyridinium bromide,AADYJk,O,water,,,
cGZet,318.15,0.152,101,1284.5,Krolikowska et al. (2019a),Density,Liquid,AAnMlv,OCC[n+]1ccccc1.[Br-],1-(2-hydroxyethyl)pyridinium bromide,AADYJk,O,water,,,
cGZet,318.15,0.195,101,1322.2,Krolikowska et al. (2019a),Density,Liquid,AAnMlv,OCC[n+]1ccccc1.[Br-],1-(2-hydroxyethyl)pyridinium bromide,AADYJk,O,water,,,
cGZet,318.15,0.226,101,1344.2,Krolikowska et al. (2019a),Density,Liquid,AAnMlv,OCC[n+]1ccccc1.[Br-],1-(2-hydroxyethyl)pyridinium bromide,AADYJk,O,water,,,
cGZet,318.15,0.261,101,1364.8,Krolikowska et al. (2019a),Density,Liquid,AAnMlv,OCC[n+]1ccccc1.[Br-],1-(2-hydroxyethyl)pyridinium bromide,AADYJk,O,water,,,
cGZet,323.15,0.022,101,1060.2,Krolikowska et al. (2019a),Density,Liquid,AAnMlv,OCC[n+]1ccccc1.[Br-],1-(2-hydroxyethyl)pyridinium bromide,AADYJk,O,water,,,
cGZet,323.15,0.045,101,1119.1,Krolikowska et al. (2019a),Density,Liquid,AAnMlv,OCC[n+]1ccccc1.[Br-],1-(2-hydroxyethyl)pyridinium bromide,AADYJk,O,water,,,
cGZet,323.15,0.066,101,1164.1,Krolikowska et al. (2019a),Density,Liquid,AAnMlv,OCC[n+]1ccccc1.[Br-],1-(2-hydroxyethyl)pyridinium bromide,AADYJk,O,water,,,
cGZet,323.15,0.085,101,1197.2,Krolikowska et al. (2019a),Density,Liquid,AAnMlv,OCC[n+]1ccccc1.[Br-],1-(2-hydroxyethyl)pyridinium bromide,AADYJk,O,water,,,
cGZet,323.15,0.114,101,1238.9,Krolikowska et al. (2019a),Density,Liquid,AAnMlv,OCC[n+]1ccccc1.[Br-],1-(2-hydroxyethyl)pyridinium bromide,AADYJk,O,water,,,
cGZet,323.15,0.152,101,1281.4,Krolikowska et al. (2019a),Density,Liquid,AAnMlv,OCC[n+]1ccccc1.[Br-],1-(2-hydroxyethyl)pyridinium bromide,AADYJk,O,water,,,
cGZet,323.15,0.195,101,1319,Krolikowska et al. (2019a),Density,Liquid,AAnMlv,OCC[n+]1ccccc1.[Br-],1-(2-hydroxyethyl)pyridinium bromide,AADYJk,O,water,,,
cGZet,323.15,0.226,101,1341,Krolikowska et al. (2019a),Density,Liquid,AAnMlv,OCC[n+]1ccccc1.[Br-],1-(2-hydroxyethyl)pyridinium bromide,AADYJk,O,water,,,
cGZet,323.15,0.261,101,1361.6,Krolikowska et al. (2019a),Density,Liquid,AAnMlv,OCC[n+]1ccccc1.[Br-],1-(2-hydroxyethyl)pyridinium bromide,AADYJk,O,water,,,
cGZet,328.15,0.022,101,1057.8,Krolikowska et al. (2019a),Density,Liquid,AAnMlv,OCC[n+]1ccccc1.[Br-],1-(2-hydroxyethyl)pyridinium bromide,AADYJk,O,water,,,
cGZet,328.15,0.045,101,1116.2,Krolikowska et al. (2019a),Density,Liquid,AAnMlv,OCC[n+]1ccccc1.[Br-],1-(2-hydroxyethyl)pyridinium bromide,AADYJk,O,water,,,
cGZet,328.15,0.066,101,1161.1,Krolikowska et al. (2019a),Density,Liquid,AAnMlv,OCC[n+]1ccccc1.[Br-],1-(2-hydroxyethyl)pyridinium bromide,AADYJk,O,water,,,
cGZet,328.15,0.085,101,1194.2,Krolikowska et al. (2019a),Density,Liquid,AAnMlv,OCC[n+]1ccccc1.[Br-],1-(2-hydroxyethyl)pyridinium bromide,AADYJk,O,water,,,
cGZet,328.15,0.114,101,1235.9,Krolikowska et al. (2019a),Density,Liquid,AAnMlv,OCC[n+]1ccccc1.[Br-],1-(2-hydroxyethyl)pyridinium bromide,AADYJk,O,water,,,
cGZet,328.15,0.152,101,1278.3,Krolikowska et al. (2019a),Density,Liquid,AAnMlv,OCC[n+]1ccccc1.[Br-],1-(2-hydroxyethyl)pyridinium bromide,AADYJk,O,water,,,
cGZet,328.15,0.195,101,1315.9,Krolikowska et al. (2019a),Density,Liquid,AAnMlv,OCC[n+]1ccccc1.[Br-],1-(2-hydroxyethyl)pyridinium bromide,AADYJk,O,water,,,
cGZet,328.15,0.226,101,1337.8,Krolikowska et al. (2019a),Density,Liquid,AAnMlv,OCC[n+]1ccccc1.[Br-],1-(2-hydroxyethyl)pyridinium bromide,AADYJk,O,water,,,
cGZet,328.15,0.261,101,1358.4,Krolikowska et al. (2019a),Density,Liquid,AAnMlv,OCC[n+]1ccccc1.[Br-],1-(2-hydroxyethyl)pyridinium bromide,AADYJk,O,water,,,
cGZet,333.15,0.022,101,1055.5,Krolikowska et al. (2019a),Density,Liquid,AAnMlv,OCC[n+]1ccccc1.[Br-],1-(2-hydroxyethyl)pyridinium bromide,AADYJk,O,water,,,
cGZet,333.15,0.045,101,1113.1,Krolikowska et al. (2019a),Density,Liquid,AAnMlv,OCC[n+]1ccccc1.[Br-],1-(2-hydroxyethyl)pyridinium bromide,AADYJk,O,water,,,
cGZet,333.15,0.066,101,1158.1,Krolikowska et al. (2019a),Density,Liquid,AAnMlv,OCC[n+]1ccccc1.[Br-],1-(2-hydroxyethyl)pyridinium bromide,AADYJk,O,water,,,
cGZet,333.15,0.085,101,1191.2,Krolikowska et al. (2019a),Density,Liquid,AAnMlv,OCC[n+]1ccccc1.[Br-],1-(2-hydroxyethyl)pyridinium bromide,AADYJk,O,water,,,
cGZet,333.15,0.114,101,1232.8,Krolikowska et al. (2019a),Density,Liquid,AAnMlv,OCC[n+]1ccccc1.[Br-],1-(2-hydroxyethyl)pyridinium bromide,AADYJk,O,water,,,
cGZet,333.15,0.152,101,1275.2,Krolikowska et al. (2019a),Density,Liquid,AAnMlv,OCC[n+]1ccccc1.[Br-],1-(2-hydroxyethyl)pyridinium bromide,AADYJk,O,water,,,
cGZet,333.15,0.195,101,1312.7,Krolikowska et al. (2019a),Density,Liquid,AAnMlv,OCC[n+]1ccccc1.[Br-],1-(2-hydroxyethyl)pyridinium bromide,AADYJk,O,water,,,
cGZet,333.15,0.226,101,1334.6,Krolikowska et al. (2019a),Density,Liquid,AAnMlv,OCC[n+]1ccccc1.[Br-],1-(2-hydroxyethyl)pyridinium bromide,AADYJk,O,water,,,
cGZet,333.15,0.261,101,1355.2,Krolikowska et al. (2019a),Density,Liquid,AAnMlv,OCC[n+]1ccccc1.[Br-],1-(2-hydroxyethyl)pyridinium bromide,AADYJk,O,water,,,
cGZet,338.15,0.022,101,1053.3,Krolikowska et al. (2019a),Density,Liquid,AAnMlv,OCC[n+]1ccccc1.[Br-],1-(2-hydroxyethyl)pyridinium bromide,AADYJk,O,water,,,
cGZet,338.15,0.045,101,1111,Krolikowska et al. (2019a),Density,Liquid,AAnMlv,OCC[n+]1ccccc1.[Br-],1-(2-hydroxyethyl)pyridinium bromide,AADYJk,O,water,,,
cGZet,338.15,0.066,101,1155.7,Krolikowska et al. (2019a),Density,Liquid,AAnMlv,OCC[n+]1ccccc1.[Br-],1-(2-hydroxyethyl)pyridinium bromide,AADYJk,O,water,,,
cGZet,338.15,0.085,101,1187.8,Krolikowska et al. (2019a),Density,Liquid,AAnMlv,OCC[n+]1ccccc1.[Br-],1-(2-hydroxyethyl)pyridinium bromide,AADYJk,O,water,,,
cGZet,338.15,0.114,101,1229.7,Krolikowska et al. (2019a),Density,Liquid,AAnMlv,OCC[n+]1ccccc1.[Br-],1-(2-hydroxyethyl)pyridinium bromide,AADYJk,O,water,,,
cGZet,338.15,0.152,101,1272,Krolikowska et al. (2019a),Density,Liquid,AAnMlv,OCC[n+]1ccccc1.[Br-],1-(2-hydroxyethyl)pyridinium bromide,AADYJk,O,water,,,
cGZet,338.15,0.195,101,1309.5,Krolikowska et al. (2019a),Density,Liquid,AAnMlv,OCC[n+]1ccccc1.[Br-],1-(2-hydroxyethyl)pyridinium bromide,AADYJk,O,water,,,
cGZet,338.15,0.226,101,1331.4,Krolikowska et al. (2019a),Density,Liquid,AAnMlv,OCC[n+]1ccccc1.[Br-],1-(2-hydroxyethyl)pyridinium bromide,AADYJk,O,water,,,
cGZet,338.15,0.261,101,1352,Krolikowska et al. (2019a),Density,Liquid,AAnMlv,OCC[n+]1ccccc1.[Br-],1-(2-hydroxyethyl)pyridinium bromide,AADYJk,O,water,,,
cGZet,343.15,0.022,101,1051,Krolikowska et al. (2019a),Density,Liquid,AAnMlv,OCC[n+]1ccccc1.[Br-],1-(2-hydroxyethyl)pyridinium bromide,AADYJk,O,water,,,
cGZet,343.15,0.045,101,1108.4,Krolikowska et al. (2019a),Density,Liquid,AAnMlv,OCC[n+]1ccccc1.[Br-],1-(2-hydroxyethyl)pyridinium bromide,AADYJk,O,water,,,
cGZet,343.15,0.066,101,1153,Krolikowska et al. (2019a),Density,Liquid,AAnMlv,OCC[n+]1ccccc1.[Br-],1-(2-hydroxyethyl)pyridinium bromide,AADYJk,O,water,,,
cGZet,343.15,0.085,101,1184.6,Krolikowska et al. (2019a),Density,Liquid,AAnMlv,OCC[n+]1ccccc1.[Br-],1-(2-hydroxyethyl)pyridinium bromide,AADYJk,O,water,,,
cGZet,343.15,0.114,101,1226.5,Krolikowska et al. (2019a),Density,Liquid,AAnMlv,OCC[n+]1ccccc1.[Br-],1-(2-hydroxyethyl)pyridinium bromide,AADYJk,O,water,,,
cGZet,343.15,0.152,101,1268.8,Krolikowska et al. (2019a),Density,Liquid,AAnMlv,OCC[n+]1ccccc1.[Br-],1-(2-hydroxyethyl)pyridinium bromide,AADYJk,O,water,,,
cGZet,343.15,0.195,101,1306.3,Krolikowska et al. (2019a),Density,Liquid,AAnMlv,OCC[n+]1ccccc1.[Br-],1-(2-hydroxyethyl)pyridinium bromide,AADYJk,O,water,,,
cGZet,343.15,0.226,101,1328.2,Krolikowska et al. (2019a),Density,Liquid,AAnMlv,OCC[n+]1ccccc1.[Br-],1-(2-hydroxyethyl)pyridinium bromide,AADYJk,O,water,,,
cGZet,343.15,0.261,101,1348.7,Krolikowska et al. (2019a),Density,Liquid,AAnMlv,OCC[n+]1ccccc1.[Br-],1-(2-hydroxyethyl)pyridinium bromide,AADYJk,O,water,,,
cGZet,348.15,0.022,101,1048.8,Krolikowska et al. (2019a),Density,Liquid,AAnMlv,OCC[n+]1ccccc1.[Br-],1-(2-hydroxyethyl)pyridinium bromide,AADYJk,O,water,,,
cGZet,348.15,0.045,101,1105.8,Krolikowska et al. (2019a),Density,Liquid,AAnMlv,OCC[n+]1ccccc1.[Br-],1-(2-hydroxyethyl)pyridinium bromide,AADYJk,O,water,,,
cGZet,348.15,0.066,101,1150.3,Krolikowska et al. (2019a),Density,Liquid,AAnMlv,OCC[n+]1ccccc1.[Br-],1-(2-hydroxyethyl)pyridinium bromide,AADYJk,O,water,,,
cGZet,348.15,0.085,101,1181.8,Krolikowska et al. (2019a),Density,Liquid,AAnMlv,OCC[n+]1ccccc1.[Br-],1-(2-hydroxyethyl)pyridinium bromide,AADYJk,O,water,,,
cGZet,348.15,0.114,101,1223.1,Krolikowska et al. (2019a),Density,Liquid,AAnMlv,OCC[n+]1ccccc1.[Br-],1-(2-hydroxyethyl)pyridinium bromide,AADYJk,O,water,,,
cGZet,348.15,0.152,101,1265.5,Krolikowska et al. (2019a),Density,Liquid,AAnMlv,OCC[n+]1ccccc1.[Br-],1-(2-hydroxyethyl)pyridinium bromide,AADYJk,O,water,,,
cGZet,348.15,0.195,101,1303,Krolikowska et al. (2019a),Density,Liquid,AAnMlv,OCC[n+]1ccccc1.[Br-],1-(2-hydroxyethyl)pyridinium bromide,AADYJk,O,water,,,
cGZet,348.15,0.226,101,1324.9,Krolikowska et al. (2019a),Density,Liquid,AAnMlv,OCC[n+]1ccccc1.[Br-],1-(2-hydroxyethyl)pyridinium bromide,AADYJk,O,water,,,
cGZet,348.15,0.261,101,1345.5,Krolikowska et al. (2019a),Density,Liquid,AAnMlv,OCC[n+]1ccccc1.[Br-],1-(2-hydroxyethyl)pyridinium bromide,AADYJk,O,water,,,
