setid,"Temperature, K","Mole fraction of 1-butyl-2,3-dimethylimidazolium tetrafluoroborate",Mole fraction of 1-butyl-3-methylimidazolium tetrafluoroborate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
VtaRc,293.15,0.3215,0.5372,100,1140.2,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
VtaRc,293.15,0.3437,0.5133,100,1138.8,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
VtaRc,293.15,0.3605,0.4928,100,1137.4,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
VtaRc,293.15,0.382,0.4696,100,1136.7,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
VtaRc,293.15,0.4011,0.4484,100,1136.4,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
VtaRc,293.15,0.4223,0.4265,100,1136.6,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
VtaRc,293.15,0.4446,0.4032,100,1137.3,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
VtaRc,293.15,0.4679,0.3833,100,1139,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
VtaRc,293.15,0.4797,0.3718,100,1139.9,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
VtaRc,293.15,0.4917,0.3602,100,1140.8,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
VtaRc,293.15,0.5163,0.3383,100,1143.2,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
VtaRc,293.15,0.5307,0.3259,100,1144.8,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
VtaRc,293.15,0.5448,0.3137,100,1146.4,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
VtaRc,293.15,0.5686,0.2915,100,1149.2,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
VtaRc,293.15,0.5961,0.2669,100,1152.7,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
VtaRc,293.15,0.6179,0.2474,100,1155.7,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
VtaRc,293.15,0.6455,0.2228,100,1159.5,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
VtaRc,293.15,0.6791,0.1967,100,1164.4,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
VtaRc,293.15,0.7041,0.1745,100,1167.9,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
VtaRc,293.15,0.7241,0.1569,100,1170.6,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
VtaRc,293.15,0.7442,0.1398,100,1173.3,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
VtaRc,293.15,0.7657,0.122,100,1176.1,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
VtaRc,298.15,0.1335,0.7462,100,1161.8,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
VtaRc,298.15,0.1543,0.7283,100,1159.5,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
VtaRc,298.15,0.1684,0.7119,100,1156.9,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
VtaRc,298.15,0.1826,0.6954,100,1154.3,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
VtaRc,298.15,0.2062,0.6681,100,1150.2,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
VtaRc,298.15,0.2182,0.6542,100,1148.1,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
VtaRc,298.15,0.2304,0.6401,100,1146.2,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
VtaRc,298.15,0.258,0.609,100,1142.1,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
VtaRc,298.15,0.2808,0.5809,100,1138.5,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
VtaRc,298.15,0.2987,0.561,100,1136.6,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
VtaRc,298.15,0.3215,0.5372,100,1134.8,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
VtaRc,298.15,0.3437,0.5133,100,1133.4,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
VtaRc,298.15,0.3605,0.4928,100,1132,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
VtaRc,298.15,0.382,0.4696,100,1131.3,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
VtaRc,298.15,0.4011,0.4484,100,1131,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
VtaRc,298.15,0.4223,0.4265,100,1131.3,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
VtaRc,298.15,0.4446,0.4032,100,1132,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
VtaRc,298.15,0.4679,0.3833,100,1133.9,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
VtaRc,298.15,0.4797,0.3718,100,1134.8,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
VtaRc,298.15,0.4917,0.3602,100,1135.8,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
VtaRc,298.15,0.5163,0.3383,100,1138.4,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
VtaRc,298.15,0.5307,0.3259,100,1140.1,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
VtaRc,298.15,0.5448,0.3137,100,1141.9,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
VtaRc,298.15,0.5686,0.2915,100,1144.9,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
VtaRc,298.15,0.5961,0.2669,100,1148.6,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
VtaRc,298.15,0.6179,0.2474,100,1151.8,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
VtaRc,298.15,0.6455,0.2228,100,1155.9,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
VtaRc,298.15,0.6791,0.1967,100,1161.1,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
VtaRc,298.15,0.7041,0.1745,100,1164.9,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
VtaRc,298.15,0.7241,0.1569,100,1167.8,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
VtaRc,298.15,0.7442,0.1398,100,1170.7,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
VtaRc,298.15,0.7657,0.122,100,1173.7,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
VtaRc,303.15,0.1335,0.7462,100,1157.6,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
VtaRc,303.15,0.1543,0.7283,100,1155.1,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
VtaRc,303.15,0.1684,0.7119,100,1152.4,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
VtaRc,303.15,0.1826,0.6954,100,1149.7,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
