setid,"Temperature, K","Moles per mass of solution: tetrabutylammonium perchlorate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
zjPqE,298.15,0.1819,101,790.85,Krakowiak et al. (2000),Density,Liquid,AAHueB,CC#N,acetonitrile,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
zjPqE,298.15,0.2066,101,792.805,Krakowiak et al. (2000),Density,Liquid,AAHueB,CC#N,acetonitrile,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
zjPqE,298.15,0.2313,101,794.762,Krakowiak et al. (2000),Density,Liquid,AAHueB,CC#N,acetonitrile,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
zjPqE,298.15,0.2577,101,796.846,Krakowiak et al. (2000),Density,Liquid,AAHueB,CC#N,acetonitrile,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
zjPqE,298.15,0.3401,101,803.408,Krakowiak et al. (2000),Density,Liquid,AAHueB,CC#N,acetonitrile,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
zjPqE,298.15,0.4247,101,810.227,Krakowiak et al. (2000),Density,Liquid,AAHueB,CC#N,acetonitrile,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
zjPqE,298.15,0.5259,101,818.458,Krakowiak et al. (2000),Density,Liquid,AAHueB,CC#N,acetonitrile,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
zjPqE,298.15,0.6209,101,826.292,Krakowiak et al. (2000),Density,Liquid,AAHueB,CC#N,acetonitrile,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
zjPqE,298.15,0.7143,101,834.071,Krakowiak et al. (2000),Density,Liquid,AAHueB,CC#N,acetonitrile,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
zjPqE,303.15,0.0688,101,776.579,Krakowiak et al. (2000),Density,Liquid,AAHueB,CC#N,acetonitrile,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
zjPqE,303.15,0.0794,101,777.418,Krakowiak et al. (2000),Density,Liquid,AAHueB,CC#N,acetonitrile,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
zjPqE,303.15,0.0922,101,778.44,Krakowiak et al. (2000),Density,Liquid,AAHueB,CC#N,acetonitrile,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
zjPqE,303.15,0.1045,101,779.414,Krakowiak et al. (2000),Density,Liquid,AAHueB,CC#N,acetonitrile,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
zjPqE,303.15,0.1179,101,780.479,Krakowiak et al. (2000),Density,Liquid,AAHueB,CC#N,acetonitrile,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
zjPqE,303.15,0.1301,101,781.442,Krakowiak et al. (2000),Density,Liquid,AAHueB,CC#N,acetonitrile,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
zjPqE,303.15,0.145,101,782.628,Krakowiak et al. (2000),Density,Liquid,AAHueB,CC#N,acetonitrile,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
zjPqE,303.15,0.1558,101,783.476,Krakowiak et al. (2000),Density,Liquid,AAHueB,CC#N,acetonitrile,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
zjPqE,303.15,0.1819,101,785.56,Krakowiak et al. (2000),Density,Liquid,AAHueB,CC#N,acetonitrile,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
zjPqE,303.15,0.2066,101,787.534,Krakowiak et al. (2000),Density,Liquid,AAHueB,CC#N,acetonitrile,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
zjPqE,303.15,0.2313,101,789.508,Krakowiak et al. (2000),Density,Liquid,AAHueB,CC#N,acetonitrile,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
zjPqE,303.15,0.2577,101,791.61,Krakowiak et al. (2000),Density,Liquid,AAHueB,CC#N,acetonitrile,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
zjPqE,303.15,0.3401,101,798.231,Krakowiak et al. (2000),Density,Liquid,AAHueB,CC#N,acetonitrile,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
zjPqE,303.15,0.4247,101,805.113,Krakowiak et al. (2000),Density,Liquid,AAHueB,CC#N,acetonitrile,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
zjPqE,303.15,0.5259,101,813.414,Krakowiak et al. (2000),Density,Liquid,AAHueB,CC#N,acetonitrile,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
zjPqE,303.15,0.6209,101,821.318,Krakowiak et al. (2000),Density,Liquid,AAHueB,CC#N,acetonitrile,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
zjPqE,303.15,0.7143,101,829.164,Krakowiak et al. (2000),Density,Liquid,AAHueB,CC#N,acetonitrile,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
