setid,"Solvent: MolaLity of 1-butyl-3-methylimidazolium tetrafluoroborate, mol/kg","Temperature, K","MolaLity of disodium hydrogen phosphate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
EuCrG,0.028,298.15,0.804,100,1099.4,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.028,298.15,0.903,100,1111.8,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.028,298.15,1.0046,100,1124.5,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.028,303.15,0,100,997.3,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.028,303.15,0.0954,100,1009.3,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.028,303.15,0.1986,100,1022.2,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.028,303.15,0.3057,100,1035.6,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.028,303.15,0.4068,100,1048.3,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.028,303.15,0.512,100,1061.5,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.028,303.15,0.608,100,1073.4,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.028,303.15,0.703,100,1085.4,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.028,303.15,0.804,100,1098,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.028,303.15,0.903,100,1110.5,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.028,303.15,1.0046,100,1123.1,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.028,308.15,0,100,995.7,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.028,308.15,0.0954,100,1007.7,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.028,308.15,0.1986,100,1020.6,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.028,308.15,0.3057,100,1034,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.028,308.15,0.4068,100,1046.6,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.028,308.15,0.512,100,1059.9,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.028,308.15,0.608,100,1071.8,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.028,308.15,0.703,100,1083.8,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.028,308.15,0.804,100,1096.4,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.028,308.15,0.903,100,1108.8,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.028,308.15,1.0046,100,1121.5,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.042,288.15,0,100,1001.6,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.042,288.15,0.0907,100,1013,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.042,288.15,0.1972,100,1026.3,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.042,288.15,0.2996,100,1039.1,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.042,288.15,0.403,100,1052,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.042,288.15,0.5008,100,1064.2,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.042,288.15,0.598,100,1076.4,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.042,288.15,0.702,100,1089.4,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.042,288.15,0.797,100,1101.3,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.042,288.15,0.907,100,1115,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.042,288.15,1.0016,100,1126.8,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.042,293.15,0,100,1000.7,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.042,293.15,0.0907,100,1012.1,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.042,293.15,0.1972,100,1025.5,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.042,293.15,0.2996,100,1038.3,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.042,293.15,0.403,100,1051.3,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.042,293.15,0.5008,100,1063.5,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.042,293.15,0.598,100,1075.7,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.042,293.15,0.702,100,1088.8,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.042,293.15,0.797,100,1100.7,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.042,293.15,0.907,100,1114.5,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.042,293.15,1.0016,100,1126.3,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.042,298.15,0,100,999.6,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.042,298.15,0.0907,100,1010.9,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.042,298.15,0.1972,100,1024.3,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.042,298.15,0.2996,100,1037.2,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.042,298.15,0.403,100,1050.1,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.042,298.15,0.5008,100,1062.4,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.042,298.15,0.598,100,1074.6,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.042,298.15,0.702,100,1087.7,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.042,298.15,0.797,100,1099.6,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.042,298.15,0.907,100,1113.3,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.042,298.15,1.0016,100,1125.2,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.042,303.15,0,100,998.2,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.042,303.15,0.0907,100,1009.6,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.042,303.15,0.1972,100,1022.9,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.042,303.15,0.2996,100,1035.8,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.042,303.15,0.403,100,1048.7,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.042,303.15,0.5008,100,1061,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.042,303.15,0.598,100,1073.2,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.042,303.15,0.702,100,1086.3,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.042,303.15,0.797,100,1098.2,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.042,303.15,0.907,100,1111.9,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.042,303.15,1.0016,100,1123.8,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.042,308.15,0,100,996.6,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.042,308.15,0.0907,100,1007.9,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.042,308.15,0.1972,100,1021.3,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.042,308.15,0.2996,100,1034.1,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.042,308.15,0.403,100,1047.1,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.042,308.15,0.5008,100,1059.4,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.042,308.15,0.598,100,1071.6,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.042,308.15,0.702,100,1084.6,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.042,308.15,0.797,100,1096.5,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.042,308.15,0.907,100,1110.3,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.042,308.15,1.0016,100,1122.2,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.056,288.15,0,100,1002.5,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.056,288.15,0.096,100,1014.5,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.056,288.15,0.1994,100,1027.4,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.056,288.15,0.2509,100,1033.9,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.056,288.15,0.3025,100,1040.3,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.056,288.15,0.3497,100,1046.2,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
