setid,"Temperature, K","MolaLity of 1-dodecyl-3-methylimidazolium bromide, mol/kg","Pressure, kPa","Solvent: MolaLity of ferric chloride, mol/kg","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
eXApN,313.15,0.00457,84.5,0.035,997.171,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,313.15,0.00585,84.5,0.035,997.215,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,313.15,0.00739,84.5,0.035,997.257,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,313.15,0.01211,84.5,0.035,997.355,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,313.15,0.01828,84.5,0.035,997.514,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,313.15,0.02444,84.5,0.035,997.666,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,313.15,0.03086,84.5,0.035,997.819,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,313.15,0.04671,84.5,0.035,998.215,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,313.15,0.06245,84.5,0.035,998.602,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,313.15,0.07861,84.5,0.035,998.989,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,313.15,0.09072,84.5,0.035,999.268,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,313.15,0.11614,84.5,0.035,999.891,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
