setid,Mole fraction of 1-octyl-3-methylimidazolium trifluoromethanesulfonate,"Temperature, K",Solvent: Weight fraction of sulfuric acid,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
CPmZD,0.0086,293.2,0.955,100,1801.4,Zhang et al. (2018j),Density,Liquid,ABOLOh,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-octyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
CPmZD,0.0086,298.2,0.955,100,1796.6,Zhang et al. (2018j),Density,Liquid,ABOLOh,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-octyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
CPmZD,0.0086,303.2,0.955,100,1787.8,Zhang et al. (2018j),Density,Liquid,ABOLOh,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-octyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
CPmZD,0.0086,303.2,0.955,100,1792.2,Zhang et al. (2018j),Density,Liquid,ABOLOh,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-octyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
CPmZD,0.0086,308.2,0.955,100,1783.3,Zhang et al. (2018j),Density,Liquid,ABOLOh,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-octyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
CPmZD,0.0147,293.2,0.955,100,1780.9,Zhang et al. (2018j),Density,Liquid,ABOLOh,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-octyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
CPmZD,0.0147,298.2,0.955,100,1776.5,Zhang et al. (2018j),Density,Liquid,ABOLOh,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-octyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
CPmZD,0.0147,303.2,0.955,100,1771.9,Zhang et al. (2018j),Density,Liquid,ABOLOh,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-octyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
CPmZD,0.0147,308.2,0.955,100,1762.6,Zhang et al. (2018j),Density,Liquid,ABOLOh,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-octyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
CPmZD,0.0147,308.2,0.955,100,1768,Zhang et al. (2018j),Density,Liquid,ABOLOh,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-octyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
CPmZD,0.0305,293.2,0.955,100,1731.9,Zhang et al. (2018j),Density,Liquid,ABOLOh,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-octyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
CPmZD,0.0305,298.2,0.955,100,1727.4,Zhang et al. (2018j),Density,Liquid,ABOLOh,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-octyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
CPmZD,0.0305,303.2,0.955,100,1722.7,Zhang et al. (2018j),Density,Liquid,ABOLOh,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-octyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
CPmZD,0.0305,308.2,0.955,100,1718.3,Zhang et al. (2018j),Density,Liquid,ABOLOh,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-octyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
CPmZD,0.0305,313.2,0.955,100,1713.7,Zhang et al. (2018j),Density,Liquid,ABOLOh,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-octyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
CPmZD,0.1001,293.2,0.955,100,1575.8,Zhang et al. (2018j),Density,Liquid,ABOLOh,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-octyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
CPmZD,0.1001,298.2,0.955,100,1572,Zhang et al. (2018j),Density,Liquid,ABOLOh,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-octyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
CPmZD,0.1001,303.2,0.955,100,1567.8,Zhang et al. (2018j),Density,Liquid,ABOLOh,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-octyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
CPmZD,0.1001,308.2,0.955,100,1563.1,Zhang et al. (2018j),Density,Liquid,ABOLOh,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-octyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
CPmZD,0.1001,313.2,0.955,100,1557.7,Zhang et al. (2018j),Density,Liquid,ABOLOh,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-octyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
CPmZD,0.2,293.2,0.955,100,1444.4,Zhang et al. (2018j),Density,Liquid,ABOLOh,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-octyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
CPmZD,0.2,298.2,0.955,100,1440.9,Zhang et al. (2018j),Density,Liquid,ABOLOh,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-octyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
CPmZD,0.2,303.2,0.955,100,1437.5,Zhang et al. (2018j),Density,Liquid,ABOLOh,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-octyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
CPmZD,0.2,308.2,0.955,100,1433,Zhang et al. (2018j),Density,Liquid,ABOLOh,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-octyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
CPmZD,0.2,313.2,0.955,100,1428.3,Zhang et al. (2018j),Density,Liquid,ABOLOh,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-octyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
CPmZD,0.3001,293.2,0.955,100,1366.9,Zhang et al. (2018j),Density,Liquid,ABOLOh,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-octyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
CPmZD,0.3001,298.2,0.955,100,1362.9,Zhang et al. (2018j),Density,Liquid,ABOLOh,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-octyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
CPmZD,0.3001,303.2,0.955,100,1359.1,Zhang et al. (2018j),Density,Liquid,ABOLOh,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-octyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
CPmZD,0.3001,308.2,0.955,100,1355.6,Zhang et al. (2018j),Density,Liquid,ABOLOh,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-octyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
CPmZD,0.3001,313.2,0.955,100,1351.9,Zhang et al. (2018j),Density,Liquid,ABOLOh,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-octyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
CPmZD,0.4001,293.2,0.955,100,1316.5,Zhang et al. (2018j),Density,Liquid,ABOLOh,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-octyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
CPmZD,0.4001,298.2,0.955,100,1312.8,Zhang et al. (2018j),Density,Liquid,ABOLOh,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-octyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
CPmZD,0.4001,303.2,0.955,100,1309.1,Zhang et al. (2018j),Density,Liquid,ABOLOh,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-octyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
CPmZD,0.4001,308.2,0.955,100,1306,Zhang et al. (2018j),Density,Liquid,ABOLOh,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-octyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
CPmZD,0.4001,313.2,0.955,100,1301.8,Zhang et al. (2018j),Density,Liquid,ABOLOh,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-octyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
CPmZD,0.4999,293.2,0.955,100,1281,Zhang et al. (2018j),Density,Liquid,ABOLOh,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-octyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
CPmZD,0.4999,298.2,0.955,100,1277.6,Zhang et al. (2018j),Density,Liquid,ABOLOh,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-octyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
CPmZD,0.4999,303.2,0.955,100,1273.4,Zhang et al. (2018j),Density,Liquid,ABOLOh,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-octyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
CPmZD,0.4999,308.2,0.955,100,1270,Zhang et al. (2018j),Density,Liquid,ABOLOh,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-octyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
CPmZD,0.4999,313.2,0.955,100,1266.3,Zhang et al. (2018j),Density,Liquid,ABOLOh,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-octyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
CPmZD,0.5999,293.2,0.955,100,1254.7,Zhang et al. (2018j),Density,Liquid,ABOLOh,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-octyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
CPmZD,0.5999,298.2,0.955,100,1251.1,Zhang et al. (2018j),Density,Liquid,ABOLOh,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-octyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
CPmZD,0.5999,303.2,0.955,100,1248.8,Zhang et al. (2018j),Density,Liquid,ABOLOh,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-octyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
CPmZD,0.5999,308.2,0.955,100,1244.5,Zhang et al. (2018j),Density,Liquid,ABOLOh,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-octyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
CPmZD,0.5999,313.2,0.955,100,1239.8,Zhang et al. (2018j),Density,Liquid,ABOLOh,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-octyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
CPmZD,0.7,293.2,0.955,100,1234.6,Zhang et al. (2018j),Density,Liquid,ABOLOh,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-octyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
CPmZD,0.7,298.2,0.955,100,1231.3,Zhang et al. (2018j),Density,Liquid,ABOLOh,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-octyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
CPmZD,0.7,303.2,0.955,100,1228.1,Zhang et al. (2018j),Density,Liquid,ABOLOh,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-octyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
CPmZD,0.7,308.2,0.955,100,1223.9,Zhang et al. (2018j),Density,Liquid,ABOLOh,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-octyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
CPmZD,0.7,313.2,0.955,100,1219.8,Zhang et al. (2018j),Density,Liquid,ABOLOh,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-octyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
CPmZD,0.8001,293.2,0.955,100,1217.2,Zhang et al. (2018j),Density,Liquid,ABOLOh,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-octyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
CPmZD,0.8001,298.2,0.955,100,1213.5,Zhang et al. (2018j),Density,Liquid,ABOLOh,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-octyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
CPmZD,0.8001,303.2,0.955,100,1210.1,Zhang et al. (2018j),Density,Liquid,ABOLOh,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-octyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
CPmZD,0.8001,308.2,0.955,100,1206.7,Zhang et al. (2018j),Density,Liquid,ABOLOh,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-octyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
CPmZD,0.8001,313.2,0.955,100,1203.4,Zhang et al. (2018j),Density,Liquid,ABOLOh,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-octyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
CPmZD,0.8974,293.2,0.955,100,1203.7,Zhang et al. (2018j),Density,Liquid,ABOLOh,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-octyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
CPmZD,0.8974,298.2,0.955,100,1200.3,Zhang et al. (2018j),Density,Liquid,ABOLOh,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-octyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
CPmZD,0.8974,303.2,0.955,100,1196.8,Zhang et al. (2018j),Density,Liquid,ABOLOh,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-octyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
CPmZD,0.8974,308.2,0.955,100,1193.7,Zhang et al. (2018j),Density,Liquid,ABOLOh,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-octyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
CPmZD,0.8974,313.2,0.955,100,1189.7,Zhang et al. (2018j),Density,Liquid,ABOLOh,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-octyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
CPmZD,1,293.2,0.955,100,1191.2,Zhang et al. (2018j),Density,Liquid,ABOLOh,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-octyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
CPmZD,1,298.2,0.955,100,1187.7,Zhang et al. (2018j),Density,Liquid,ABOLOh,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-octyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
CPmZD,1,303.2,0.955,100,1184.7,Zhang et al. (2018j),Density,Liquid,ABOLOh,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-octyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
CPmZD,1,308.2,0.955,100,1180.9,Zhang et al. (2018j),Density,Liquid,ABOLOh,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-octyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
CPmZD,1,313.2,0.955,100,1177.6,Zhang et al. (2018j),Density,Liquid,ABOLOh,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-octyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
