setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium hydrogen sulfate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
ZSNMF,308.15,0.238,100,1210.8,Bhanuprakash et al. (2018),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
ZSNMF,308.15,0.364,100,1251.7,Bhanuprakash et al. (2018),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
ZSNMF,308.15,0.522,100,1290,Bhanuprakash et al. (2018),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
ZSNMF,308.15,0.652,100,1314.2,Bhanuprakash et al. (2018),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
ZSNMF,308.15,0.726,100,1325.9,Bhanuprakash et al. (2018),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
ZSNMF,308.15,0.808,100,1337.3,Bhanuprakash et al. (2018),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
ZSNMF,308.15,0.918,100,1350.7,Bhanuprakash et al. (2018),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
ZSNMF,308.15,1,100,1359.5,Bhanuprakash et al. (2018),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
ZSNMF,313.15,0,100,1080.3,Bhanuprakash et al. (2018),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
ZSNMF,313.15,0.049,100,1114.7,Bhanuprakash et al. (2018),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
ZSNMF,313.15,0.135,100,1162.5,Bhanuprakash et al. (2018),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
ZSNMF,313.15,0.238,100,1206.7,Bhanuprakash et al. (2018),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
ZSNMF,313.15,0.364,100,1247.8,Bhanuprakash et al. (2018),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
ZSNMF,313.15,0.522,100,1286.5,Bhanuprakash et al. (2018),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
ZSNMF,313.15,0.652,100,1310.9,Bhanuprakash et al. (2018),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
ZSNMF,313.15,0.726,100,1322.6,Bhanuprakash et al. (2018),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
ZSNMF,313.15,0.808,100,1334.1,Bhanuprakash et al. (2018),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
ZSNMF,313.15,0.918,100,1347.6,Bhanuprakash et al. (2018),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
ZSNMF,313.15,1,100,1356.4,Bhanuprakash et al. (2018),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
