setid,"Solvent: MolaLity of 1-butyl-3-propyl-1H-imidazolium bromide, mol/kg","Temperature, K","MolaLity of L-leucine, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
nsleJ,0.01,308.15,0.1095,100,997,Kaur et al. (2021),Density,Liquid,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine
nsleJ,0.01,308.15,0.1459,100,997.8,Kaur et al. (2021),Density,Liquid,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine
nsleJ,0.01,318.15,0,100,990.6,Kaur et al. (2021),Density,Liquid,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine
nsleJ,0.01,318.15,0.0476,100,991.7,Kaur et al. (2021),Density,Liquid,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine
nsleJ,0.01,318.15,0.0789,100,992.3,Kaur et al. (2021),Density,Liquid,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine
nsleJ,0.01,318.15,0.0895,100,992.6,Kaur et al. (2021),Density,Liquid,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine
nsleJ,0.01,318.15,0.0992,100,992.8,Kaur et al. (2021),Density,Liquid,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine
nsleJ,0.01,318.15,0.1095,100,993,Kaur et al. (2021),Density,Liquid,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine
nsleJ,0.01,318.15,0.1459,100,993.8,Kaur et al. (2021),Density,Liquid,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine
nsleJ,0.03,288.15,0,100,1000.8,Kaur et al. (2021),Density,Liquid,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine
nsleJ,0.03,288.15,0.049,100,1002,Kaur et al. (2021),Density,Liquid,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine
nsleJ,0.03,288.15,0.0787,100,1002.7,Kaur et al. (2021),Density,Liquid,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine
nsleJ,0.03,288.15,0.0896,100,1002.9,Kaur et al. (2021),Density,Liquid,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine
nsleJ,0.03,288.15,0.0966,100,1003.1,Kaur et al. (2021),Density,Liquid,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine
nsleJ,0.03,288.15,0.1202,100,1003.6,Kaur et al. (2021),Density,Liquid,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine
nsleJ,0.03,288.15,0.1494,100,1004.4,Kaur et al. (2021),Density,Liquid,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine
nsleJ,0.03,298.15,0,100,998.5,Kaur et al. (2021),Density,Liquid,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine
nsleJ,0.03,298.15,0.049,100,999.6,Kaur et al. (2021),Density,Liquid,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine
nsleJ,0.03,298.15,0.0787,100,1000.3,Kaur et al. (2021),Density,Liquid,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine
nsleJ,0.03,298.15,0.0896,100,1000.5,Kaur et al. (2021),Density,Liquid,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine
nsleJ,0.03,298.15,0.0966,100,1000.7,Kaur et al. (2021),Density,Liquid,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine
nsleJ,0.03,298.15,0.1202,100,1001.2,Kaur et al. (2021),Density,Liquid,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine
nsleJ,0.03,298.15,0.1494,100,1001.9,Kaur et al. (2021),Density,Liquid,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine
nsleJ,0.03,308.15,0,100,995.5,Kaur et al. (2021),Density,Liquid,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine
nsleJ,0.03,308.15,0.049,100,996.6,Kaur et al. (2021),Density,Liquid,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine
nsleJ,0.03,308.15,0.0787,100,997.2,Kaur et al. (2021),Density,Liquid,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine
nsleJ,0.03,308.15,0.0896,100,997.5,Kaur et al. (2021),Density,Liquid,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine
nsleJ,0.03,308.15,0.0966,100,997.6,Kaur et al. (2021),Density,Liquid,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine
nsleJ,0.03,308.15,0.1202,100,998.1,Kaur et al. (2021),Density,Liquid,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine
nsleJ,0.03,308.15,0.1494,100,998.8,Kaur et al. (2021),Density,Liquid,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine
nsleJ,0.03,318.15,0,100,991.5,Kaur et al. (2021),Density,Liquid,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine
nsleJ,0.03,318.15,0.049,100,992.6,Kaur et al. (2021),Density,Liquid,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine
nsleJ,0.03,318.15,0.0787,100,993.2,Kaur et al. (2021),Density,Liquid,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine
nsleJ,0.03,318.15,0.0896,100,993.4,Kaur et al. (2021),Density,Liquid,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine
nsleJ,0.03,318.15,0.0966,100,993.6,Kaur et al. (2021),Density,Liquid,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine
nsleJ,0.03,318.15,0.1202,100,994.1,Kaur et al. (2021),Density,Liquid,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine
nsleJ,0.03,318.15,0.1494,100,994.7,Kaur et al. (2021),Density,Liquid,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine
nsleJ,0.05,288.15,0,100,1001.9,Kaur et al. (2021),Density,Liquid,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine
nsleJ,0.05,288.15,0.0498,100,1003,Kaur et al. (2021),Density,Liquid,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine
nsleJ,0.05,288.15,0.0804,100,1003.8,Kaur et al. (2021),Density,Liquid,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine
nsleJ,0.05,288.15,0.09,100,1004,Kaur et al. (2021),Density,Liquid,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine
nsleJ,0.05,288.15,0.1015,100,1004.3,Kaur et al. (2021),Density,Liquid,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine
nsleJ,0.05,288.15,0.1188,100,1004.7,Kaur et al. (2021),Density,Liquid,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine
nsleJ,0.05,288.15,0.149,100,1005.4,Kaur et al. (2021),Density,Liquid,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine
nsleJ,0.05,298.15,0,100,999.4,Kaur et al. (2021),Density,Liquid,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine
nsleJ,0.05,298.15,0.0498,100,1000.6,Kaur et al. (2021),Density,Liquid,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine
nsleJ,0.05,298.15,0.0804,100,1001.2,Kaur et al. (2021),Density,Liquid,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine
nsleJ,0.05,298.15,0.09,100,1001.5,Kaur et al. (2021),Density,Liquid,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine
nsleJ,0.05,298.15,0.1015,100,1001.7,Kaur et al. (2021),Density,Liquid,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine
nsleJ,0.05,298.15,0.1188,100,1002.1,Kaur et al. (2021),Density,Liquid,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine
nsleJ,0.05,298.15,0.149,100,1002.8,Kaur et al. (2021),Density,Liquid,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine
nsleJ,0.05,308.15,0,100,996.4,Kaur et al. (2021),Density,Liquid,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine
nsleJ,0.05,308.15,0.0498,100,997.5,Kaur et al. (2021),Density,Liquid,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine
nsleJ,0.05,308.15,0.0804,100,998.2,Kaur et al. (2021),Density,Liquid,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine
nsleJ,0.05,308.15,0.09,100,998.4,Kaur et al. (2021),Density,Liquid,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine
nsleJ,0.05,308.15,0.1015,100,998.6,Kaur et al. (2021),Density,Liquid,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine
nsleJ,0.05,308.15,0.1188,100,999,Kaur et al. (2021),Density,Liquid,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine
nsleJ,0.05,308.15,0.149,100,999.6,Kaur et al. (2021),Density,Liquid,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine
nsleJ,0.05,318.15,0,100,992.4,Kaur et al. (2021),Density,Liquid,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine
nsleJ,0.05,318.15,0.0498,100,993.4,Kaur et al. (2021),Density,Liquid,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine
nsleJ,0.05,318.15,0.0804,100,994.1,Kaur et al. (2021),Density,Liquid,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine
nsleJ,0.05,318.15,0.09,100,994.3,Kaur et al. (2021),Density,Liquid,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine
nsleJ,0.05,318.15,0.1015,100,994.5,Kaur et al. (2021),Density,Liquid,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine
nsleJ,0.05,318.15,0.1188,100,994.9,Kaur et al. (2021),Density,Liquid,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine
nsleJ,0.05,318.15,0.149,100,995.5,Kaur et al. (2021),Density,Liquid,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine
