setid,"Temperature, K",Mole fraction of 1-(4-methoxybutyl)-3-methylimidazolium glycinate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
QAykr,298.15,0.299,100,1146.7,Wang et al. (2022k),Density,Liquid,AAupbB,COCCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium glycinate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
QAykr,298.15,0.3986,100,1149.6,Wang et al. (2022k),Density,Liquid,AAupbB,COCCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium glycinate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
QAykr,298.15,0.4986,100,1152.6,Wang et al. (2022k),Density,Liquid,AAupbB,COCCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium glycinate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
QAykr,298.15,0.6006,100,1155.9,Wang et al. (2022k),Density,Liquid,AAupbB,COCCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium glycinate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
QAykr,298.15,0.701,100,1158.1,Wang et al. (2022k),Density,Liquid,AAupbB,COCCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium glycinate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
QAykr,298.15,0.7941,100,1159.3,Wang et al. (2022k),Density,Liquid,AAupbB,COCCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium glycinate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
QAykr,298.15,0.907,100,1160.2,Wang et al. (2022k),Density,Liquid,AAupbB,COCCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium glycinate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
QAykr,298.15,1,100,1162,Wang et al. (2022k),Density,Liquid,AAupbB,COCCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium glycinate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
QAykr,303.15,0,100,1090.2,Wang et al. (2022k),Density,Liquid,AAupbB,COCCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium glycinate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
QAykr,303.15,0.1009,100,1126.6,Wang et al. (2022k),Density,Liquid,AAupbB,COCCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium glycinate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
QAykr,303.15,0.1984,100,1138.5,Wang et al. (2022k),Density,Liquid,AAupbB,COCCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium glycinate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
QAykr,303.15,0.299,100,1142.7,Wang et al. (2022k),Density,Liquid,AAupbB,COCCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium glycinate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
QAykr,303.15,0.3986,100,1145.7,Wang et al. (2022k),Density,Liquid,AAupbB,COCCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium glycinate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
QAykr,303.15,0.4986,100,1149.1,Wang et al. (2022k),Density,Liquid,AAupbB,COCCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium glycinate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
QAykr,303.15,0.6006,100,1152.3,Wang et al. (2022k),Density,Liquid,AAupbB,COCCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium glycinate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
QAykr,303.15,0.701,100,1154.7,Wang et al. (2022k),Density,Liquid,AAupbB,COCCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium glycinate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
QAykr,303.15,0.7941,100,1155.8,Wang et al. (2022k),Density,Liquid,AAupbB,COCCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium glycinate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
QAykr,303.15,0.907,100,1156.7,Wang et al. (2022k),Density,Liquid,AAupbB,COCCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium glycinate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
QAykr,303.15,1,100,1158.3,Wang et al. (2022k),Density,Liquid,AAupbB,COCCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium glycinate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
QAykr,308.15,0,100,1085.2,Wang et al. (2022k),Density,Liquid,AAupbB,COCCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium glycinate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
QAykr,308.15,0.1009,100,1122.3,Wang et al. (2022k),Density,Liquid,AAupbB,COCCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium glycinate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
QAykr,308.15,0.1984,100,1134.2,Wang et al. (2022k),Density,Liquid,AAupbB,COCCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium glycinate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
QAykr,308.15,0.299,100,1138.8,Wang et al. (2022k),Density,Liquid,AAupbB,COCCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium glycinate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
QAykr,308.15,0.3986,100,1141.9,Wang et al. (2022k),Density,Liquid,AAupbB,COCCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium glycinate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
QAykr,308.15,0.4986,100,1145.4,Wang et al. (2022k),Density,Liquid,AAupbB,COCCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium glycinate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
QAykr,308.15,0.6006,100,1148.7,Wang et al. (2022k),Density,Liquid,AAupbB,COCCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium glycinate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
QAykr,308.15,0.701,100,1151.2,Wang et al. (2022k),Density,Liquid,AAupbB,COCCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium glycinate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
QAykr,308.15,0.7941,100,1152.3,Wang et al. (2022k),Density,Liquid,AAupbB,COCCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium glycinate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
QAykr,308.15,0.907,100,1153.1,Wang et al. (2022k),Density,Liquid,AAupbB,COCCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium glycinate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
QAykr,308.15,1,100,1154.7,Wang et al. (2022k),Density,Liquid,AAupbB,COCCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium glycinate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
QAykr,313.15,0,100,1080.2,Wang et al. (2022k),Density,Liquid,AAupbB,COCCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium glycinate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
QAykr,313.15,0.1009,100,1118.1,Wang et al. (2022k),Density,Liquid,AAupbB,COCCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium glycinate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
QAykr,313.15,0.1984,100,1130,Wang et al. (2022k),Density,Liquid,AAupbB,COCCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium glycinate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
QAykr,313.15,0.299,100,1134.8,Wang et al. (2022k),Density,Liquid,AAupbB,COCCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium glycinate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
QAykr,313.15,0.3986,100,1138,Wang et al. (2022k),Density,Liquid,AAupbB,COCCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium glycinate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
QAykr,313.15,0.4986,100,1141.7,Wang et al. (2022k),Density,Liquid,AAupbB,COCCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium glycinate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
QAykr,313.15,0.6006,100,1145.2,Wang et al. (2022k),Density,Liquid,AAupbB,COCCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium glycinate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
QAykr,313.15,0.701,100,1147.8,Wang et al. (2022k),Density,Liquid,AAupbB,COCCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium glycinate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
QAykr,313.15,0.7941,100,1148.8,Wang et al. (2022k),Density,Liquid,AAupbB,COCCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium glycinate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
QAykr,313.15,0.907,100,1149.5,Wang et al. (2022k),Density,Liquid,AAupbB,COCCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium glycinate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
QAykr,313.15,1,100,1151,Wang et al. (2022k),Density,Liquid,AAupbB,COCCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium glycinate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
QAykr,318.15,0,100,1075.2,Wang et al. (2022k),Density,Liquid,AAupbB,COCCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium glycinate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
QAykr,318.15,0.1009,100,1113.8,Wang et al. (2022k),Density,Liquid,AAupbB,COCCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium glycinate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
QAykr,318.15,0.1984,100,1125.8,Wang et al. (2022k),Density,Liquid,AAupbB,COCCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium glycinate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
QAykr,318.15,0.299,100,1130.6,Wang et al. (2022k),Density,Liquid,AAupbB,COCCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium glycinate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
QAykr,318.15,0.3986,100,1134.4,Wang et al. (2022k),Density,Liquid,AAupbB,COCCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium glycinate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
QAykr,318.15,0.4986,100,1138.2,Wang et al. (2022k),Density,Liquid,AAupbB,COCCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium glycinate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
QAykr,318.15,0.6006,100,1141.8,Wang et al. (2022k),Density,Liquid,AAupbB,COCCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium glycinate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
QAykr,318.15,0.701,100,1144.3,Wang et al. (2022k),Density,Liquid,AAupbB,COCCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium glycinate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
QAykr,318.15,0.7941,100,1145.4,Wang et al. (2022k),Density,Liquid,AAupbB,COCCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium glycinate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
QAykr,318.15,0.907,100,1145.8,Wang et al. (2022k),Density,Liquid,AAupbB,COCCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium glycinate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
QAykr,318.15,1,100,1147.3,Wang et al. (2022k),Density,Liquid,AAupbB,COCCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium glycinate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
