setid,"Temperature, K","MolaLity of tetraphenylphosphorane bromide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
NJGPL,298.15,0.02382,101,947,Placzek et al. (2007),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
NJGPL,298.15,0.03591,101,948.7,Placzek et al. (2007),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
NJGPL,298.15,0.04822,101,950.3,Placzek et al. (2007),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
NJGPL,298.15,0.06013,101,952,Placzek et al. (2007),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
NJGPL,298.15,0.07767,101,954.4,Placzek et al. (2007),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
NJGPL,298.15,0.09583,101,956.8,Placzek et al. (2007),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
NJGPL,298.15,0.107,101,958.4,Placzek et al. (2007),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
NJGPL,298.15,0.1196,101,960.1,Placzek et al. (2007),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
NJGPL,303.15,0,101,939,Placzek et al. (2007),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
NJGPL,303.15,0.01828,101,941.5,Placzek et al. (2007),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
NJGPL,303.15,0.02382,101,942.3,Placzek et al. (2007),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
NJGPL,303.15,0.03591,101,943.9,Placzek et al. (2007),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
NJGPL,303.15,0.04822,101,945.6,Placzek et al. (2007),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
NJGPL,303.15,0.06013,101,947.2,Placzek et al. (2007),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
NJGPL,303.15,0.07767,101,949.6,Placzek et al. (2007),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
NJGPL,303.15,0.09583,101,952.1,Placzek et al. (2007),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
NJGPL,303.15,0.107,101,953.6,Placzek et al. (2007),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
NJGPL,303.15,0.1196,101,955.4,Placzek et al. (2007),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
NJGPL,313.15,0,101,929.4,Placzek et al. (2007),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
NJGPL,313.15,0.01828,101,931.9,Placzek et al. (2007),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
NJGPL,313.15,0.02382,101,932.7,Placzek et al. (2007),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
NJGPL,313.15,0.03591,101,934.4,Placzek et al. (2007),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
NJGPL,313.15,0.04822,101,936.1,Placzek et al. (2007),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
NJGPL,313.15,0.06013,101,937.7,Placzek et al. (2007),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
NJGPL,313.15,0.07767,101,940.1,Placzek et al. (2007),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
NJGPL,313.15,0.09583,101,942.6,Placzek et al. (2007),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
NJGPL,313.15,0.107,101,944.2,Placzek et al. (2007),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
NJGPL,313.15,0.1196,101,945.9,Placzek et al. (2007),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
NJGPL,323.15,0,101,919.8,Placzek et al. (2007),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
NJGPL,323.15,0.01828,101,922.3,Placzek et al. (2007),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
NJGPL,323.15,0.02382,101,923.1,Placzek et al. (2007),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
NJGPL,323.15,0.03591,101,924.8,Placzek et al. (2007),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
NJGPL,323.15,0.04822,101,926.5,Placzek et al. (2007),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
NJGPL,323.15,0.06013,101,928.2,Placzek et al. (2007),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
NJGPL,323.15,0.07767,101,930.6,Placzek et al. (2007),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
NJGPL,323.15,0.09583,101,933.1,Placzek et al. (2007),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
NJGPL,323.15,0.107,101,934.7,Placzek et al. (2007),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
NJGPL,323.15,0.1196,101,936.5,Placzek et al. (2007),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
NJGPL,333.15,0,101,910.1,Placzek et al. (2007),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
NJGPL,333.15,0.01828,101,912.7,Placzek et al. (2007),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
NJGPL,333.15,0.02382,101,913.5,Placzek et al. (2007),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
NJGPL,333.15,0.03591,101,915.2,Placzek et al. (2007),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
NJGPL,333.15,0.04822,101,916.9,Placzek et al. (2007),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
NJGPL,333.15,0.06013,101,918.6,Placzek et al. (2007),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
NJGPL,333.15,0.07767,101,921,Placzek et al. (2007),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
NJGPL,333.15,0.09583,101,923.6,Placzek et al. (2007),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
NJGPL,333.15,0.107,101,925.1,Placzek et al. (2007),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
NJGPL,333.15,0.1196,101,926.9,Placzek et al. (2007),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
